2026-04-24T17:40:09.136458,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:40:09.181984,PLATEAU_CONFIRMED,Wideband signal detected,freq=104935286.93528694,bw=9.189453125,hits=10
2026-04-24T17:40:09.205672,VIDEO_REJECTED,autocorr rejected video,freq=104935286.93528694,score=0.0
2026-04-24T17:40:09.222247,PLATEAU_CONFIRMED,Wideband signal detected,freq=124485958.48595849,bw=5.8642578125,hits=7
2026-04-24T17:40:09.244282,VIDEO_REJECTED,autocorr rejected video,freq=124485958.48595849,score=0.0
2026-04-24T17:40:09.258408,PLATEAU_CONFIRMED,Wideband signal detected,freq=145301587.3015873,bw=9.62890625,hits=5
2026-04-24T17:40:09.283721,VIDEO_REJECTED,autocorr rejected video,freq=145301587.3015873,score=0.0
2026-04-24T17:40:09.299722,PLATEAU_CONFIRMED,Wideband signal detected,freq=165409035.4090354,bw=9.7314453125,hits=3
2026-04-24T17:40:09.319516,VIDEO_REJECTED,autocorr rejected video,freq=165409035.4090354,score=0.0
2026-04-24T17:40:09.428834,PLATEAU_CONFIRMED,Wideband signal detected,freq=205731379.73137972,bw=6.6650390625,hits=7
2026-04-24T17:40:09.464770,VIDEO_REJECTED,autocorr rejected video,freq=205731379.73137972,score=0.0
2026-04-24T17:40:09.488711,PLATEAU_CONFIRMED,Wideband signal detected,freq=225929181.92918193,bw=7.2607421875,hits=10
2026-04-24T17:40:09.510782,VIDEO_REJECTED,autocorr rejected video,freq=225929181.92918193,score=0.0
2026-04-24T17:40:09.528743,PLATEAU_CONFIRMED,Wideband signal detected,freq=246229548.22954822,bw=7.20703125,hits=5
2026-04-24T17:40:09.553704,VIDEO_REJECTED,autocorr rejected video,freq=246229548.22954822,score=0.0
2026-04-24T17:40:09.577205,PLATEAU_CONFIRMED,Wideband signal detected,freq=265875457.87545788,bw=6.2060546875,hits=6
2026-04-24T17:40:09.601744,VIDEO_REJECTED,autocorr rejected video,freq=265875457.87545788,score=0.0
2026-04-24T17:40:09.617317,PLATEAU_CONFIRMED,Wideband signal detected,freq=285394383.3943834,bw=6.904296875,hits=7
2026-04-24T17:40:09.635569,VIDEO_REJECTED,autocorr rejected video,freq=285394383.3943834,score=0.0
2026-04-24T17:40:09.654731,PLATEAU_CONFIRMED,Wideband signal detected,freq=294830280.83028084,bw=6.162109375,hits=3
2026-04-24T17:40:09.678917,VIDEO_REJECTED,autocorr rejected video,freq=294830280.83028084,score=0.0
2026-04-24T17:40:09.708163,PLATEAU_CONFIRMED,Wideband signal detected,freq=313247863.24786323,bw=5.390625,hits=9
2026-04-24T17:40:09.738682,VIDEO_REJECTED,autocorr rejected video,freq=313247863.24786323,score=0.0
2026-04-24T17:40:09.755772,PLATEAU_CONFIRMED,Wideband signal detected,freq=332402930.4029304,bw=7.861328125,hits=5
2026-04-24T17:40:09.778275,VIDEO_REJECTED,autocorr rejected video,freq=332402930.4029304,score=0.0
2026-04-24T17:40:09.794342,PLATEAU_CONFIRMED,Wideband signal detected,freq=362239316.2393162,bw=3.984375,hits=4
2026-04-24T17:40:09.813687,VIDEO_REJECTED,autocorr rejected video,freq=362239316.2393162,score=0.0
2026-04-24T17:40:10.120947,PLATEAU_CONFIRMED,Wideband signal detected,freq=422659340.6593407,bw=5.1513671875,hits=8
2026-04-24T17:40:10.182563,VIDEO_REJECTED,autocorr rejected video,freq=422659340.6593407,score=0.0
2026-04-24T17:40:10.202546,PLATEAU_CONFIRMED,Wideband signal detected,freq=442874236.8742369,bw=5.0732421875,hits=9
2026-04-24T17:40:10.219705,VIDEO_REJECTED,autocorr rejected video,freq=442874236.8742369,score=0.0
2026-04-24T17:40:10.890565,PLATEAU_CONFIRMED,Wideband signal detected,freq=481951159.95115995,bw=7.822265625,hits=8
2026-04-24T17:40:11.178195,VIDEO_REJECTED,autocorr rejected video,freq=481951159.95115995,score=0.0
2026-04-24T17:40:11.414249,PLATEAU_CONFIRMED,Wideband signal detected,freq=501946275.94627595,bw=7.7099609375,hits=10
2026-04-24T17:40:11.424609,VIDEO_REJECTED,autocorr rejected video,freq=501946275.94627595,score=0.0
2026-04-24T17:40:11.710782,PLATEAU_CONFIRMED,Wideband signal detected,freq=528048840.04884005,bw=3.9111328125,hits=8
2026-04-24T17:40:11.871983,VIDEO_REJECTED,autocorr rejected video,freq=528048840.04884005,score=0.0
2026-04-24T17:40:12.058678,PLATEAU_CONFIRMED,Wideband signal detected,freq=531948717.94871795,bw=3.90625,hits=10
2026-04-24T17:40:12.219238,VIDEO_REJECTED,autocorr rejected video,freq=531948717.94871795,score=0.0
2026-04-24T17:40:12.437144,PLATEAU_CONFIRMED,Wideband signal detected,freq=551946275.946276,bw=3.9208984375,hits=10
2026-04-24T17:40:12.551533,VIDEO_REJECTED,autocorr rejected video,freq=551946275.946276,score=0.0
2026-04-24T17:40:12.672710,PLATEAU_CONFIRMED,Wideband signal detected,freq=571948717.948718,bw=3.90625,hits=10
2026-04-24T17:40:12.744935,VIDEO_REJECTED,autocorr rejected video,freq=571948717.948718,score=0.0
2026-04-24T17:40:12.926142,PLATEAU_CONFIRMED,Wideband signal detected,freq=602014652.014652,bw=7.666015625,hits=9
2026-04-24T17:40:12.956404,VIDEO_REJECTED,autocorr rejected video,freq=602014652.014652,score=0.0
2026-04-24T17:40:13.095564,PLATEAU_CONFIRMED,Wideband signal detected,freq=623575091.5750916,bw=9.9609375,hits=10
2026-04-24T17:40:13.123457,VIDEO_REJECTED,autocorr rejected video,freq=623575091.5750916,score=0.0
2026-04-24T17:40:13.139510,PLATEAU_CONFIRMED,Wideband signal detected,freq=645726495.7264957,bw=7.7587890625,hits=10
2026-04-24T17:40:13.164770,VIDEO_REJECTED,autocorr rejected video,freq=645726495.7264957,score=0.0
2026-04-24T17:40:13.187826,PLATEAU_CONFIRMED,Wideband signal detected,freq=663465201.4652015,bw=9.9658203125,hits=7
