2026-04-24T17:19:26.590111,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:19:36.351870,VIDEO_REJECTED,cyclo rejected video,freq=2481487179.4871793,score=0
2026-04-24T17:19:36.694777,PLATEAU_CONFIRMED,Wideband signal detected,freq=2612715506.7155066,bw=5.1416015625,hits=8
2026-04-24T17:19:36.779247,VIDEO_REJECTED,cyclo rejected video,freq=2612715506.7155066,score=0
2026-04-24T17:19:36.821474,PLATEAU_CONFIRMED,Wideband signal detected,freq=2633042735.042735,bw=8.6181640625,hits=10
2026-04-24T17:19:36.900321,VIDEO_REJECTED,cyclo rejected video,freq=2633042735.042735,score=0
2026-04-24T17:19:36.918119,PLATEAU_CONFIRMED,Wideband signal detected,freq=2653457875.4578753,bw=6.2939453125,hits=10
2026-04-24T17:19:36.962466,VIDEO_REJECTED,cyclo rejected video,freq=2653457875.4578753,score=0
2026-04-24T17:19:36.966008,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672036630.0366297,bw=3.359375,hits=4
2026-04-24T17:19:36.987786,VIDEO_REJECTED,cyclo rejected video,freq=2672036630.0366297,score=0
2026-04-24T17:19:37.045318,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2740000000
2026-04-24T17:19:37.414434,PLATEAU_CONFIRMED,Wideband signal detected,freq=3023391941.391941,bw=7.4267578125,hits=6
2026-04-24T17:19:37.437643,VIDEO_REJECTED,cyclo rejected video,freq=3023391941.391941,score=0
2026-04-24T17:19:37.519896,PLATEAU_CONFIRMED,Wideband signal detected,freq=3075045177.045177,bw=6.572265625,hits=5
2026-04-24T17:19:37.543109,VIDEO_REJECTED,cyclo rejected video,freq=3075045177.045177,score=0
2026-04-24T17:19:37.978397,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426410256.4102564,bw=5.0341796875,hits=3
2026-04-24T17:19:38.006086,VIDEO_REJECTED,cyclo rejected video,freq=3426410256.4102564,score=0
2026-04-24T17:19:38.026756,PLATEAU_CONFIRMED,Wideband signal detected,freq=3443008547.008547,bw=7.8759765625,hits=6
2026-04-24T17:19:38.063387,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3460000000
2026-04-24T17:19:38.064035,VIDEO_REJECTED,cyclo rejected video,freq=3443008547.008547,score=0
2026-04-24T17:19:38.137003,PLATEAU_CONFIRMED,Wideband signal detected,freq=3493858363.858364,bw=5.6591796875,hits=6
2026-04-24T17:19:38.164993,VIDEO_REJECTED,cyclo rejected video,freq=3493858363.858364,score=0
2026-04-24T17:19:38.175403,PLATEAU_CONFIRMED,Wideband signal detected,freq=3524021978.021978,bw=7.2705078125,hits=9
2026-04-24T17:19:38.206101,VIDEO_REJECTED,cyclo rejected video,freq=3524021978.021978,score=0
2026-04-24T17:19:38.211999,PLATEAU_CONFIRMED,Wideband signal detected,freq=3540908424.908425,bw=6.787109375,hits=6
2026-04-24T17:19:38.255206,VIDEO_REJECTED,cyclo rejected video,freq=3540908424.908425,score=0
2026-04-24T17:19:38.262800,PLATEAU_CONFIRMED,Wideband signal detected,freq=3553711843.7118435,bw=5.4248046875,hits=7
2026-04-24T17:19:38.292513,VIDEO_REJECTED,cyclo rejected video,freq=3553711843.7118435,score=0
2026-04-24T17:19:38.296334,PLATEAU_CONFIRMED,Wideband signal detected,freq=3577047619.047619,bw=9.443359375,hits=7
2026-04-24T17:19:38.376587,VIDEO_REJECTED,cyclo rejected video,freq=3577047619.047619,score=0
2026-04-24T17:19:38.413805,PLATEAU_CONFIRMED,Wideband signal detected,freq=3607804639.80464,bw=4.0283203125,hits=8
2026-04-24T17:19:38.572315,VIDEO_REJECTED,cyclo rejected video,freq=3607804639.80464,score=0
2026-04-24T17:19:38.805516,PLATEAU_CONFIRMED,Wideband signal detected,freq=3626017094.017094,bw=7.6416015625,hits=8
2026-04-24T17:19:38.995333,PLATEAU_CONFIRMED,Wideband signal detected,freq=3644620268.620269,bw=9.2578125,hits=10
2026-04-24T17:19:38.998588,VIDEO_REJECTED,cyclo rejected video,freq=3626017094.017094,score=0
2026-04-24T17:19:39.029156,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3660000000
2026-04-24T17:19:39.031918,VIDEO_REJECTED,cyclo rejected video,freq=3644620268.620269,score=0
2026-04-24T17:19:39.056381,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3680000000
2026-04-24T17:19:39.112214,PLATEAU_CONFIRMED,Wideband signal detected,freq=3693367521.3675213,bw=5.2685546875,hits=10
2026-04-24T17:19:39.148266,VIDEO_REJECTED,cyclo rejected video,freq=3693367521.3675213,score=0
2026-04-24T17:19:39.152432,PLATEAU_CONFIRMED,Wideband signal detected,freq=3727606837.6068377,bw=5.185546875,hits=7
2026-04-24T17:19:39.179742,VIDEO_REJECTED,cyclo rejected video,freq=3727606837.6068377,score=0
2026-04-24T17:19:39.242443,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3780000000
2026-04-24T17:19:39.274792,PLATEAU_CONFIRMED,Wideband signal detected,freq=3797018315.018315,bw=9.0966796875,hits=5
2026-04-24T17:19:39.308293,VIDEO_REJECTED,cyclo rejected video,freq=3797018315.018315,score=0
2026-04-24T17:19:39.318996,PLATEAU_CONFIRMED,Wideband signal detected,freq=3815660561.6605616,bw=8.935546875,hits=6
2026-04-24T17:19:39.387786,VIDEO_REJECTED,cyclo rejected video,freq=3815660561.6605616,score=0
2026-04-24T17:19:39.387750,PLATEAU_CONFIRMED,Wideband signal detected,freq=3833174603.174603,bw=5.0830078125,hits=7
2026-04-24T17:19:39.416462,VIDEO_REJECTED,cyclo rejected video,freq=3833174603.174603,score=0
2026-04-24T17:19:39.428182,PLATEAU_CONFIRMED,Wideband signal detected,freq=3853897435.8974357,bw=8.3251953125,hits=9
2026-04-24T17:19:39.459165,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3880000000
2026-04-24T17:19:39.459712,VIDEO_REJECTED,cyclo rejected video,freq=3853897435.8974357,score=0
2026-04-24T17:19:39.488712,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3900000000
2026-04-24T17:19:39.563714,PLATEAU_CONFIRMED,Wideband signal detected,freq=3935094017.094017,bw=8.5693359375,hits=7
2026-04-24T17:19:39.592349,VIDEO_REJECTED,cyclo rejected video,freq=3935094017.094017,score=0
2026-04-24T17:19:39.595713,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3960000000
2026-04-24T17:19:39.701744,PLATEAU_CONFIRMED,Wideband signal detected,freq=4043943833.943834,bw=3.9990234375,hits=3
2026-04-24T17:19:39.729793,VIDEO_REJECTED,cyclo rejected video,freq=4043943833.943834,score=0
2026-04-24T17:19:39.963439,PLATEAU_CONFIRMED,Wideband signal detected,freq=4157452991.4529915,bw=9.013671875,hits=7
2026-04-24T17:19:40.019947,VIDEO_REJECTED,cyclo rejected video,freq=4157452991.4529915,score=0
2026-04-24T17:19:40.028054,PLATEAU_CONFIRMED,Wideband signal detected,freq=4176017094.017094,bw=5.5029296875,hits=8
2026-04-24T17:19:40.049898,VIDEO_REJECTED,cyclo rejected video,freq=4176017094.017094,score=0
2026-04-24T17:19:41.117643,PLATEAU_CONFIRMED,Wideband signal detected,freq=4985987789.987789,bw=3.642578125,hits=6
2026-04-24T17:19:41.169524,VIDEO_REJECTED,cyclo rejected video,freq=4985987789.987789,score=0
2026-04-24T17:19:41.223885,PLATEAU_CONFIRMED,Wideband signal detected,freq=5005023199.023199,bw=9.033203125,hits=9
2026-04-24T17:19:41.263925,VIDEO_REJECTED,cyclo rejected video,freq=5005023199.023199,score=0
2026-04-24T17:19:41.270719,PLATEAU_CONFIRMED,Wideband signal detected,freq=5021951159.9511595,bw=8.49609375,hits=4
2026-04-24T17:19:41.325969,VIDEO_REJECTED,cyclo rejected video,freq=5021951159.9511595,score=0
2026-04-24T17:19:41.325933,PLATEAU_CONFIRMED,Wideband signal detected,freq=5038412698.412699,bw=9.0283203125,hits=10
2026-04-24T17:19:41.357321,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=5060000000
2026-04-24T17:19:41.357388,VIDEO_REJECTED,cyclo rejected video,freq=5038412698.412699,score=0
