2026-04-24T17:14:54.276286,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:14:54.313443,PLATEAU_CONFIRMED,Wideband signal detected,freq=102029304.02930403,bw=4.2919921875,hits=3
2026-04-24T17:14:54.333159,VIDEO_REJECTED,cyclo rejected video,freq=102029304.02930403,score=0
2026-04-24T17:14:54.345951,PLATEAU_CONFIRMED,Wideband signal detected,freq=125780219.78021978,bw=5.9521484375,hits=4
2026-04-24T17:14:54.368523,VIDEO_REJECTED,cyclo rejected video,freq=125780219.78021978,score=0
2026-04-24T17:14:54.382029,PLATEAU_CONFIRMED,Wideband signal detected,freq=145804639.80463982,bw=7.412109375,hits=3
2026-04-24T17:14:54.411030,VIDEO_REJECTED,cyclo rejected video,freq=145804639.80463982,score=0
2026-04-24T17:14:54.419605,PLATEAU_CONFIRMED,Wideband signal detected,freq=162551892.55189255,bw=9.775390625,hits=5
2026-04-24T17:14:54.442666,VIDEO_REJECTED,cyclo rejected video,freq=162551892.55189255,score=0
2026-04-24T17:14:54.481058,PLATEAU_CONFIRMED,Wideband signal detected,freq=196691086.69108668,bw=2.8369140625,hits=5
2026-04-24T17:14:54.505880,VIDEO_REJECTED,cyclo rejected video,freq=196691086.69108668,score=0
2026-04-24T17:14:54.522585,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=220000000
2026-04-24T17:14:54.620203,PLATEAU_CONFIRMED,Wideband signal detected,freq=246170940.17094016,bw=6.3671875,hits=9
2026-04-24T17:14:54.648275,VIDEO_REJECTED,cyclo rejected video,freq=246170940.17094016,score=2
2026-04-24T17:14:54.714037,PLATEAU_CONFIRMED,Wideband signal detected,freq=294935286.93528694,bw=6.9921875,hits=6
2026-04-24T17:14:54.754059,VIDEO_REJECTED,cyclo rejected video,freq=294935286.93528694,score=0
2026-04-24T17:14:54.761446,PLATEAU_CONFIRMED,Wideband signal detected,freq=313238095.2380952,bw=4.931640625,hits=5
2026-04-24T17:14:54.785015,VIDEO_REJECTED,cyclo rejected video,freq=313238095.2380952,score=0
2026-04-24T17:14:54.794477,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=340000000
2026-04-24T17:14:54.848644,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=380000000
2026-04-24T17:14:54.879270,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=400000000
