2026-04-24T17:42:45.857433,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:42:45.892408,PLATEAU_CONFIRMED,Wideband signal detected,freq=103680097.68009768,bw=6.2841796875,hits=9
2026-04-24T17:42:45.912316,VIDEO_REJECTED,autocorr rejected video,freq=103680097.68009768,score=0.0
2026-04-24T17:42:45.927136,PLATEAU_CONFIRMED,Wideband signal detected,freq=124017094.01709402,bw=5.4638671875,hits=3
2026-04-24T17:42:45.928030,ZERO_BUFFER,All samples are zero
2026-04-24T17:42:45.951808,VIDEO_REJECTED,autocorr rejected video,freq=124017094.01709402,score=0.0
2026-04-24T17:42:45.954848,ZERO_BUFFER,All samples are zero
2026-04-24T17:42:45.961285,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=140000000
2026-04-24T17:42:46.019481,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=160000000
2026-04-24T17:42:46.059529,PLATEAU_CONFIRMED,Wideband signal detected,freq=176119658.1196581,bw=7.6416015625,hits=3
2026-04-24T17:42:46.168220,VIDEO_REJECTED,autocorr rejected video,freq=176119658.1196581,score=0.0
2026-04-24T17:42:46.256067,PLATEAU_CONFIRMED,Wideband signal detected,freq=205421245.42124543,bw=6.708984375,hits=8
2026-04-24T17:42:46.308330,VIDEO_REJECTED,autocorr rejected video,freq=205421245.42124543,score=0.0
2026-04-24T17:42:46.322210,PLATEAU_CONFIRMED,Wideband signal detected,freq=224717948.71794873,bw=7.0166015625,hits=10
2026-04-24T17:42:46.349699,VIDEO_REJECTED,autocorr rejected video,freq=224717948.71794873,score=0.0
2026-04-24T17:42:46.396746,PLATEAU_CONFIRMED,Wideband signal detected,freq=246068376.06837606,bw=7.5390625,hits=7
2026-04-24T17:42:46.420918,VIDEO_REJECTED,autocorr rejected video,freq=246068376.06837606,score=0.0
2026-04-24T17:42:46.440451,PLATEAU_CONFIRMED,Wideband signal detected,freq=265316239.31623933,bw=5.9326171875,hits=9
2026-04-24T17:42:46.463953,VIDEO_REJECTED,autocorr rejected video,freq=265316239.31623933,score=0.0
2026-04-24T17:42:46.473064,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=280000000
2026-04-24T17:42:46.505159,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=300000000
2026-04-24T17:42:46.540366,PLATEAU_CONFIRMED,Wideband signal detected,freq=314329670.3296703,bw=6.201171875,hits=4
2026-04-24T17:42:46.566962,VIDEO_REJECTED,autocorr rejected video,freq=314329670.3296703,score=0.0
2026-04-24T17:42:46.575562,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=340000000
2026-04-24T17:42:46.604867,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=360000000
2026-04-24T17:42:46.705652,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=420000000
2026-04-24T17:42:46.733533,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=440000000
2026-04-24T17:42:47.398015,PLATEAU_CONFIRMED,Wideband signal detected,freq=482000000.0,bw=7.8662109375,hits=8
