2026-04-24T17:13:38.697685,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:13:38.809505,PLATEAU_CONFIRMED,Wideband signal detected,freq=106092796.09279609,bw=8.3349609375,hits=10
2026-04-24T17:13:38.859649,VIDEO_REJECTED,cyclo rejected video,freq=106092796.09279609,score=0
2026-04-24T17:13:38.879145,PLATEAU_CONFIRMED,Wideband signal detected,freq=126317460.31746031,bw=6.279296875,hits=10
2026-04-24T17:13:38.923869,VIDEO_REJECTED,cyclo rejected video,freq=126317460.31746031,score=0
2026-04-24T17:13:38.945735,PLATEAU_CONFIRMED,Wideband signal detected,freq=144676434.67643467,bw=7.373046875,hits=9
2026-04-24T17:13:38.997513,VIDEO_REJECTED,cyclo rejected video,freq=144676434.67643467,score=0
2026-04-24T17:13:39.012107,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=160000000
2026-04-24T17:13:39.204166,PLATEAU_CONFIRMED,Wideband signal detected,freq=226879120.8791209,bw=7.36328125,hits=5
2026-04-24T17:13:39.305219,VIDEO_REJECTED,cyclo rejected video,freq=226879120.8791209,score=0
2026-04-24T17:13:39.341900,PLATEAU_CONFIRMED,Wideband signal detected,freq=246407814.4078144,bw=6.1572265625,hits=8
2026-04-24T17:13:39.391902,VIDEO_REJECTED,cyclo rejected video,freq=246407814.4078144,score=0
2026-04-24T17:13:39.402809,PLATEAU_CONFIRMED,Wideband signal detected,freq=266610500.6105006,bw=3.6865234375,hits=5
2026-04-24T17:13:39.441157,VIDEO_REJECTED,cyclo rejected video,freq=266610500.6105006,score=0
2026-04-24T17:13:39.519470,PLATEAU_CONFIRMED,Wideband signal detected,freq=294058608.05860806,bw=5.1611328125,hits=5
2026-04-24T17:13:39.569503,VIDEO_REJECTED,cyclo rejected video,freq=294058608.05860806,score=0
2026-04-24T17:13:39.584317,PLATEAU_CONFIRMED,Wideband signal detected,freq=313873015.8730159,bw=5.8203125,hits=6
2026-04-24T17:13:39.624559,VIDEO_REJECTED,cyclo rejected video,freq=313873015.8730159,score=0
2026-04-24T17:13:39.802882,PLATEAU_CONFIRMED,Wideband signal detected,freq=394673992.6739927,bw=5.3369140625,hits=4
2026-04-24T17:13:39.856656,VIDEO_REJECTED,cyclo rejected video,freq=394673992.6739927,score=0
2026-04-24T17:13:40.139408,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=520000000
2026-04-24T17:13:40.296842,PLATEAU_CONFIRMED,Wideband signal detected,freq=581467643.4676435,bw=5.56640625,hits=3
2026-04-24T17:13:40.343735,VIDEO_REJECTED,cyclo rejected video,freq=581467643.4676435,score=0
2026-04-24T17:13:40.414260,PLATEAU_CONFIRMED,Wideband signal detected,freq=619997557.997558,bw=7.158203125,hits=7
2026-04-24T17:13:40.468006,VIDEO_REJECTED,cyclo rejected video,freq=619997557.997558,score=0
2026-04-24T17:13:40.475078,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=640000000
2026-04-24T17:13:40.529672,PLATEAU_CONFIRMED,Wideband signal detected,freq=664647130.6471306,bw=7.8173828125,hits=3
2026-04-24T17:13:40.576642,VIDEO_REJECTED,cyclo rejected video,freq=664647130.6471306,score=0
2026-04-24T17:13:40.589670,PLATEAU_CONFIRMED,Wideband signal detected,freq=686039072.039072,bw=4.84375,hits=6
