2026-04-24T17:44:12.284836,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:44:12.314821,PLATEAU_CONFIRMED,Wideband signal detected,freq=107743589.74358974,bw=9.140625,hits=6
2026-04-24T17:44:12.334585,VIDEO_REJECTED,autocorr rejected video,freq=107743589.74358974,score=0.0
2026-04-24T17:44:12.349456,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=120000000
2026-04-24T17:44:12.386193,PLATEAU_CONFIRMED,Wideband signal detected,freq=145697191.6971917,bw=9.697265625,hits=7
2026-04-24T17:44:12.411812,VIDEO_REJECTED,autocorr rejected video,freq=145697191.6971917,score=0.0
2026-04-24T17:44:12.425450,PLATEAU_CONFIRMED,Wideband signal detected,freq=159252747.25274724,bw=9.6826171875,hits=4
2026-04-24T17:44:12.447425,VIDEO_REJECTED,autocorr rejected video,freq=159252747.25274724,score=0.0
2026-04-24T17:44:12.459913,PLATEAU_CONFIRMED,Wideband signal detected,freq=174493284.4932845,bw=6.1572265625,hits=3
2026-04-24T17:44:12.484895,VIDEO_REJECTED,autocorr rejected video,freq=174493284.4932845,score=0.0
2026-04-24T17:44:12.558443,PLATEAU_CONFIRMED,Wideband signal detected,freq=205980463.98046398,bw=5.9228515625,hits=6
2026-04-24T17:44:12.589909,VIDEO_REJECTED,autocorr rejected video,freq=205980463.98046398,score=0.0
2026-04-24T17:44:12.606386,PLATEAU_CONFIRMED,Wideband signal detected,freq=226525030.52503052,bw=5.1611328125,hits=10
2026-04-24T17:44:12.629294,VIDEO_REJECTED,autocorr rejected video,freq=226525030.52503052,score=0.0
2026-04-24T17:44:12.747596,PLATEAU_CONFIRMED,Wideband signal detected,freq=313763125.7631258,bw=4.248046875,hits=4
2026-04-24T17:44:12.768822,VIDEO_REJECTED,autocorr rejected video,freq=313763125.7631258,score=0.0
2026-04-24T17:44:12.780987,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=340000000
2026-04-24T17:44:12.866271,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=400000000
2026-04-24T17:44:13.581591,PLATEAU_CONFIRMED,Wideband signal detected,freq=481990231.990232,bw=7.83203125,hits=8
2026-04-24T17:44:13.781484,VIDEO_REJECTED,autocorr rejected video,freq=481990231.990232,score=0.0
2026-04-24T17:44:14.042000,PLATEAU_CONFIRMED,Wideband signal detected,freq=502000000.0,bw=7.8125,hits=10
2026-04-24T17:44:14.050722,VIDEO_REJECTED,autocorr rejected video,freq=502000000.0,score=0.0
2026-04-24T17:44:14.272011,PLATEAU_CONFIRMED,Wideband signal detected,freq=528053724.05372405,bw=3.896484375,hits=8
2026-04-24T17:44:14.428379,VIDEO_REJECTED,autocorr rejected video,freq=528053724.05372405,score=0.0
2026-04-24T17:44:14.653830,PLATEAU_CONFIRMED,Wideband signal detected,freq=540000000.0,bw=3.9013671875,hits=10
2026-04-24T17:44:14.848177,VIDEO_REJECTED,autocorr rejected video,freq=540000000.0,score=0.0
2026-04-24T17:44:14.902748,PLATEAU_CONFIRMED,Wideband signal detected,freq=563340659.3406594,bw=9.560546875,hits=10
2026-04-24T17:44:14.983067,VIDEO_REJECTED,autocorr rejected video,freq=563340659.3406594,score=0.0
2026-04-24T17:44:15.036207,PLATEAU_CONFIRMED,Wideband signal detected,freq=587863247.8632479,bw=4.8779296875,hits=10
2026-04-24T17:44:15.066842,VIDEO_REJECTED,autocorr rejected video,freq=587863247.8632479,score=0.0
2026-04-24T17:44:15.082592,PLATEAU_CONFIRMED,Wideband signal detected,freq=602739926.7399267,bw=5.7080078125,hits=4
2026-04-24T17:44:15.176367,VIDEO_REJECTED,autocorr rejected video,freq=602739926.7399267,score=0.0
2026-04-24T17:44:15.366041,PLATEAU_CONFIRMED,Wideband signal detected,freq=625663003.6630037,bw=7.8125,hits=8
2026-04-24T17:44:15.378325,VIDEO_REJECTED,autocorr rejected video,freq=625663003.6630037,score=0.0
2026-04-24T17:44:15.440656,PLATEAU_CONFIRMED,Wideband signal detected,freq=646395604.3956044,bw=6.9287109375,hits=10
2026-04-24T17:44:15.464595,VIDEO_REJECTED,autocorr rejected video,freq=646395604.3956044,score=0.0
2026-04-24T17:44:15.478213,PLATEAU_CONFIRMED,Wideband signal detected,freq=664959706.9597069,bw=7.8369140625,hits=5
2026-04-24T17:44:15.501572,VIDEO_REJECTED,autocorr rejected video,freq=664959706.9597069,score=0.0
2026-04-24T17:44:15.512156,PLATEAU_CONFIRMED,Wideband signal detected,freq=686073260.0732601,bw=4.6826171875,hits=5
2026-04-24T17:44:15.532343,VIDEO_REJECTED,autocorr rejected video,freq=686073260.0732601,score=0.0
2026-04-24T17:44:15.572372,PLATEAU_CONFIRMED,Wideband signal detected,freq=714395604.3956044,bw=3.9794921875,hits=5
2026-04-24T17:44:15.592232,VIDEO_REJECTED,autocorr rejected video,freq=714395604.3956044,score=0.0
2026-04-24T17:44:15.629946,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=760000000
2026-04-24T17:44:15.808856,PLATEAU_CONFIRMED,Wideband signal detected,freq=900964590.9645909,bw=4.501953125,hits=5
2026-04-24T17:44:15.829777,VIDEO_REJECTED,autocorr rejected video,freq=900964590.9645909,score=0.0
2026-04-24T17:44:16.009457,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=940000000
2026-04-24T17:44:16.120946,PLATEAU_CONFIRMED,Wideband signal detected,freq=973702075.7020757,bw=6.4794921875,hits=9
2026-04-24T17:44:16.140169,VIDEO_REJECTED,autocorr rejected video,freq=973702075.7020757,score=0.0
2026-04-24T17:44:16.150590,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1000000000
2026-04-24T17:44:16.635204,PLATEAU_CONFIRMED,Wideband signal detected,freq=1239484737.4847374,bw=9.4140625,hits=9
2026-04-24T17:44:16.714531,VIDEO_CONFIRMED,autocorr confirmed video,freq=1239484737.4847374,score=0.9
2026-04-24T17:44:16.735695,PLATEAU_CONFIRMED,Wideband signal detected,freq=1259716727.7167277,bw=9.013671875,hits=10
2026-04-24T17:44:16.752364,VIDEO_REJECTED,autocorr rejected video,freq=1259716727.7167277,score=0.1
2026-04-24T17:44:17.011645,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1460000000
2026-04-24T17:44:17.356494,PLATEAU_CONFIRMED,Wideband signal detected,freq=1718678876.6788766,bw=5.302734375,hits=7
2026-04-24T17:44:17.376540,VIDEO_REJECTED,autocorr rejected video,freq=1718678876.6788766,score=0.0
2026-04-24T17:44:17.418377,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1760000000
2026-04-24T17:44:17.457006,PLATEAU_CONFIRMED,Wideband signal detected,freq=1786429792.4297924,bw=6.6259765625,hits=7
2026-04-24T17:44:17.543559,VIDEO_REJECTED,autocorr rejected video,freq=1786429792.4297924,score=0.0
2026-04-24T17:44:17.700544,PLATEAU_CONFIRMED,Wideband signal detected,freq=1806192918.1929183,bw=7.939453125,hits=10
2026-04-24T17:44:17.715420,VIDEO_REJECTED,autocorr rejected video,freq=1806192918.1929183,score=0.0
2026-04-24T17:44:18.034666,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827860805.8608057,bw=4.3603515625,hits=10
2026-04-24T17:44:18.094087,VIDEO_REJECTED,autocorr rejected video,freq=1827860805.8608057,score=0.0
2026-04-24T17:44:18.110374,PLATEAU_CONFIRMED,Wideband signal detected,freq=1841062271.062271,bw=5.8935546875,hits=10
2026-04-24T17:44:18.131189,VIDEO_REJECTED,autocorr rejected video,freq=1841062271.062271,score=0.0
2026-04-24T17:44:18.146780,PLATEAU_CONFIRMED,Wideband signal detected,freq=1863831501.831502,bw=5.5810546875,hits=6
2026-04-24T17:44:18.185248,VIDEO_REJECTED,autocorr rejected video,freq=1863831501.831502,score=0.0
2026-04-24T17:44:18.218717,PLATEAU_CONFIRMED,Wideband signal detected,freq=1874888888.8888888,bw=9.70703125,hits=9
2026-04-24T17:44:18.261043,VIDEO_REJECTED,autocorr rejected video,freq=1874888888.8888888,score=0.0
2026-04-24T17:44:18.278244,PLATEAU_CONFIRMED,Wideband signal detected,freq=1894898656.8986568,bw=9.658203125,hits=10
2026-04-24T17:44:18.303693,VIDEO_REJECTED,autocorr rejected video,freq=1894898656.8986568,score=0.0
2026-04-24T17:44:18.313898,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1920000000
2026-04-24T17:44:18.343785,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1940000000
2026-04-24T17:44:18.375242,PLATEAU_CONFIRMED,Wideband signal detected,freq=1962000000.0,bw=6.875,hits=6
2026-04-24T17:44:18.399720,VIDEO_REJECTED,autocorr rejected video,freq=1962000000.0,score=0.0
2026-04-24T17:44:18.410135,PLATEAU_CONFIRMED,Wideband signal detected,freq=1981338217.3382173,bw=5.3125,hits=8
2026-04-24T17:44:18.429199,VIDEO_REJECTED,autocorr rejected video,freq=1981338217.3382173,score=0.0
2026-04-24T17:44:18.471138,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2020000000
2026-04-24T17:44:18.502052,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2040000000
2026-04-24T17:44:18.570702,PLATEAU_CONFIRMED,Wideband signal detected,freq=2055709401.7094016,bw=8.3984375,hits=8
2026-04-24T17:44:18.593371,VIDEO_REJECTED,autocorr rejected video,freq=2055709401.7094016,score=0.0
2026-04-24T17:44:18.627179,PLATEAU_CONFIRMED,Wideband signal detected,freq=2074512820.5128205,bw=5.4345703125,hits=9
2026-04-24T17:44:18.675974,VIDEO_REJECTED,autocorr rejected video,freq=2074512820.5128205,score=0.0
2026-04-24T17:44:18.736106,PLATEAU_CONFIRMED,Wideband signal detected,freq=2093006105.006105,bw=6.0107421875,hits=10
