2026-04-24T17:19:11.159273,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:19:11.197269,PLATEAU_CONFIRMED,Wideband signal detected,freq=101829059.82905984,bw=9.970703125,hits=6
2026-04-24T17:19:11.222477,VIDEO_REJECTED,cyclo rejected video,freq=101829059.82905984,score=0
2026-04-24T17:19:11.231393,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=120000000
2026-04-24T17:19:11.320236,PLATEAU_CONFIRMED,Wideband signal detected,freq=173941391.94139194,bw=5.9912109375,hits=3
2026-04-24T17:19:11.353667,PLATEAU_CONFIRMED,Wideband signal detected,freq=205755799.75579977,bw=5.498046875,hits=4
2026-04-24T17:19:11.354462,VIDEO_REJECTED,cyclo rejected video,freq=173941391.94139194,score=0
2026-04-24T17:19:11.388713,VIDEO_REJECTED,cyclo rejected video,freq=205755799.75579977,score=0
2026-04-24T17:19:11.392793,PLATEAU_CONFIRMED,Wideband signal detected,freq=226405372.4053724,bw=4.23828125,hits=5
2026-04-24T17:19:11.419987,VIDEO_REJECTED,cyclo rejected video,freq=226405372.4053724,score=0
2026-04-24T17:19:11.454504,PLATEAU_CONFIRMED,Wideband signal detected,freq=266297924.2979243,bw=4.345703125,hits=3
2026-04-24T17:19:11.502977,PLATEAU_CONFIRMED,Wideband signal detected,freq=285658119.6581197,bw=6.640625,hits=7
2026-04-24T17:19:11.503652,VIDEO_REJECTED,cyclo rejected video,freq=266297924.2979243,score=0
2026-04-24T17:19:11.531046,VIDEO_REJECTED,cyclo rejected video,freq=285658119.6581197,score=0
2026-04-24T17:19:11.570155,PLATEAU_CONFIRMED,Wideband signal detected,freq=314620268.62026864,bw=8.212890625,hits=6
2026-04-24T17:19:11.618354,PLATEAU_CONFIRMED,Wideband signal detected,freq=334476190.47619045,bw=6.3427734375,hits=6
2026-04-24T17:19:11.618909,VIDEO_REJECTED,cyclo rejected video,freq=314620268.62026864,score=1
