2026-04-24T17:16:20.108156,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:16:20.152852,PLATEAU_CONFIRMED,Wideband signal detected,freq=104935286.93528694,bw=7.421875,hits=8
2026-04-24T17:16:20.179636,VIDEO_REJECTED,cyclo rejected video,freq=104935286.93528694,score=0
2026-04-24T17:16:20.186782,PLATEAU_CONFIRMED,Wideband signal detected,freq=124070818.07081807,bw=3.3935546875,hits=3
2026-04-24T17:16:20.220231,PLATEAU_CONFIRMED,Wideband signal detected,freq=145203907.2039072,bw=9.697265625,hits=6
2026-04-24T17:16:20.223590,VIDEO_REJECTED,cyclo rejected video,freq=124070818.07081807,score=0
2026-04-24T17:16:20.249522,VIDEO_REJECTED,cyclo rejected video,freq=145203907.2039072,score=0
2026-04-24T17:16:20.253416,PLATEAU_CONFIRMED,Wideband signal detected,freq=160837606.83760685,bw=6.03515625,hits=6
2026-04-24T17:16:20.277802,VIDEO_REJECTED,cyclo rejected video,freq=160837606.83760685,score=0
2026-04-24T17:16:20.286472,PLATEAU_CONFIRMED,Wideband signal detected,freq=175826617.82661784,bw=5.107421875,hits=3
2026-04-24T17:16:20.309725,VIDEO_REJECTED,cyclo rejected video,freq=175826617.82661784,score=0
2026-04-24T17:16:20.327397,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=200000000
2026-04-24T17:16:20.427693,PLATEAU_CONFIRMED,Wideband signal detected,freq=245941391.94139194,bw=7.7685546875,hits=6
2026-04-24T17:16:20.461443,VIDEO_REJECTED,cyclo rejected video,freq=245941391.94139194,score=0
2026-04-24T17:16:20.470499,PLATEAU_CONFIRMED,Wideband signal detected,freq=265523809.52380952,bw=6.0986328125,hits=8
2026-04-24T17:16:20.496900,VIDEO_REJECTED,cyclo rejected video,freq=265523809.52380952,score=0
2026-04-24T17:16:20.556858,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=320000000
2026-04-24T17:16:20.588596,PLATEAU_CONFIRMED,Wideband signal detected,freq=334410256.4102564,bw=4.2822265625,hits=3
2026-04-24T17:16:20.619806,VIDEO_REJECTED,cyclo rejected video,freq=334410256.4102564,score=0
2026-04-24T17:16:20.646589,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=380000000
2026-04-24T17:16:20.723293,PLATEAU_CONFIRMED,Wideband signal detected,freq=420466422.46642244,bw=3.4619140625,hits=3
