2026-04-24T17:17:29.352275,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:17:29.387346,PLATEAU_CONFIRMED,Wideband signal detected,freq=103123321.12332112,bw=6.689453125,hits=10
2026-04-24T17:17:29.411392,VIDEO_REJECTED,cyclo rejected video,freq=103123321.12332112,score=0
2026-04-24T17:17:29.422369,PLATEAU_CONFIRMED,Wideband signal detected,freq=122158730.15873016,bw=4.9365234375,hits=6
2026-04-24T17:17:29.460354,VIDEO_REJECTED,cyclo rejected video,freq=122158730.15873016,score=0
2026-04-24T17:17:29.481480,PLATEAU_CONFIRMED,Wideband signal detected,freq=145643467.64346763,bw=7.5,hits=7
2026-04-24T17:17:29.517352,VIDEO_REJECTED,cyclo rejected video,freq=145643467.64346763,score=0
2026-04-24T17:17:29.533040,PLATEAU_CONFIRMED,Wideband signal detected,freq=156266178.26617828,bw=7.353515625,hits=5
2026-04-24T17:17:29.560375,VIDEO_REJECTED,cyclo rejected video,freq=156266178.26617828,score=0
2026-04-24T17:17:29.579469,PLATEAU_CONFIRMED,Wideband signal detected,freq=174835164.83516484,bw=6.11328125,hits=10
2026-04-24T17:17:29.607523,VIDEO_REJECTED,cyclo rejected video,freq=174835164.83516484,score=0
2026-04-24T17:17:29.621719,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=200000000
2026-04-24T17:17:29.719857,PLATEAU_CONFIRMED,Wideband signal detected,freq=264461538.46153846,bw=7.7685546875,hits=7
2026-04-24T17:17:29.755063,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=280000000
2026-04-24T17:17:29.755533,VIDEO_REJECTED,cyclo rejected video,freq=264461538.46153846,score=0
2026-04-24T17:17:29.838652,PLATEAU_CONFIRMED,Wideband signal detected,freq=293794871.7948718,bw=5.9619140625,hits=7
2026-04-24T17:17:29.863714,VIDEO_REJECTED,cyclo rejected video,freq=293794871.7948718,score=0
2026-04-24T17:17:29.954172,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=380000000
2026-04-24T17:17:30.014868,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=420000000
2026-04-24T17:17:30.421314,PLATEAU_CONFIRMED,Wideband signal detected,freq=482000000.0,bw=7.8076171875,hits=8
2026-04-24T17:17:30.621433,PLATEAU_CONFIRMED,Wideband signal detected,freq=502000000.0,bw=7.79296875,hits=10
2026-04-24T17:17:30.622376,VIDEO_REJECTED,cyclo rejected video,freq=482000000.0,score=0
2026-04-24T17:17:30.830799,PLATEAU_CONFIRMED,Wideband signal detected,freq=528039072.03907204,bw=3.92578125,hits=8
2026-04-24T17:17:30.832158,VIDEO_REJECTED,cyclo rejected video,freq=502000000.0,score=0
2026-04-24T17:17:31.160704,PLATEAU_CONFIRMED,Wideband signal detected,freq=548007326.007326,bw=3.9013671875,hits=10
2026-04-24T17:17:31.161276,VIDEO_REJECTED,cyclo rejected video,freq=528039072.03907204,score=0
2026-04-24T17:17:31.345898,PLATEAU_CONFIRMED,Wideband signal detected,freq=568046398.046398,bw=3.90625,hits=10
2026-04-24T17:17:31.346152,VIDEO_REJECTED,cyclo rejected video,freq=548007326.007326,score=0
2026-04-24T17:17:31.460808,VIDEO_REJECTED,cyclo rejected video,freq=568046398.046398,score=0
2026-04-24T17:17:31.477886,PLATEAU_CONFIRMED,Wideband signal detected,freq=587973137.973138,bw=3.9111328125,hits=10
2026-04-24T17:17:31.546366,VIDEO_REJECTED,cyclo rejected video,freq=587973137.973138,score=0
2026-04-24T17:17:31.569302,PLATEAU_CONFIRMED,Wideband signal detected,freq=597184371.1843712,bw=6.9189453125,hits=10
2026-04-24T17:17:31.841880,VIDEO_REJECTED,cyclo rejected video,freq=597184371.1843712,score=0
2026-04-24T17:17:31.967963,PLATEAU_CONFIRMED,Wideband signal detected,freq=626000000.0,bw=7.79296875,hits=10
2026-04-24T17:17:31.990076,VIDEO_REJECTED,cyclo rejected video,freq=626000000.0,score=0
2026-04-24T17:17:32.110506,PLATEAU_CONFIRMED,Wideband signal detected,freq=646009768.009768,bw=7.79296875,hits=10
2026-04-24T17:17:32.148858,PLATEAU_CONFIRMED,Wideband signal detected,freq=667272283.2722833,bw=5.029296875,hits=4
2026-04-24T17:17:32.149106,VIDEO_REJECTED,cyclo rejected video,freq=646009768.009768,score=0
2026-04-24T17:17:32.182473,VIDEO_REJECTED,cyclo rejected video,freq=667272283.2722833,score=0
2026-04-24T17:17:32.188371,PLATEAU_CONFIRMED,Wideband signal detected,freq=686273504.2735043,bw=4.970703125,hits=7
2026-04-24T17:17:32.215468,VIDEO_REJECTED,cyclo rejected video,freq=686273504.2735043,score=0
2026-04-24T17:17:32.248244,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=720000000
2026-04-24T17:17:32.331041,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=780000000
2026-04-24T17:17:32.731747,PLATEAU_CONFIRMED,Wideband signal detected,freq=953965811.965812,bw=9.638671875,hits=9
2026-04-24T17:17:32.783098,VIDEO_REJECTED,cyclo rejected video,freq=953965811.965812,score=0
2026-04-24T17:17:32.786862,PLATEAU_CONFIRMED,Wideband signal detected,freq=973638583.6385837,bw=6.6552734375,hits=9
2026-04-24T17:17:32.813196,VIDEO_REJECTED,cyclo rejected video,freq=973638583.6385837,score=0
2026-04-24T17:17:33.807955,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1720000000
2026-04-24T17:17:34.107892,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807807081.8070817,bw=4.39453125,hits=9
2026-04-24T17:17:34.396338,VIDEO_REJECTED,cyclo rejected video,freq=1807807081.8070817,score=1
2026-04-24T17:17:34.475420,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827868131.8681316,bw=4.4677734375,hits=10
2026-04-24T17:17:34.485230,VIDEO_REJECTED,cyclo rejected video,freq=1827868131.8681316,score=0
2026-04-24T17:17:34.570708,PLATEAU_CONFIRMED,Wideband signal detected,freq=1847997557.997558,bw=6.162109375,hits=9
2026-04-24T17:17:34.612190,VIDEO_REJECTED,cyclo rejected video,freq=1847997557.997558,score=0
2026-04-24T17:17:34.619474,PLATEAU_CONFIRMED,Wideband signal detected,freq=1861338217.3382173,bw=7.7880859375,hits=4
2026-04-24T17:17:34.747156,PLATEAU_CONFIRMED,Wideband signal detected,freq=1874884004.8840048,bw=9.7607421875,hits=9
2026-04-24T17:17:34.747889,VIDEO_REJECTED,cyclo rejected video,freq=1861338217.3382173,score=0
2026-04-24T17:17:34.811175,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895601953.6019535,bw=8.26171875,hits=10
2026-04-24T17:17:34.811345,VIDEO_REJECTED,cyclo rejected video,freq=1874884004.8840048,score=1
2026-04-24T17:17:34.835885,VIDEO_REJECTED,cyclo rejected video,freq=1895601953.6019535,score=0
2026-04-24T17:17:35.067103,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2080000000
2026-04-24T17:17:35.141279,PLATEAU_CONFIRMED,Wideband signal detected,freq=2124275946.2759464,bw=4.7265625,hits=4
2026-04-24T17:17:35.393669,VIDEO_REJECTED,cyclo rejected video,freq=2124275946.2759464,score=0
2026-04-24T17:17:35.507983,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144896214.896215,bw=9.1357421875,hits=9
2026-04-24T17:17:35.537546,VIDEO_REJECTED,cyclo rejected video,freq=2144896214.896215,score=0
2026-04-24T17:17:35.616297,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164876678.876679,bw=9.0234375,hits=9
2026-04-24T17:17:35.685698,VIDEO_REJECTED,cyclo rejected video,freq=2164876678.876679,score=1
2026-04-24T17:17:35.703660,PLATEAU_CONFIRMED,Wideband signal detected,freq=2187001221.001221,bw=4.736328125,hits=6
2026-04-24T17:17:35.746748,VIDEO_REJECTED,cyclo rejected video,freq=2187001221.001221,score=0
2026-04-24T17:17:35.753826,PLATEAU_CONFIRMED,Wideband signal detected,freq=2207308913.308913,bw=3.623046875,hits=4
2026-04-24T17:17:35.776027,VIDEO_REJECTED,cyclo rejected video,freq=2207308913.308913,score=0
2026-04-24T17:17:35.989809,PLATEAU_CONFIRMED,Wideband signal detected,freq=2358385836.3858366,bw=6.9482421875,hits=8
2026-04-24T17:17:36.020203,VIDEO_REJECTED,cyclo rejected video,freq=2358385836.3858366,score=0
2026-04-24T17:17:36.031883,PLATEAU_CONFIRMED,Wideband signal detected,freq=2378439560.4395604,bw=7.119140625,hits=8
2026-04-24T17:17:36.213809,VIDEO_REJECTED,cyclo rejected video,freq=2378439560.4395604,score=0
2026-04-24T17:17:36.367328,PLATEAU_CONFIRMED,Wideband signal detected,freq=2392012210.01221,bw=4.04296875,hits=9
2026-04-24T17:17:36.492378,PLATEAU_CONFIRMED,Wideband signal detected,freq=2412075702.075702,bw=5.6494140625,hits=10
2026-04-24T17:17:36.496859,VIDEO_REJECTED,cyclo rejected video,freq=2392012210.01221,score=0
2026-04-24T17:17:36.522676,VIDEO_REJECTED,cyclo rejected video,freq=2412075702.075702,score=0
2026-04-24T17:17:36.526272,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2440000000
2026-04-24T17:17:36.554592,PLATEAU_CONFIRMED,Wideband signal detected,freq=2453106227.106227,bw=4.2724609375,hits=3
2026-04-24T17:17:36.578353,VIDEO_REJECTED,cyclo rejected video,freq=2453106227.106227,score=0
2026-04-24T17:17:36.731675,PLATEAU_CONFIRMED,Wideband signal detected,freq=2586522588.5225887,bw=4.7412109375,hits=3
2026-04-24T17:17:36.762011,VIDEO_REJECTED,cyclo rejected video,freq=2586522588.5225887,score=0
2026-04-24T17:17:36.765504,PLATEAU_CONFIRMED,Wideband signal detected,freq=2598703296.7032967,bw=3.818359375,hits=4
2026-04-24T17:17:36.906418,VIDEO_REJECTED,cyclo rejected video,freq=2598703296.7032967,score=0
2026-04-24T17:17:36.935182,PLATEAU_CONFIRMED,Wideband signal detected,freq=2612998778.998779,bw=5.0927734375,hits=9
2026-04-24T17:17:36.991457,VIDEO_REJECTED,cyclo rejected video,freq=2612998778.998779,score=0
2026-04-24T17:17:37.002831,PLATEAU_CONFIRMED,Wideband signal detected,freq=2636564102.5641026,bw=6.40625,hits=4
2026-04-24T17:17:37.199410,VIDEO_REJECTED,cyclo rejected video,freq=2636564102.5641026,score=0
2026-04-24T17:17:37.199475,PLATEAU_CONFIRMED,Wideband signal detected,freq=2652144078.1440783,bw=5.947265625,hits=8
2026-04-24T17:17:37.232804,VIDEO_REJECTED,cyclo rejected video,freq=2652144078.1440783,score=0
2026-04-24T17:17:37.238487,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672466422.4664226,bw=3.61328125,hits=5
2026-04-24T17:17:37.259265,VIDEO_REJECTED,cyclo rejected video,freq=2672466422.4664226,score=0
2026-04-24T17:17:37.452632,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2840000000
2026-04-24T17:17:37.969792,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3220000000
2026-04-24T17:17:38.160080,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3360000000
2026-04-24T17:17:38.192469,PLATEAU_CONFIRMED,Wideband signal detected,freq=3379641025.6410255,bw=5.2587890625,hits=3
2026-04-24T17:17:38.218097,VIDEO_REJECTED,cyclo rejected video,freq=3379641025.6410255,score=0
2026-04-24T17:17:38.226561,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3400000000
2026-04-24T17:17:38.346207,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426957264.957265,bw=5.107421875,hits=5
2026-04-24T17:17:38.488151,VIDEO_REJECTED,cyclo rejected video,freq=3426957264.957265,score=0
2026-04-24T17:17:38.506653,PLATEAU_CONFIRMED,Wideband signal detected,freq=3447396825.3968253,bw=5.751953125,hits=10
2026-04-24T17:17:38.604738,VIDEO_CONFIRMED,cyclo confirmed video,freq=3447396825.3968253,score=9
2026-04-24T17:17:38.676558,PLATEAU_CONFIRMED,Wideband signal detected,freq=3467677655.6776557,bw=4.6630859375,hits=10
2026-04-24T17:17:38.709574,VIDEO_CONFIRMED,cyclo confirmed video,freq=3467677655.6776557,score=9
2026-04-24T17:17:38.867035,PLATEAU_CONFIRMED,Wideband signal detected,freq=3494986568.986569,bw=9.404296875,hits=9
2026-04-24T17:17:38.899461,VIDEO_REJECTED,cyclo rejected video,freq=3494986568.986569,score=0
2026-04-24T17:17:38.903638,PLATEAU_CONFIRMED,Wideband signal detected,freq=3514019536.019536,bw=3.37890625,hits=3
2026-04-24T17:17:38.930497,VIDEO_REJECTED,cyclo rejected video,freq=3514019536.019536,score=0
2026-04-24T17:17:38.936673,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3540000000
2026-04-24T17:17:38.968002,PLATEAU_CONFIRMED,Wideband signal detected,freq=3566495726.4957266,bw=3.1396484375,hits=6
2026-04-24T17:17:38.993873,VIDEO_REJECTED,cyclo rejected video,freq=3566495726.4957266,score=0
2026-04-24T17:17:39.004080,PLATEAU_CONFIRMED,Wideband signal detected,freq=3581076923.076923,bw=6.6796875,hits=9
2026-04-24T17:17:39.036499,VIDEO_REJECTED,cyclo rejected video,freq=3581076923.076923,score=0
2026-04-24T17:17:39.064445,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3620000000
2026-04-24T17:17:39.263419,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3760000000
2026-04-24T17:17:39.293186,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3780000000
2026-04-24T17:17:39.382237,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3840000000
2026-04-24T17:17:39.556053,PLATEAU_CONFIRMED,Wideband signal detected,freq=3937225885.2258854,bw=9.4775390625,hits=6
2026-04-24T17:17:39.584132,VIDEO_REJECTED,cyclo rejected video,freq=3937225885.2258854,score=0
2026-04-24T17:17:39.887066,PLATEAU_CONFIRMED,Wideband signal detected,freq=4157509157.509157,bw=9.0283203125,hits=8
2026-04-24T17:17:39.919981,VIDEO_REJECTED,cyclo rejected video,freq=4157509157.509157,score=0
2026-04-24T17:17:39.925991,PLATEAU_CONFIRMED,Wideband signal detected,freq=4175177045.1770453,bw=3.0908203125,hits=4
2026-04-24T17:17:39.947992,VIDEO_REJECTED,cyclo rejected video,freq=4175177045.1770453,score=0
2026-04-24T17:17:40.419518,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4540000000
2026-04-24T17:17:41.011324,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4980000000
2026-04-24T17:17:41.073671,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=5020000000
2026-04-24T17:17:41.103613,PLATEAU_CONFIRMED,Wideband signal detected,freq=5038688644.688644,bw=3.0615234375,hits=4
2026-04-24T17:17:41.130505,VIDEO_REJECTED,cyclo rejected video,freq=5038688644.688644,score=0
2026-04-24T17:17:41.214918,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=5120000000
