2026-04-24T17:38:45.455755,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:38:45.501504,PLATEAU_CONFIRMED,Wideband signal detected,freq=103982905.98290598,bw=6.689453125,hits=9
2026-04-24T17:38:45.521532,VIDEO_REJECTED,autocorr rejected video,freq=103982905.98290598,score=0.0
2026-04-24T17:38:45.541097,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=120000000
2026-04-24T17:38:45.572959,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=140000000
2026-04-24T17:38:45.606230,PLATEAU_CONFIRMED,Wideband signal detected,freq=160654456.65445665,bw=5.0537109375,hits=4
2026-04-24T17:38:45.629471,VIDEO_REJECTED,autocorr rejected video,freq=160654456.65445665,score=0.0
2026-04-24T17:38:45.642420,PLATEAU_CONFIRMED,Wideband signal detected,freq=175418803.41880342,bw=4.19921875,hits=4
2026-04-24T17:38:45.668396,VIDEO_REJECTED,autocorr rejected video,freq=175418803.41880342,score=0.0
2026-04-24T17:38:45.680798,PLATEAU_CONFIRMED,Wideband signal detected,freq=204891330.8913309,bw=5.37109375,hits=3
2026-04-24T17:38:45.713971,VIDEO_REJECTED,autocorr rejected video,freq=204891330.8913309,score=0.0
2026-04-24T17:38:45.726139,PLATEAU_CONFIRMED,Wideband signal detected,freq=225072039.07203907,bw=4.9169921875,hits=6
2026-04-24T17:38:45.749736,VIDEO_REJECTED,autocorr rejected video,freq=225072039.07203907,score=0.0
2026-04-24T17:38:45.793625,PLATEAU_CONFIRMED,Wideband signal detected,freq=265995115.995116,bw=4.9609375,hits=5
2026-04-24T17:38:45.818725,VIDEO_REJECTED,autocorr rejected video,freq=265995115.995116,score=0.0
2026-04-24T17:38:45.840584,PLATEAU_CONFIRMED,Wideband signal detected,freq=285826617.82661784,bw=6.650390625,hits=8
2026-04-24T17:38:45.864199,VIDEO_REJECTED,autocorr rejected video,freq=285826617.82661784,score=0.0
2026-04-24T17:38:45.918271,PLATEAU_CONFIRMED,Wideband signal detected,freq=314129426.1294261,bw=5.4443359375,hits=6
2026-04-24T17:38:45.946195,VIDEO_REJECTED,autocorr rejected video,freq=314129426.1294261,score=0.0
2026-04-24T17:38:45.970529,PLATEAU_CONFIRMED,Wideband signal detected,freq=332764346.7643468,bw=7.7783203125,hits=7
2026-04-24T17:38:45.990515,VIDEO_REJECTED,autocorr rejected video,freq=332764346.7643468,score=0.0
2026-04-24T17:38:46.011006,PLATEAU_CONFIRMED,Wideband signal detected,freq=361770451.7704518,bw=3.876953125,hits=4
2026-04-24T17:38:46.034474,VIDEO_REJECTED,autocorr rejected video,freq=361770451.7704518,score=0.0
2026-04-24T17:38:46.333480,PLATEAU_CONFIRMED,Wideband signal detected,freq=422380952.38095236,bw=5.5908203125,hits=8
2026-04-24T17:38:46.398895,VIDEO_REJECTED,autocorr rejected video,freq=422380952.38095236,score=0.0
2026-04-24T17:38:46.411449,PLATEAU_CONFIRMED,Wideband signal detected,freq=442363858.36385834,bw=4.55078125,hits=8
2026-04-24T17:38:46.431573,VIDEO_REJECTED,autocorr rejected video,freq=442363858.36385834,score=0.0
2026-04-24T17:38:46.646045,PLATEAU_CONFIRMED,Wideband signal detected,freq=482000000.0,bw=7.8271484375,hits=8
2026-04-24T17:38:46.726510,VIDEO_REJECTED,autocorr rejected video,freq=482000000.0,score=0.0
2026-04-24T17:38:46.763833,PLATEAU_CONFIRMED,Wideband signal detected,freq=501973137.973138,bw=7.8125,hits=10
2026-04-24T17:38:46.813864,VIDEO_REJECTED,autocorr rejected video,freq=501973137.973138,score=0.0
2026-04-24T17:38:46.874457,PLATEAU_CONFIRMED,Wideband signal detected,freq=528090354.0903541,bw=3.8916015625,hits=6
2026-04-24T17:38:46.968469,VIDEO_REJECTED,autocorr rejected video,freq=528090354.0903541,score=0.0
2026-04-24T17:38:47.130683,PLATEAU_CONFIRMED,Wideband signal detected,freq=531948717.94871795,bw=3.90625,hits=10
2026-04-24T17:38:47.153089,VIDEO_REJECTED,autocorr rejected video,freq=531948717.94871795,score=0.0
2026-04-24T17:38:47.358943,PLATEAU_CONFIRMED,Wideband signal detected,freq=551948717.948718,bw=3.90625,hits=10
2026-04-24T17:38:47.420610,VIDEO_REJECTED,autocorr rejected video,freq=551948717.948718,score=0.0
2026-04-24T17:38:47.462534,PLATEAU_CONFIRMED,Wideband signal detected,freq=587709401.7094017,bw=3.5888671875,hits=10
2026-04-24T17:38:47.503640,VIDEO_REJECTED,autocorr rejected video,freq=587709401.7094017,score=0.0
2026-04-24T17:38:47.636296,PLATEAU_CONFIRMED,Wideband signal detected,freq=601968253.968254,bw=7.6318359375,hits=6
2026-04-24T17:38:47.698831,VIDEO_REJECTED,autocorr rejected video,freq=601968253.968254,score=0.0
2026-04-24T17:38:47.784335,PLATEAU_CONFIRMED,Wideband signal detected,freq=626029304.029304,bw=7.783203125,hits=10
2026-04-24T17:38:47.842580,VIDEO_REJECTED,autocorr rejected video,freq=626029304.029304,score=0.0
2026-04-24T17:38:47.867096,PLATEAU_CONFIRMED,Wideband signal detected,freq=646583638.5836385,bw=6.6845703125,hits=10
2026-04-24T17:38:47.887293,VIDEO_REJECTED,autocorr rejected video,freq=646583638.5836385,score=0.0
2026-04-24T17:38:47.908058,PLATEAU_CONFIRMED,Wideband signal detected,freq=663714285.7142857,bw=9.287109375,hits=6
2026-04-24T17:38:47.932548,VIDEO_REJECTED,autocorr rejected video,freq=663714285.7142857,score=0.0
2026-04-24T17:38:47.946153,PLATEAU_CONFIRMED,Wideband signal detected,freq=684945054.945055,bw=8.017578125,hits=6
2026-04-24T17:38:47.963781,VIDEO_REJECTED,autocorr rejected video,freq=684945054.945055,score=0.0
2026-04-24T17:38:48.012390,PLATEAU_CONFIRMED,Wideband signal detected,freq=726219780.2197802,bw=5.1806640625,hits=4
2026-04-24T17:38:48.033454,VIDEO_REJECTED,autocorr rejected video,freq=726219780.2197802,score=0.0
2026-04-24T17:38:48.048444,PLATEAU_CONFIRMED,Wideband signal detected,freq=745423687.4236875,bw=3.6962890625,hits=5
