2026-04-24T17:14:33.388774,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:14:33.429820,PLATEAU_CONFIRMED,Wideband signal detected,freq=102019536.01953602,bw=4.3603515625,hits=5
2026-04-24T17:14:33.453081,VIDEO_REJECTED,cyclo rejected video,freq=102019536.01953602,score=0
2026-04-24T17:14:33.510981,PLATEAU_CONFIRMED,Wideband signal detected,freq=144935286.93528694,bw=4.9267578125,hits=3
2026-04-24T17:14:33.539957,VIDEO_REJECTED,cyclo rejected video,freq=144935286.93528694,score=0
2026-04-24T17:14:33.543826,PLATEAU_CONFIRMED,Wideband signal detected,freq=156603174.6031746,bw=5.126953125,hits=5
2026-04-24T17:14:33.568711,VIDEO_REJECTED,cyclo rejected video,freq=156603174.6031746,score=0
2026-04-24T17:14:33.641961,PLATEAU_CONFIRMED,Wideband signal detected,freq=227025641.02564102,bw=4.12109375,hits=5
2026-04-24T17:14:33.703814,PLATEAU_CONFIRMED,Wideband signal detected,freq=246517704.51770452,bw=6.46484375,hits=7
2026-04-24T17:14:33.703890,VIDEO_REJECTED,cyclo rejected video,freq=227025641.02564102,score=0
2026-04-24T17:14:33.733584,VIDEO_REJECTED,cyclo rejected video,freq=246517704.51770452,score=1
2026-04-24T17:14:33.737007,PLATEAU_CONFIRMED,Wideband signal detected,freq=266654456.65445665,bw=5.29296875,hits=5
2026-04-24T17:14:33.762719,VIDEO_REJECTED,cyclo rejected video,freq=266654456.65445665,score=1
2026-04-24T17:14:33.799620,PLATEAU_CONFIRMED,Wideband signal detected,freq=294454212.4542124,bw=5.8642578125,hits=5
2026-04-24T17:14:33.831876,VIDEO_REJECTED,cyclo rejected video,freq=294454212.4542124,score=0
2026-04-24T17:14:33.837964,PLATEAU_CONFIRMED,Wideband signal detected,freq=313702075.7020757,bw=5.478515625,hits=6
2026-04-24T17:14:33.865317,VIDEO_REJECTED,cyclo rejected video,freq=313702075.7020757,score=0
2026-04-24T17:14:33.952186,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=400000000
2026-04-24T17:14:34.184156,PLATEAU_CONFIRMED,Wideband signal detected,freq=563670329.6703297,bw=8.14453125,hits=3
2026-04-24T17:14:34.213370,VIDEO_REJECTED,cyclo rejected video,freq=563670329.6703297,score=0
2026-04-24T17:14:34.217205,PLATEAU_CONFIRMED,Wideband signal detected,freq=583904761.9047619,bw=7.236328125,hits=5
2026-04-24T17:14:34.245316,VIDEO_REJECTED,cyclo rejected video,freq=583904761.9047619,score=0
