2026-04-24T17:15:25.298087,104998778.999,7.842,8
2026-04-24T17:15:25.344616,125672771.673,7.378,7
2026-04-24T17:15:25.375755,137120879.121,4.951,3
2026-04-24T17:15:25.544278,246661782.662,6.675,6
2026-04-24T17:15:25.641913,294297924.298,5.044,3
2026-04-24T17:15:25.683959,313448107.448,4.917,6
2026-04-24T17:15:25.801425,393853479.853,7.476,4
2026-04-24T17:15:26.061241,565321123.321,5.615,3
2026-04-24T17:15:26.096953,585330891.331,3.120,7
2026-04-24T17:15:26.133437,602463980.464,7.856,9
2026-04-24T17:15:26.169162,617665445.665,9.702,4
2026-04-24T17:15:26.274187,685887667.888,3.672,7
2026-04-24T17:15:26.394517,763201465.201,3.120,3
2026-04-24T17:15:26.675316,939973137.973,5.503,4
2026-04-24T17:15:27.023805,1182385836.386,5.283,5
2026-04-24T17:15:27.152108,1266547008.547,3.730,7
2026-04-24T17:15:27.187656,1284481074.481,5.586,3
2026-04-24T17:15:27.321428,1356962148.962,9.009,10
2026-04-24T17:15:27.362321,1375308913.309,7.729,5
2026-04-24T17:15:27.406414,1393562881.563,6.440,4
2026-04-24T17:15:27.446487,1412315018.315,3.110,3
2026-04-24T17:15:28.328270,1807782661.783,4.482,8
2026-04-24T17:15:28.552792,1827846153.846,5.967,10
2026-04-24T17:15:28.793565,1847831501.832,6.587,9
2026-04-24T17:15:28.871338,1861626373.626,9.028,8
2026-04-24T17:15:28.928380,1875372405.372,8.403,10
2026-04-24T17:15:28.967032,1895396825.397,6.738,7
2026-04-24T17:15:29.275859,2113916971.917,6.011,5
2026-04-24T17:15:29.354806,2144300366.300,9.937,7
2026-04-24T17:15:29.408810,2163592185.592,8.696,8
2026-04-24T17:15:29.600522,2186266178.266,5.605,10
2026-04-24T17:15:29.719130,2207025641.026,4.624,9
2026-04-24T17:15:30.016418,2408300366.300,4.614,4
2026-04-24T17:15:30.401372,2645106227.106,8.921,6
2026-04-24T17:15:30.454431,2662312576.313,8.223,7
2026-04-24T17:15:30.507006,2672358974.359,4.287,7
2026-04-24T17:15:31.508849,3439035409.035,4.365,4
2026-04-24T17:15:31.579326,3472246642.247,4.155,5
2026-04-24T17:15:32.316044,3933614163.614,6.143,7
2026-04-24T17:15:32.626481,4157496947.497,9.004,3
2026-04-24T17:15:33.713761,4985863247.863,4.048,4
2026-04-24T17:15:33.754145,5003067155.067,7.061,4
2026-04-24T17:15:33.853447,5021316239.316,8.906,9
2026-04-24T17:15:33.944686,5037091575.092,8.857,8
2026-04-24T17:15:33.984508,5055216117.216,8.184,9
2026-04-24T17:15:35.027790,5839328449.328,5.708,8
2026-04-24T17:15:35.070686,5859230769.231,3.208,10
