2026-04-24T17:28:28.929109,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:28:33.730705,VIDEO_REJECTED,autocorr rejected video,freq=1717460317.4603176,score=0.0
2026-04-24T17:28:33.775377,PLATEAU_CONFIRMED,Wideband signal detected,freq=1739914529.9145298,bw=4.4287109375,hits=7
2026-04-24T17:28:33.794816,VIDEO_REJECTED,autocorr rejected video,freq=1739914529.9145298,score=0.0
2026-04-24T17:28:33.815156,PLATEAU_CONFIRMED,Wideband signal detected,freq=1766522588.5225885,bw=3.583984375,hits=3
2026-04-24T17:28:33.834475,VIDEO_REJECTED,autocorr rejected video,freq=1766522588.5225885,score=0.0
2026-04-24T17:28:33.851457,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1780000000
2026-04-24T17:28:34.063116,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807765567.7655678,bw=7.1435546875,hits=8
2026-04-24T17:28:34.103557,VIDEO_REJECTED,autocorr rejected video,freq=1807765567.7655678,score=0.0
2026-04-24T17:28:34.404527,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827848595.8485956,bw=4.35546875,hits=10
2026-04-24T17:28:34.420764,VIDEO_REJECTED,autocorr rejected video,freq=1827848595.8485956,score=0.0
2026-04-24T17:28:34.483134,PLATEAU_CONFIRMED,Wideband signal detected,freq=1847899877.8998778,bw=8.125,hits=9
2026-04-24T17:28:34.509073,VIDEO_REJECTED,autocorr rejected video,freq=1847899877.8998778,score=0.0
2026-04-24T17:28:34.538572,PLATEAU_CONFIRMED,Wideband signal detected,freq=1855533577.5335774,bw=9.1943359375,hits=9
2026-04-24T17:28:34.580025,VIDEO_REJECTED,autocorr rejected video,freq=1855533577.5335774,score=0.0
2026-04-24T17:28:34.637361,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875660561.6605616,bw=9.7509765625,hits=9
2026-04-24T17:28:34.679270,VIDEO_REJECTED,autocorr rejected video,freq=1875660561.6605616,score=0.0
2026-04-24T17:28:34.699133,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895616605.6166055,bw=8.271484375,hits=10
2026-04-24T17:28:34.719481,VIDEO_REJECTED,autocorr rejected video,freq=1895616605.6166055,score=0.0
2026-04-24T17:28:34.924541,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2060000000
2026-04-24T17:28:34.953365,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2080000000
2026-04-24T17:28:34.982475,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2100000000
2026-04-24T17:28:35.317367,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144989010.989011,bw=9.0771484375,hits=8
2026-04-24T17:28:35.431894,VIDEO_REJECTED,autocorr rejected video,freq=2144989010.989011,score=0.0
2026-04-24T17:28:35.475678,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164261294.2612944,bw=9.091796875,hits=10
2026-04-24T17:28:35.501138,VIDEO_REJECTED,autocorr rejected video,freq=2164261294.2612944,score=0.0
2026-04-24T17:28:35.595552,PLATEAU_CONFIRMED,Wideband signal detected,freq=2187050061.050061,bw=5.6298828125,hits=7
2026-04-24T17:28:35.655139,VIDEO_REJECTED,autocorr rejected video,freq=2187050061.050061,score=0.0
2026-04-24T17:28:35.666934,PLATEAU_CONFIRMED,Wideband signal detected,freq=2207240537.240537,bw=3.642578125,hits=7
2026-04-24T17:28:35.686668,VIDEO_REJECTED,autocorr rejected video,freq=2207240537.240537,score=0.0
2026-04-24T17:28:35.775060,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2280000000
2026-04-24T17:28:35.888794,PLATEAU_CONFIRMED,Wideband signal detected,freq=2358617826.6178265,bw=9.482421875,hits=6
2026-04-24T17:28:35.913793,VIDEO_REJECTED,autocorr rejected video,freq=2358617826.6178265,score=0.0
2026-04-24T17:28:35.933709,PLATEAU_CONFIRMED,Wideband signal detected,freq=2379455433.4554334,bw=5.4833984375,hits=7
2026-04-24T17:28:36.030702,VIDEO_REJECTED,autocorr rejected video,freq=2379455433.4554334,score=0.0
2026-04-24T17:28:36.201279,PLATEAU_CONFIRMED,Wideband signal detected,freq=2392021978.021978,bw=5.01953125,hits=7
2026-04-24T17:28:36.361277,VIDEO_REJECTED,autocorr rejected video,freq=2392021978.021978,score=0.0
2026-04-24T17:28:36.445564,PLATEAU_CONFIRMED,Wideband signal detected,freq=2412092796.0927963,bw=8.1982421875,hits=10
2026-04-24T17:28:36.500685,VIDEO_REJECTED,autocorr rejected video,freq=2412092796.0927963,score=0.0
2026-04-24T17:28:36.517497,PLATEAU_CONFIRMED,Wideband signal detected,freq=2446527472.5274725,bw=6.2158203125,hits=9
2026-04-24T17:28:36.538521,VIDEO_REJECTED,autocorr rejected video,freq=2446527472.5274725,score=0.0
2026-04-24T17:28:36.583554,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2480000000
2026-04-24T17:28:36.739381,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2600000000
2026-04-24T17:28:36.869932,PLATEAU_CONFIRMED,Wideband signal detected,freq=2612341880.3418803,bw=5.0390625,hits=6
2026-04-24T17:28:36.896169,VIDEO_REJECTED,autocorr rejected video,freq=2612341880.3418803,score=0.0
2026-04-24T17:28:36.912578,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2640000000
2026-04-24T17:28:37.117238,PLATEAU_CONFIRMED,Wideband signal detected,freq=2654424908.4249086,bw=8.544921875,hits=10
2026-04-24T17:28:37.138941,VIDEO_REJECTED,autocorr rejected video,freq=2654424908.4249086,score=0.0
2026-04-24T17:28:37.265114,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672236874.236874,bw=4.1650390625,hits=9
2026-04-24T17:28:37.282059,VIDEO_REJECTED,autocorr rejected video,freq=2672236874.236874,score=0.0
2026-04-24T17:28:37.699875,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3020000000
2026-04-24T17:28:37.755748,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3060000000
2026-04-24T17:28:37.824703,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3100000000
2026-04-24T17:28:37.851968,PLATEAU_CONFIRMED,Wideband signal detected,freq=3116207570.20757,bw=3.1982421875,hits=3
2026-04-24T17:28:37.887151,VIDEO_REJECTED,autocorr rejected video,freq=3116207570.20757,score=0.0
2026-04-24T17:28:38.198094,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3360000000
2026-04-24T17:28:38.232859,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3380000000
2026-04-24T17:37:39.281879,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426747252.7472525,bw=4.8291015625,hits=4
2026-04-24T17:37:39.379069,VIDEO_REJECTED,autocorr rejected video,freq=3426747252.7472525,score=0.0
2026-04-24T17:37:39.486062,PLATEAU_CONFIRMED,Wideband signal detected,freq=3447352869.3528695,bw=5.380859375,hits=9
2026-04-24T17:37:39.577665,VIDEO_CONFIRMED,autocorr confirmed video,freq=3447352869.3528695,score=0.9
2026-04-24T17:37:39.655198,PLATEAU_CONFIRMED,Wideband signal detected,freq=3467680097.6800976,bw=4.6435546875,hits=6
2026-04-24T17:37:39.709809,VIDEO_CONFIRMED,autocorr confirmed video,freq=3467680097.6800976,score=0.7
2026-04-24T17:37:39.743942,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3480000000
2026-04-24T17:37:39.910120,PLATEAU_CONFIRMED,Wideband signal detected,freq=3493768009.7680097,bw=6.0595703125,hits=8
2026-04-24T17:37:39.954641,VIDEO_REJECTED,autocorr rejected video,freq=3493768009.7680097,score=0.0
2026-04-24T17:37:39.975601,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3520000000
2026-04-24T17:37:40.089879,PLATEAU_CONFIRMED,Wideband signal detected,freq=3553572649.5726495,bw=4.8681640625,hits=4
2026-04-24T17:37:40.129236,VIDEO_REJECTED,autocorr rejected video,freq=3553572649.5726495,score=0.0
2026-04-24T17:37:40.149724,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3580000000
2026-04-24T17:37:40.240336,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3600000000
2026-04-24T17:37:40.298972,PLATEAU_CONFIRMED,Wideband signal detected,freq=3624686202.6862025,bw=5.4541015625,hits=5
2026-04-24T17:37:40.343622,VIDEO_REJECTED,autocorr rejected video,freq=3624686202.6862025,score=0.0
2026-04-24T17:37:40.370049,PLATEAU_CONFIRMED,Wideband signal detected,freq=3645516483.5164833,bw=3.9599609375,hits=6
2026-04-24T17:37:40.409394,VIDEO_REJECTED,autocorr rejected video,freq=3645516483.5164833,score=0.0
2026-04-24T17:37:40.431738,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3660000000
2026-04-24T17:37:40.532633,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3700000000
2026-04-24T17:37:40.586360,PLATEAU_CONFIRMED,Wideband signal detected,freq=3721013431.013431,bw=5.2294921875,hits=4
2026-04-24T17:37:40.626405,VIDEO_REJECTED,autocorr rejected video,freq=3721013431.013431,score=0.0
2026-04-24T17:37:40.655382,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3740000000
2026-04-24T17:37:40.757427,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3780000000
2026-04-24T17:37:40.806844,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3800000000
2026-04-24T17:37:40.877013,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3820000000
2026-04-24T17:37:40.960388,PLATEAU_CONFIRMED,Wideband signal detected,freq=3833448107.4481072,bw=4.609375,hits=7
2026-04-24T17:37:40.999454,VIDEO_REJECTED,autocorr rejected video,freq=3833448107.4481072,score=0.0
2026-04-24T17:37:41.022261,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3860000000
2026-04-24T17:37:41.236786,PLATEAU_CONFIRMED,Wideband signal detected,freq=3936207570.20757,bw=9.912109375,hits=6
2026-04-24T17:37:41.281139,VIDEO_REJECTED,autocorr rejected video,freq=3936207570.20757,score=0.0
2026-04-24T17:37:41.483899,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4040000000
2026-04-24T17:37:41.776238,PLATEAU_CONFIRMED,Wideband signal detected,freq=4157575091.5750914,bw=8.75,hits=3
2026-04-24T17:37:41.819625,VIDEO_REJECTED,autocorr rejected video,freq=4157575091.5750914,score=0.0
2026-04-24T17:37:41.839130,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4180000000
2026-04-24T17:37:43.972078,PLATEAU_CONFIRMED,Wideband signal detected,freq=5004026862.026862,bw=6.4599609375,hits=4
2026-04-24T17:37:44.017079,VIDEO_REJECTED,autocorr rejected video,freq=5004026862.026862,score=0.0
