2026-04-24T17:42:31.580992,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:42:31.615560,PLATEAU_CONFIRMED,Wideband signal detected,freq=103377289.37728938,bw=5.5615234375,hits=9
2026-04-24T17:42:31.635978,VIDEO_REJECTED,autocorr rejected video,freq=103377289.37728938,score=0.0
2026-04-24T17:42:31.649053,ZERO_BUFFER,All samples are zero
2026-04-24T17:42:31.676665,ZERO_BUFFER,All samples are zero
2026-04-24T17:42:31.680392,PLATEAU_CONFIRMED,Wideband signal detected,freq=144583638.58363858,bw=7.3193359375,hits=5
2026-04-24T17:42:31.704735,VIDEO_REJECTED,autocorr rejected video,freq=144583638.58363858,score=0.0
2026-04-24T17:42:31.762948,PLATEAU_CONFIRMED,Wideband signal detected,freq=155152625.15262514,bw=9.755859375,hits=4
2026-04-24T17:42:31.791873,VIDEO_REJECTED,autocorr rejected video,freq=155152625.15262514,score=0.0
2026-04-24T17:42:31.801547,PLATEAU_CONFIRMED,Wideband signal detected,freq=173706959.70695972,bw=7.2509765625,hits=8
2026-04-24T17:42:31.884891,VIDEO_REJECTED,autocorr rejected video,freq=173706959.70695972,score=0.0
2026-04-24T17:42:31.996121,PLATEAU_CONFIRMED,Wideband signal detected,freq=205460317.46031746,bw=6.6845703125,hits=8
2026-04-24T17:42:32.011374,VIDEO_REJECTED,autocorr rejected video,freq=205460317.46031746,score=0.0
2026-04-24T17:42:32.083344,PLATEAU_CONFIRMED,Wideband signal detected,freq=225487179.4871795,bw=6.5380859375,hits=10
2026-04-24T17:42:32.118955,VIDEO_REJECTED,autocorr rejected video,freq=225487179.4871795,score=0.0
2026-04-24T17:42:32.158790,PLATEAU_CONFIRMED,Wideband signal detected,freq=246019536.01953602,bw=7.880859375,hits=6
2026-04-24T17:42:32.192224,VIDEO_REJECTED,autocorr rejected video,freq=246019536.01953602,score=0.0
2026-04-24T17:42:32.206371,PLATEAU_CONFIRMED,Wideband signal detected,freq=265501831.5018315,bw=5.478515625,hits=9
2026-04-24T17:42:32.227094,VIDEO_REJECTED,autocorr rejected video,freq=265501831.5018315,score=0.0
2026-04-24T17:42:32.241131,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=280000000
2026-04-24T17:42:32.273524,PLATEAU_CONFIRMED,Wideband signal detected,freq=293269841.2698413,bw=4.9951171875,hits=4
2026-04-24T17:42:32.297370,VIDEO_REJECTED,autocorr rejected video,freq=293269841.2698413,score=0.0
2026-04-24T17:42:32.309896,PLATEAU_CONFIRMED,Wideband signal detected,freq=326869352.8693529,bw=3.544921875,hits=3
2026-04-24T17:42:32.335526,VIDEO_REJECTED,autocorr rejected video,freq=326869352.8693529,score=0.0
2026-04-24T17:42:32.433229,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=400000000
2026-04-24T17:42:33.168317,PLATEAU_CONFIRMED,Wideband signal detected,freq=481995115.995116,bw=7.83203125,hits=9
2026-04-24T17:42:33.433448,VIDEO_REJECTED,autocorr rejected video,freq=481995115.995116,score=0.0
2026-04-24T17:42:33.887055,PLATEAU_CONFIRMED,Wideband signal detected,freq=501995115.995116,bw=7.83203125,hits=10
2026-04-24T17:42:33.897403,VIDEO_REJECTED,autocorr rejected video,freq=501995115.995116,score=0.0
2026-04-24T17:42:34.124216,PLATEAU_CONFIRMED,Wideband signal detected,freq=528036630.03663003,bw=3.9501953125,hits=8
2026-04-24T17:42:34.226608,VIDEO_REJECTED,autocorr rejected video,freq=528036630.03663003,score=0.0
2026-04-24T17:42:34.379133,PLATEAU_CONFIRMED,Wideband signal detected,freq=540000000.0,bw=3.90625,hits=10
2026-04-24T17:42:34.394858,VIDEO_REJECTED,autocorr rejected video,freq=540000000.0,score=0.0
2026-04-24T17:42:34.647942,PLATEAU_CONFIRMED,Wideband signal detected,freq=551948717.948718,bw=3.916015625,hits=10
2026-04-24T17:42:34.708936,VIDEO_REJECTED,autocorr rejected video,freq=551948717.948718,score=0.0
2026-04-24T17:42:34.887936,PLATEAU_CONFIRMED,Wideband signal detected,freq=587936507.9365079,bw=5.5419921875,hits=10
2026-04-24T17:42:34.897298,VIDEO_REJECTED,autocorr rejected video,freq=587936507.9365079,score=0.0
2026-04-24T17:42:34.945632,PLATEAU_CONFIRMED,Wideband signal detected,freq=596471306.4713064,bw=8.7060546875,hits=4
2026-04-24T17:42:35.043010,VIDEO_REJECTED,autocorr rejected video,freq=596471306.4713064,score=0.0
2026-04-24T17:42:35.437148,PLATEAU_CONFIRMED,Wideband signal detected,freq=626004884.004884,bw=7.7978515625,hits=7
2026-04-24T17:42:35.578740,VIDEO_REJECTED,autocorr rejected video,freq=626004884.004884,score=0.0
2026-04-24T17:42:35.699001,PLATEAU_CONFIRMED,Wideband signal detected,freq=646004884.004884,bw=7.8173828125,hits=10
2026-04-24T17:42:35.707493,VIDEO_REJECTED,autocorr rejected video,freq=646004884.004884,score=0.0
2026-04-24T17:42:35.748818,PLATEAU_CONFIRMED,Wideband signal detected,freq=667719169.7191697,bw=9.697265625,hits=9
2026-04-24T17:42:35.776293,VIDEO_REJECTED,autocorr rejected video,freq=667719169.7191697,score=0.0
2026-04-24T17:42:35.783358,PLATEAU_CONFIRMED,Wideband signal detected,freq=681753357.7533578,bw=8.330078125,hits=4
2026-04-24T17:42:35.803015,VIDEO_REJECTED,autocorr rejected video,freq=681753357.7533578,score=0.0
2026-04-24T17:42:35.866657,PLATEAU_CONFIRMED,Wideband signal detected,freq=741306471.3064713,bw=8.0810546875,hits=3
2026-04-24T17:42:35.888679,VIDEO_REJECTED,autocorr rejected video,freq=741306471.3064713,score=0.0
2026-04-24T17:42:35.897608,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=760000000
2026-04-24T17:42:35.925695,PLATEAU_CONFIRMED,Wideband signal detected,freq=781208791.2087913,bw=2.9248046875,hits=3
2026-04-24T17:42:35.944608,VIDEO_REJECTED,autocorr rejected video,freq=781208791.2087913,score=0.0
2026-04-24T17:42:36.164276,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=940000000
2026-04-24T17:42:36.210803,PLATEAU_CONFIRMED,Wideband signal detected,freq=953704517.7045177,bw=6.5625,hits=6
2026-04-24T17:42:36.240133,VIDEO_REJECTED,autocorr rejected video,freq=953704517.7045177,score=0.0
2026-04-24T17:42:36.249126,PLATEAU_CONFIRMED,Wideband signal detected,freq=972124542.1245421,bw=6.083984375,hits=7
2026-04-24T17:42:36.268823,VIDEO_REJECTED,autocorr rejected video,freq=972124542.1245421,score=0.0
2026-04-24T17:42:36.583693,PLATEAU_CONFIRMED,Wideband signal detected,freq=1211528693.5286934,bw=3.115234375,hits=5
2026-04-24T17:42:36.620917,VIDEO_REJECTED,autocorr rejected video,freq=1211528693.5286934,score=0.2
2026-04-24T17:42:36.697796,PLATEAU_CONFIRMED,Wideband signal detected,freq=1238896214.896215,bw=7.5439453125,hits=10
2026-04-24T17:42:36.743122,VIDEO_CONFIRMED,autocorr confirmed video,freq=1238896214.896215,score=0.9
2026-04-24T17:42:36.770280,PLATEAU_CONFIRMED,Wideband signal detected,freq=1258493284.4932845,bw=6.669921875,hits=6
2026-04-24T17:42:36.795665,VIDEO_REJECTED,autocorr rejected video,freq=1258493284.4932845,score=0.2
2026-04-24T17:42:36.807424,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1280000000
2026-04-24T17:42:37.271102,PLATEAU_CONFIRMED,Wideband signal detected,freq=1641367521.3675213,bw=8.0224609375,hits=8
2026-04-24T17:42:37.293698,VIDEO_REJECTED,autocorr rejected video,freq=1641367521.3675213,score=0.0
2026-04-24T17:42:37.437185,PLATEAU_CONFIRMED,Wideband signal detected,freq=1767362637.3626373,bw=3.349609375,hits=4
2026-04-24T17:42:37.471473,VIDEO_REJECTED,autocorr rejected video,freq=1767362637.3626373,score=0.0
2026-04-24T17:42:37.524013,PLATEAU_CONFIRMED,Wideband signal detected,freq=1786625152.6251526,bw=6.8310546875,hits=10
2026-04-24T17:42:37.567972,VIDEO_REJECTED,autocorr rejected video,freq=1786625152.6251526,score=0.0
2026-04-24T17:42:37.637513,PLATEAU_CONFIRMED,Wideband signal detected,freq=1805623931.6239316,bw=9.6728515625,hits=10
2026-04-24T17:42:37.758978,VIDEO_REJECTED,autocorr rejected video,freq=1805623931.6239316,score=0.0
2026-04-24T17:42:37.924188,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827770451.7704515,bw=8.955078125,hits=10
2026-04-24T17:42:38.023071,VIDEO_REJECTED,autocorr rejected video,freq=1827770451.7704515,score=0.0
2026-04-24T17:42:38.051816,PLATEAU_CONFIRMED,Wideband signal detected,freq=1847919413.9194138,bw=9.931640625,hits=7
2026-04-24T17:42:38.080839,VIDEO_REJECTED,autocorr rejected video,freq=1847919413.9194138,score=0.0
2026-04-24T17:42:38.105097,PLATEAU_CONFIRMED,Wideband signal detected,freq=1855267399.2673993,bw=7.48046875,hits=8
