2026-04-24T17:17:56.718368,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:18:01.072378,VIDEO_REJECTED,cyclo rejected video,freq=1712490842.4908426,score=0
2026-04-24T17:18:01.107115,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1760000000
2026-04-24T17:18:01.136967,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1780000000
2026-04-24T17:18:01.368194,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807748473.7484736,bw=4.5068359375,hits=8
2026-04-24T17:18:01.392203,VIDEO_REJECTED,cyclo rejected video,freq=1807748473.7484736,score=0
2026-04-24T17:18:01.658681,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827963369.9633698,bw=4.39453125,hits=10
2026-04-24T17:18:01.667781,VIDEO_REJECTED,cyclo rejected video,freq=1827963369.9633698,score=0
2026-04-24T17:18:01.744921,PLATEAU_CONFIRMED,Wideband signal detected,freq=1834517704.5177045,bw=8.2275390625,hits=10
2026-04-24T17:18:01.782569,VIDEO_REJECTED,cyclo rejected video,freq=1834517704.5177045,score=0
2026-04-24T17:18:01.786672,PLATEAU_CONFIRMED,Wideband signal detected,freq=1861907203.907204,bw=6.4501953125,hits=10
2026-04-24T17:18:01.849962,VIDEO_REJECTED,cyclo rejected video,freq=1861907203.907204,score=0
2026-04-24T17:18:01.880123,PLATEAU_CONFIRMED,Wideband signal detected,freq=1874869352.8693528,bw=9.74609375,hits=7
2026-04-24T17:18:01.945540,VIDEO_REJECTED,cyclo rejected video,freq=1874869352.8693528,score=0
2026-04-24T17:18:01.957334,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895504273.5042734,bw=7.5732421875,hits=10
2026-04-24T17:18:01.980559,VIDEO_REJECTED,cyclo rejected video,freq=1895504273.5042734,score=0
2026-04-24T17:18:01.989884,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1920000000
2026-04-24T17:18:02.018342,PLATEAU_CONFIRMED,Wideband signal detected,freq=1940803418.8034189,bw=3.3984375,hits=3
2026-04-24T17:18:02.043236,VIDEO_REJECTED,cyclo rejected video,freq=1940803418.8034189,score=0
2026-04-24T17:18:02.050169,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1960000000
2026-04-24T17:18:02.134006,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2020000000
2026-04-24T17:18:02.164450,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2040000000
2026-04-24T17:18:02.195160,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2060000000
2026-04-24T17:18:02.227138,PLATEAU_CONFIRMED,Wideband signal detected,freq=2073873015.8730159,bw=3.8720703125,hits=4
2026-04-24T17:18:02.256054,VIDEO_REJECTED,cyclo rejected video,freq=2073873015.8730159,score=0
2026-04-24T17:18:02.260944,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2100000000
2026-04-24T17:18:02.589951,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144979242.979243,bw=9.0673828125,hits=9
2026-04-24T17:18:02.685085,VIDEO_REJECTED,cyclo rejected video,freq=2144979242.979243,score=0
2026-04-24T17:18:02.704255,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164813186.8131866,bw=8.974609375,hits=10
2026-04-24T17:18:02.851954,VIDEO_REJECTED,cyclo rejected video,freq=2164813186.8131866,score=0
2026-04-24T17:18:02.867954,PLATEAU_CONFIRMED,Wideband signal detected,freq=2185721611.7216115,bw=6.669921875,hits=8
2026-04-24T17:18:02.900394,VIDEO_REJECTED,cyclo rejected video,freq=2185721611.7216115,score=0
2026-04-24T17:18:03.141527,PLATEAU_CONFIRMED,Wideband signal detected,freq=2359316239.3162394,bw=6.42578125,hits=8
2026-04-24T17:18:03.185858,VIDEO_REJECTED,cyclo rejected video,freq=2359316239.3162394,score=0
2026-04-24T17:18:03.190304,PLATEAU_CONFIRMED,Wideband signal detected,freq=2380080586.080586,bw=9.833984375,hits=9
2026-04-24T17:18:03.367920,VIDEO_REJECTED,cyclo rejected video,freq=2380080586.080586,score=0
2026-04-24T17:18:03.456736,PLATEAU_CONFIRMED,Wideband signal detected,freq=2392012210.01221,bw=4.033203125,hits=8
2026-04-24T17:18:03.630500,PLATEAU_CONFIRMED,Wideband signal detected,freq=2412280830.2808304,bw=4.6875,hits=9
2026-04-24T17:18:03.635314,VIDEO_REJECTED,cyclo rejected video,freq=2392012210.01221,score=1
2026-04-24T17:18:03.664106,VIDEO_REJECTED,cyclo rejected video,freq=2412280830.2808304,score=0
2026-04-24T17:18:03.671497,PLATEAU_CONFIRMED,Wideband signal detected,freq=2441936507.9365077,bw=8.37890625,hits=4
2026-04-24T17:18:03.700732,VIDEO_REJECTED,cyclo rejected video,freq=2441936507.9365077,score=0
2026-04-24T17:18:03.704337,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2460000000
2026-04-24T17:18:03.735738,PLATEAU_CONFIRMED,Wideband signal detected,freq=2473194139.194139,bw=5.3125,hits=3
2026-04-24T17:18:03.754746,VIDEO_REJECTED,cyclo rejected video,freq=2473194139.194139,score=0
2026-04-24T17:18:03.886339,PLATEAU_CONFIRMED,Wideband signal detected,freq=2585860805.8608055,bw=4.7021484375,hits=6
2026-04-24T17:18:03.921444,VIDEO_REJECTED,cyclo rejected video,freq=2585860805.8608055,score=0
2026-04-24T17:18:03.929777,PLATEAU_CONFIRMED,Wideband signal detected,freq=2605369963.3699636,bw=6.1572265625,hits=8
2026-04-24T17:18:04.074959,VIDEO_REJECTED,cyclo rejected video,freq=2605369963.3699636,score=0
2026-04-24T17:18:04.104227,PLATEAU_CONFIRMED,Wideband signal detected,freq=2613023199.023199,bw=6.3232421875,hits=9
2026-04-24T17:18:04.153380,VIDEO_REJECTED,cyclo rejected video,freq=2613023199.023199,score=0
2026-04-24T17:18:04.157470,PLATEAU_CONFIRMED,Wideband signal detected,freq=2633018315.018315,bw=5.05859375,hits=7
2026-04-24T17:18:04.283163,VIDEO_REJECTED,cyclo rejected video,freq=2633018315.018315,score=0
2026-04-24T17:18:04.393403,PLATEAU_CONFIRMED,Wideband signal detected,freq=2652305250.30525,bw=5.9228515625,hits=10
2026-04-24T17:18:04.433404,VIDEO_REJECTED,cyclo rejected video,freq=2652305250.30525,score=0
2026-04-24T17:18:04.443241,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672642246.6422467,bw=4.111328125,hits=7
2026-04-24T17:18:04.466080,VIDEO_REJECTED,cyclo rejected video,freq=2672642246.6422467,score=0
2026-04-24T17:18:05.190976,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3220000000
2026-04-24T17:18:05.374204,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3360000000
2026-04-24T17:18:05.432461,PLATEAU_CONFIRMED,Wideband signal detected,freq=3393169719.169719,bw=5.830078125,hits=3
2026-04-24T17:18:05.475775,VIDEO_REJECTED,cyclo rejected video,freq=3393169719.169719,score=0
2026-04-24T17:18:05.489718,PLATEAU_CONFIRMED,Wideband signal detected,freq=3427089133.0891333,bw=4.8193359375,hits=6
2026-04-24T17:18:05.628478,PLATEAU_CONFIRMED,Wideband signal detected,freq=3447333333.3333335,bw=5.52734375,hits=9
2026-04-24T17:18:05.629182,VIDEO_REJECTED,cyclo rejected video,freq=3427089133.0891333,score=0
2026-04-24T17:18:05.718382,VIDEO_CONFIRMED,cyclo confirmed video,freq=3447333333.3333335,score=8
2026-04-24T17:18:05.750776,PLATEAU_CONFIRMED,Wideband signal detected,freq=3452295482.295482,bw=5.01953125,hits=9
2026-04-24T17:18:05.794090,VIDEO_CONFIRMED,cyclo confirmed video,freq=3452295482.295482,score=9
2026-04-24T17:18:05.801604,PLATEAU_CONFIRMED,Wideband signal detected,freq=3475758241.7582417,bw=4.6484375,hits=5
2026-04-24T17:18:05.854965,PLATEAU_CONFIRMED,Wideband signal detected,freq=3493010989.010989,bw=5.7421875,hits=10
2026-04-24T17:18:05.855007,VIDEO_REJECTED,cyclo rejected video,freq=3475758241.7582417,score=1
2026-04-24T17:18:05.882335,VIDEO_REJECTED,cyclo rejected video,freq=3493010989.010989,score=0
2026-04-24T17:18:05.943635,PLATEAU_CONFIRMED,Wideband signal detected,freq=3565702075.7020755,bw=7.841796875,hits=6
2026-04-24T17:18:05.973504,VIDEO_REJECTED,cyclo rejected video,freq=3565702075.7020755,score=0
2026-04-24T17:18:05.977919,PLATEAU_CONFIRMED,Wideband signal detected,freq=3579460317.4603176,bw=7.9345703125,hits=3
2026-04-24T17:18:06.003570,VIDEO_REJECTED,cyclo rejected video,freq=3579460317.4603176,score=0
2026-04-24T17:18:06.010195,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3600000000
2026-04-24T17:18:06.468829,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3940000000
2026-04-24T17:18:06.778102,PLATEAU_CONFIRMED,Wideband signal detected,freq=4154625152.6251526,bw=9.35546875,hits=4
2026-04-24T17:18:06.806261,VIDEO_REJECTED,cyclo rejected video,freq=4154625152.6251526,score=0
2026-04-24T17:18:07.289140,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4540000000
2026-04-24T17:18:07.951438,PLATEAU_CONFIRMED,Wideband signal detected,freq=5035721611.721612,bw=5.4736328125,hits=4
2026-04-24T17:18:07.974101,VIDEO_REJECTED,cyclo rejected video,freq=5035721611.721612,score=0
2026-04-24T17:18:07.982544,PLATEAU_CONFIRMED,Wideband signal detected,freq=5054415140.41514,bw=4.765625,hits=4
2026-04-24T17:18:08.009693,VIDEO_REJECTED,cyclo rejected video,freq=5054415140.41514,score=0
