2026-04-24T17:17:15.891097,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:17:15.924717,PLATEAU_CONFIRMED,Wideband signal detected,freq=105013431.01343101,bw=6.73828125,hits=4
2026-04-24T17:17:15.945155,VIDEO_REJECTED,cyclo rejected video,freq=105013431.01343101,score=0
2026-04-24T17:17:15.959115,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=120000000
2026-04-24T17:17:16.024545,PLATEAU_CONFIRMED,Wideband signal detected,freq=145579975.57997558,bw=7.841796875,hits=7
2026-04-24T17:17:16.050651,VIDEO_REJECTED,cyclo rejected video,freq=145579975.57997558,score=0
2026-04-24T17:17:16.072529,PLATEAU_CONFIRMED,Wideband signal detected,freq=165982905.98290598,bw=6.09375,hits=4
2026-04-24T17:17:16.117545,PLATEAU_CONFIRMED,Wideband signal detected,freq=174605616.60561663,bw=7.32421875,hits=8
2026-04-24T17:17:16.117946,VIDEO_REJECTED,cyclo rejected video,freq=165982905.98290598,score=0
2026-04-24T17:17:16.152432,VIDEO_REJECTED,cyclo rejected video,freq=174605616.60561663,score=0
2026-04-24T17:17:16.157977,PLATEAU_CONFIRMED,Wideband signal detected,freq=205196581.19658118,bw=6.4501953125,hits=4
2026-04-24T17:17:16.187450,VIDEO_REJECTED,cyclo rejected video,freq=205196581.19658118,score=0
2026-04-24T17:17:16.257138,PLATEAU_CONFIRMED,Wideband signal detected,freq=264183150.18315017,bw=7.83203125,hits=7
2026-04-24T17:17:16.289403,PLATEAU_CONFIRMED,Wideband signal detected,freq=275460317.46031743,bw=6.26953125,hits=3
2026-04-24T17:17:16.289309,VIDEO_REJECTED,cyclo rejected video,freq=264183150.18315017,score=0
2026-04-24T17:17:16.362729,VIDEO_REJECTED,cyclo rejected video,freq=275460317.46031743,score=0
2026-04-24T17:17:16.380610,PLATEAU_CONFIRMED,Wideband signal detected,freq=294000000.0,bw=7.275390625,hits=9
2026-04-24T17:17:16.408260,VIDEO_REJECTED,cyclo rejected video,freq=294000000.0,score=0
2026-04-24T17:17:16.415213,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=320000000
2026-04-24T17:17:16.441719,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=340000000
