2026-04-24T17:25:50.011345,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:25:50.060264,PLATEAU_CONFIRMED,Wideband signal detected,freq=98525030.52503052,bw=6.240234375,hits=8
2026-04-24T17:25:50.084290,VIDEO_REJECTED,autocorr rejected video,freq=98525030.52503052,score=0.0
2026-04-24T17:25:50.093700,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=120000000
2026-04-24T17:25:50.123781,PLATEAU_CONFIRMED,Wideband signal detected,freq=145824175.82417583,bw=7.353515625,hits=7
2026-04-24T17:25:50.146978,VIDEO_REJECTED,autocorr rejected video,freq=145824175.82417583,score=0.0
2026-04-24T17:25:50.160857,PLATEAU_CONFIRMED,Wideband signal detected,freq=160732600.73260075,bw=8.5009765625,hits=4
2026-04-24T17:25:50.179105,VIDEO_REJECTED,autocorr rejected video,freq=160732600.73260075,score=0.0
2026-04-24T17:25:50.193238,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=180000000
2026-04-24T17:25:50.225447,PLATEAU_CONFIRMED,Wideband signal detected,freq=196686202.68620268,bw=2.8466796875,hits=3
2026-04-24T17:25:50.244171,VIDEO_REJECTED,autocorr rejected video,freq=196686202.68620268,score=0.0
2026-04-24T17:25:50.269944,PLATEAU_CONFIRMED,Wideband signal detected,freq=226615384.6153846,bw=5.615234375,hits=5
2026-04-24T17:25:50.300135,VIDEO_REJECTED,autocorr rejected video,freq=226615384.6153846,score=0.0
2026-04-24T17:25:50.343893,PLATEAU_CONFIRMED,Wideband signal detected,freq=247172161.17216116,bw=6.6357421875,hits=9
2026-04-24T17:25:50.360877,VIDEO_REJECTED,autocorr rejected video,freq=247172161.17216116,score=0.0
2026-04-24T17:25:50.439821,PLATEAU_CONFIRMED,Wideband signal detected,freq=293824175.82417583,bw=4.84375,hits=3
2026-04-24T17:25:50.460688,VIDEO_REJECTED,autocorr rejected video,freq=293824175.82417583,score=0.0
2026-04-24T17:25:50.479931,PLATEAU_CONFIRMED,Wideband signal detected,freq=313746031.74603176,bw=5.1904296875,hits=4
2026-04-24T17:25:50.501219,VIDEO_REJECTED,autocorr rejected video,freq=313746031.74603176,score=0.0
2026-04-24T17:25:50.606047,PLATEAU_CONFIRMED,Wideband signal detected,freq=394581196.58119655,bw=5.390625,hits=4
2026-04-24T17:25:50.631094,VIDEO_REJECTED,autocorr rejected video,freq=394581196.58119655,score=0.0
2026-04-24T17:25:50.647316,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=420000000
2026-04-24T17:25:50.861720,PLATEAU_CONFIRMED,Wideband signal detected,freq=564158730.1587301,bw=8.5498046875,hits=3
2026-04-24T17:25:50.881588,VIDEO_REJECTED,autocorr rejected video,freq=564158730.1587301,score=0.0
2026-04-24T17:25:50.903319,PLATEAU_CONFIRMED,Wideband signal detected,freq=584568986.5689867,bw=8.0029296875,hits=4
2026-04-24T17:25:50.926056,VIDEO_REJECTED,autocorr rejected video,freq=584568986.5689867,score=0.0
2026-04-24T17:25:50.939927,PLATEAU_CONFIRMED,Wideband signal detected,freq=605257631.2576313,bw=7.3095703125,hits=7
2026-04-24T17:25:50.965419,VIDEO_REJECTED,autocorr rejected video,freq=605257631.2576313,score=0.0
2026-04-24T17:25:50.979843,PLATEAU_CONFIRMED,Wideband signal detected,freq=618981684.9816849,bw=7.6171875,hits=5
2026-04-24T17:25:51.000770,VIDEO_REJECTED,autocorr rejected video,freq=618981684.9816849,score=0.0
2026-04-24T17:25:51.016738,PLATEAU_CONFIRMED,Wideband signal detected,freq=642532356.5323565,bw=3.1494140625,hits=4
2026-04-24T17:25:51.038151,VIDEO_REJECTED,autocorr rejected video,freq=642532356.5323565,score=0.0
2026-04-24T17:25:51.056226,PLATEAU_CONFIRMED,Wideband signal detected,freq=665335775.3357754,bw=5.5810546875,hits=5
2026-04-24T17:25:51.081760,VIDEO_REJECTED,autocorr rejected video,freq=665335775.3357754,score=0.0
2026-04-24T17:25:51.092446,PLATEAU_CONFIRMED,Wideband signal detected,freq=685545787.5457876,bw=8.203125,hits=3
2026-04-24T17:25:51.113925,VIDEO_REJECTED,autocorr rejected video,freq=685545787.5457876,score=0.0
2026-04-24T17:25:51.126019,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=700000000
2026-04-24T17:25:51.154152,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=720000000
2026-04-24T17:25:51.258510,PLATEAU_CONFIRMED,Wideband signal detected,freq=763140415.1404152,bw=6.0986328125,hits=8
2026-04-24T17:25:51.291179,VIDEO_CONFIRMED,autocorr confirmed video,freq=763140415.1404152,score=0.8
2026-04-24T17:25:51.303758,PLATEAU_CONFIRMED,Wideband signal detected,freq=781831501.8315018,bw=5.9130859375,hits=8
2026-04-24T17:25:51.323870,VIDEO_REJECTED,autocorr rejected video,freq=781831501.8315018,score=0.1
2026-04-24T17:25:51.566370,PLATEAU_CONFIRMED,Wideband signal detected,freq=939670329.6703297,bw=8.8720703125,hits=5
2026-04-24T17:25:51.597209,VIDEO_REJECTED,autocorr rejected video,freq=939670329.6703297,score=0.0
2026-04-24T17:25:51.612405,PLATEAU_CONFIRMED,Wideband signal detected,freq=959455433.4554335,bw=7.9296875,hits=9
2026-04-24T17:25:51.631064,VIDEO_REJECTED,autocorr rejected video,freq=959455433.4554335,score=0.0
2026-04-24T17:25:52.440798,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1580000000
2026-04-24T17:25:52.466112,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1600000000
2026-04-24T17:25:52.518908,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1640000000
2026-04-24T17:25:52.624591,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1720000000
2026-04-24T17:25:53.050999,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807792429.7924297,bw=4.423828125,hits=8
2026-04-24T17:25:53.209023,VIDEO_REJECTED,autocorr rejected video,freq=1807792429.7924297,score=0.0
2026-04-24T17:25:53.285044,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827851037.8510377,bw=6.943359375,hits=10
2026-04-24T17:25:53.317539,VIDEO_REJECTED,autocorr rejected video,freq=1827851037.8510377,score=0.0
2026-04-24T17:25:53.341463,PLATEAU_CONFIRMED,Wideband signal detected,freq=1847201465.2014651,bw=4.2724609375,hits=9
2026-04-24T17:25:53.365310,VIDEO_REJECTED,autocorr rejected video,freq=1847201465.2014651,score=0.0
2026-04-24T17:25:53.384864,PLATEAU_CONFIRMED,Wideband signal detected,freq=1854947496.947497,bw=9.21875,hits=6
2026-04-24T17:25:53.411975,VIDEO_REJECTED,autocorr rejected video,freq=1854947496.947497,score=0.0
2026-04-24T17:25:53.429479,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875401709.4017093,bw=8.095703125,hits=10
2026-04-24T17:25:53.456376,VIDEO_REJECTED,autocorr rejected video,freq=1875401709.4017093,score=0.0
2026-04-24T17:25:53.468689,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895367521.3675213,bw=6.6845703125,hits=8
2026-04-24T17:25:53.486758,VIDEO_REJECTED,autocorr rejected video,freq=1895367521.3675213,score=0.0
2026-04-24T17:25:53.938919,PLATEAU_CONFIRMED,Wideband signal detected,freq=2112852258.852259,bw=7.9296875,hits=9
2026-04-24T17:25:54.005373,VIDEO_REJECTED,autocorr rejected video,freq=2112852258.852259,score=0.0
2026-04-24T17:25:54.054072,PLATEAU_CONFIRMED,Wideband signal detected,freq=2137533577.5335774,bw=6.4208984375,hits=10
