2026-04-24T17:28:02.370440,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:28:02.404030,PLATEAU_CONFIRMED,Wideband signal detected,freq=105013431.01343101,bw=6.73828125,hits=4
2026-04-24T17:28:02.424135,VIDEO_REJECTED,autocorr rejected video,freq=105013431.01343101,score=0.0
2026-04-24T17:28:02.438967,PLATEAU_CONFIRMED,Wideband signal detected,freq=125555555.55555555,bw=5.33203125,hits=7
2026-04-24T17:28:02.463815,VIDEO_REJECTED,autocorr rejected video,freq=125555555.55555555,score=0.0
2026-04-24T17:28:02.506951,PLATEAU_CONFIRMED,Wideband signal detected,freq=145579975.57997558,bw=7.841796875,hits=7
2026-04-24T17:28:02.529263,VIDEO_REJECTED,autocorr rejected video,freq=145579975.57997558,score=0.0
2026-04-24T17:28:02.553986,PLATEAU_CONFIRMED,Wideband signal detected,freq=159040293.04029304,bw=9.775390625,hits=3
2026-04-24T17:28:02.582866,VIDEO_REJECTED,autocorr rejected video,freq=159040293.04029304,score=0.0
2026-04-24T17:28:02.600702,PLATEAU_CONFIRMED,Wideband signal detected,freq=174605616.60561663,bw=7.32421875,hits=8
2026-04-24T17:28:02.625501,VIDEO_REJECTED,autocorr rejected video,freq=174605616.60561663,score=0.0
2026-04-24T17:28:02.639190,PLATEAU_CONFIRMED,Wideband signal detected,freq=205289377.28937727,bw=5.8544921875,hits=4
2026-04-24T17:28:02.658188,VIDEO_REJECTED,autocorr rejected video,freq=205289377.28937727,score=0.0
2026-04-24T17:28:02.744515,PLATEAU_CONFIRMED,Wideband signal detected,freq=264183150.18315017,bw=7.83203125,hits=7
2026-04-24T17:28:02.768559,VIDEO_REJECTED,autocorr rejected video,freq=264183150.18315017,score=0.0
2026-04-24T17:28:02.777724,PLATEAU_CONFIRMED,Wideband signal detected,freq=275460317.46031743,bw=6.26953125,hits=3
2026-04-24T17:28:02.810088,VIDEO_REJECTED,autocorr rejected video,freq=275460317.46031743,score=0.0
2026-04-24T17:28:02.873802,PLATEAU_CONFIRMED,Wideband signal detected,freq=294322344.3223443,bw=7.5341796875,hits=7
2026-04-24T17:28:02.896673,VIDEO_REJECTED,autocorr rejected video,freq=294322344.3223443,score=0.0
2026-04-24T17:28:02.906426,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=320000000
2026-04-24T17:28:02.933620,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=340000000
2026-04-24T17:28:02.989664,PLATEAU_CONFIRMED,Wideband signal detected,freq=374937728.93772894,bw=3.5693359375,hits=3
2026-04-24T17:28:03.012359,VIDEO_REJECTED,autocorr rejected video,freq=374937728.93772894,score=0.0
2026-04-24T17:28:03.525279,PLATEAU_CONFIRMED,Wideband signal detected,freq=482000000.0,bw=7.8076171875,hits=8
2026-04-24T17:28:03.740628,VIDEO_REJECTED,autocorr rejected video,freq=482000000.0,score=0.0
2026-04-24T17:28:03.814819,PLATEAU_CONFIRMED,Wideband signal detected,freq=502000000.0,bw=7.802734375,hits=10
2026-04-24T17:28:03.901924,VIDEO_REJECTED,autocorr rejected video,freq=502000000.0,score=0.0
2026-04-24T17:28:04.023706,PLATEAU_CONFIRMED,Wideband signal detected,freq=528036630.03663003,bw=3.935546875,hits=8
2026-04-24T17:28:04.183514,VIDEO_REJECTED,autocorr rejected video,freq=528036630.03663003,score=0.0
2026-04-24T17:28:04.420261,PLATEAU_CONFIRMED,Wideband signal detected,freq=531948717.94871795,bw=3.9208984375,hits=10
2026-04-24T17:28:04.434221,VIDEO_REJECTED,autocorr rejected video,freq=531948717.94871795,score=0.0
2026-04-24T17:28:04.595961,PLATEAU_CONFIRMED,Wideband signal detected,freq=552300366.3003663,bw=3.90625,hits=10
2026-04-24T17:28:04.655523,VIDEO_REJECTED,autocorr rejected video,freq=552300366.3003663,score=0.0
2026-04-24T17:28:04.723473,PLATEAU_CONFIRMED,Wideband signal detected,freq=571951159.95116,bw=3.9111328125,hits=10
2026-04-24T17:28:04.761804,VIDEO_REJECTED,autocorr rejected video,freq=571951159.95116,score=0.0
2026-04-24T17:28:04.875499,PLATEAU_CONFIRMED,Wideband signal detected,freq=602004884.004884,bw=7.646484375,hits=10
2026-04-24T17:28:04.977281,VIDEO_REJECTED,autocorr rejected video,freq=602004884.004884,score=0.0
2026-04-24T17:28:05.260102,PLATEAU_CONFIRMED,Wideband signal detected,freq=626004884.004884,bw=7.79296875,hits=10
2026-04-24T17:28:05.441761,VIDEO_REJECTED,autocorr rejected video,freq=626004884.004884,score=0.0
2026-04-24T17:28:05.488794,PLATEAU_CONFIRMED,Wideband signal detected,freq=646012210.01221,bw=7.79296875,hits=10
2026-04-24T17:28:05.512246,VIDEO_REJECTED,autocorr rejected video,freq=646012210.01221,score=0.0
