2026-04-24T17:14:23.668283,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:14:23.711656,PLATEAU_CONFIRMED,Wideband signal detected,freq=102148962.14896214,bw=4.7900390625,hits=4
2026-04-24T17:14:23.745208,VIDEO_REJECTED,cyclo rejected video,freq=102148962.14896214,score=0
2026-04-24T17:14:23.763293,PLATEAU_CONFIRMED,Wideband signal detected,freq=125304029.3040293,bw=5.01953125,hits=4
2026-04-24T17:14:23.796337,VIDEO_REJECTED,cyclo rejected video,freq=125304029.3040293,score=0
2026-04-24T17:14:23.808079,PLATEAU_CONFIRMED,Wideband signal detected,freq=143557997.55799755,bw=7.4560546875,hits=5
2026-04-24T17:14:23.840267,VIDEO_REJECTED,cyclo rejected video,freq=143557997.55799755,score=0
2026-04-24T17:14:23.844520,PLATEAU_CONFIRMED,Wideband signal detected,freq=163074481.07448107,bw=8.5400390625,hits=3
2026-04-24T17:14:23.874113,VIDEO_REJECTED,cyclo rejected video,freq=163074481.07448107,score=0
2026-04-24T17:14:23.878032,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=180000000
2026-04-24T17:14:23.948999,PLATEAU_CONFIRMED,Wideband signal detected,freq=227054945.05494505,bw=4.3994140625,hits=5
2026-04-24T17:14:24.012581,VIDEO_REJECTED,cyclo rejected video,freq=227054945.05494505,score=0
2026-04-24T17:14:24.029518,PLATEAU_CONFIRMED,Wideband signal detected,freq=246356532.35653237,bw=7.4755859375,hits=7
2026-04-24T17:14:24.057294,VIDEO_REJECTED,cyclo rejected video,freq=246356532.35653237,score=1
2026-04-24T17:14:24.063507,PLATEAU_CONFIRMED,Wideband signal detected,freq=266420024.42002442,bw=3.4814453125,hits=3
2026-04-24T17:14:24.089713,VIDEO_REJECTED,cyclo rejected video,freq=266420024.42002442,score=0
2026-04-24T17:14:24.125093,PLATEAU_CONFIRMED,Wideband signal detected,freq=294576312.5763126,bw=7.3779296875,hits=5
2026-04-24T17:14:24.158485,VIDEO_REJECTED,cyclo rejected video,freq=294576312.5763126,score=0
2026-04-24T17:14:24.163518,PLATEAU_CONFIRMED,Wideband signal detected,freq=313816849.8168498,bw=5.2734375,hits=6
2026-04-24T17:14:24.188182,VIDEO_REJECTED,cyclo rejected video,freq=313816849.8168498,score=0
2026-04-24T17:14:24.276509,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=400000000
2026-04-24T17:14:24.450357,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=520000000
2026-04-24T17:14:24.479358,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=540000000
2026-04-24T17:14:24.508366,PLATEAU_CONFIRMED,Wideband signal detected,freq=564661782.6617826,bw=3.3203125,hits=3
2026-04-24T17:14:24.530848,VIDEO_REJECTED,cyclo rejected video,freq=564661782.6617826,score=0
2026-04-24T17:14:24.541357,PLATEAU_CONFIRMED,Wideband signal detected,freq=584700854.7008547,bw=8.3251953125,hits=3
2026-04-24T17:14:24.575099,VIDEO_REJECTED,cyclo rejected video,freq=584700854.7008547,score=0
2026-04-24T17:14:24.608385,PLATEAU_CONFIRMED,Wideband signal detected,freq=618078144.0781441,bw=8.0029296875,hits=5
2026-04-24T17:14:24.631824,VIDEO_REJECTED,cyclo rejected video,freq=618078144.0781441,score=0
2026-04-24T17:14:24.642735,PLATEAU_CONFIRMED,Wideband signal detected,freq=645848595.8485959,bw=5.3857421875,hits=6
2026-04-24T17:14:24.671229,VIDEO_REJECTED,cyclo rejected video,freq=645848595.8485959,score=0
2026-04-24T17:14:24.674913,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=660000000
2026-04-24T17:14:24.706782,PLATEAU_CONFIRMED,Wideband signal detected,freq=684473748.4737484,bw=5.6005859375,hits=10
2026-04-24T17:14:24.729864,VIDEO_REJECTED,cyclo rejected video,freq=684473748.4737484,score=0
2026-04-24T17:14:25.110305,PLATEAU_CONFIRMED,Wideband signal detected,freq=939445665.4456655,bw=7.94921875,hits=3
2026-04-24T17:14:25.155889,VIDEO_REJECTED,cyclo rejected video,freq=939445665.4456655,score=0
2026-04-24T17:14:25.163015,PLATEAU_CONFIRMED,Wideband signal detected,freq=957992673.992674,bw=5.9326171875,hits=10
2026-04-24T17:14:25.185220,VIDEO_REJECTED,cyclo rejected video,freq=957992673.992674,score=0
2026-04-24T17:14:25.193768,PLATEAU_CONFIRMED,Wideband signal detected,freq=978610500.6105006,bw=3.0908203125,hits=3
2026-04-24T17:14:25.220914,VIDEO_REJECTED,cyclo rejected video,freq=978610500.6105006,score=0
2026-04-24T17:14:25.465222,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1180000000
2026-04-24T17:14:25.680496,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1340000000
2026-04-24T17:14:26.059067,PLATEAU_CONFIRMED,Wideband signal detected,freq=1626219780.2197802,bw=4.4775390625,hits=5
2026-04-24T17:14:26.084579,VIDEO_REJECTED,cyclo rejected video,freq=1626219780.2197802,score=0
2026-04-24T17:14:26.115289,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1660000000
2026-04-24T17:14:26.464886,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807821733.8217337,bw=4.3603515625,hits=6
2026-04-24T17:14:26.729430,VIDEO_REJECTED,cyclo rejected video,freq=1807821733.8217337,score=0
2026-04-24T17:14:26.729626,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827980463.980464,bw=4.5361328125,hits=10
2026-04-24T17:14:26.797386,VIDEO_REJECTED,cyclo rejected video,freq=1827980463.980464,score=0
2026-04-24T17:14:26.840993,PLATEAU_CONFIRMED,Wideband signal detected,freq=1834507936.5079365,bw=8.4033203125,hits=9
2026-04-24T17:14:26.869066,VIDEO_REJECTED,cyclo rejected video,freq=1834507936.5079365,score=1
2026-04-24T17:14:26.907678,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875367521.3675213,bw=7.626953125,hits=9
2026-04-24T17:14:26.941476,VIDEO_REJECTED,cyclo rejected video,freq=1875367521.3675213,score=0
2026-04-24T17:14:26.945208,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895396825.3968253,bw=7.138671875,hits=8
2026-04-24T17:14:26.971008,VIDEO_REJECTED,cyclo rejected video,freq=1895396825.3968253,score=0
2026-04-24T17:14:27.322431,PLATEAU_CONFIRMED,Wideband signal detected,freq=2113824175.8241758,bw=8.3349609375,hits=7
2026-04-24T17:14:27.417482,VIDEO_REJECTED,cyclo rejected video,freq=2113824175.8241758,score=0
2026-04-24T17:14:27.448878,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144109890.1098902,bw=7.67578125,hits=5
2026-04-24T17:14:27.473776,VIDEO_REJECTED,cyclo rejected video,freq=2144109890.1098902,score=2
