2026-04-24T17:25:08.487770,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:25:08.529219,PLATEAU_CONFIRMED,Wideband signal detected,freq=102148962.14896214,bw=4.7900390625,hits=4
2026-04-24T17:25:08.550457,VIDEO_REJECTED,autocorr rejected video,freq=102148962.14896214,score=0.0
2026-04-24T17:25:08.565124,PLATEAU_CONFIRMED,Wideband signal detected,freq=125697191.6971917,bw=5.0341796875,hits=4
2026-04-24T17:25:08.587136,VIDEO_REJECTED,autocorr rejected video,freq=125697191.6971917,score=0.0
2026-04-24T17:25:08.602218,PLATEAU_CONFIRMED,Wideband signal detected,freq=143557997.55799755,bw=7.4560546875,hits=5
2026-04-24T17:25:08.628651,VIDEO_REJECTED,autocorr rejected video,freq=143557997.55799755,score=0.0
2026-04-24T17:25:08.647610,PLATEAU_CONFIRMED,Wideband signal detected,freq=163074481.07448107,bw=8.5400390625,hits=3
2026-04-24T17:25:08.674537,VIDEO_REJECTED,autocorr rejected video,freq=163074481.07448107,score=0.0
2026-04-24T17:25:08.688751,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=180000000
2026-04-24T17:25:08.761155,PLATEAU_CONFIRMED,Wideband signal detected,freq=227054945.05494505,bw=4.3994140625,hits=5
2026-04-24T17:25:08.789815,VIDEO_REJECTED,autocorr rejected video,freq=227054945.05494505,score=0.0
2026-04-24T17:25:08.842542,PLATEAU_CONFIRMED,Wideband signal detected,freq=246356532.35653237,bw=7.4755859375,hits=7
2026-04-24T17:25:08.870248,VIDEO_REJECTED,autocorr rejected video,freq=246356532.35653237,score=0.0
2026-04-24T17:25:08.880052,PLATEAU_CONFIRMED,Wideband signal detected,freq=266420024.42002442,bw=3.4814453125,hits=3
2026-04-24T17:25:08.900289,VIDEO_REJECTED,autocorr rejected video,freq=266420024.42002442,score=0.0
2026-04-24T17:25:08.943329,PLATEAU_CONFIRMED,Wideband signal detected,freq=295179487.17948717,bw=6.19140625,hits=4
2026-04-24T17:25:08.963469,VIDEO_REJECTED,autocorr rejected video,freq=295179487.17948717,score=0.0
2026-04-24T17:25:08.985321,PLATEAU_CONFIRMED,Wideband signal detected,freq=313816849.8168498,bw=5.2734375,hits=6
2026-04-24T17:25:09.010402,VIDEO_REJECTED,autocorr rejected video,freq=313816849.8168498,score=0.0
2026-04-24T17:25:09.105665,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=400000000
2026-04-24T17:25:09.291783,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=520000000
2026-04-24T17:25:09.320535,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=540000000
2026-04-24T17:25:09.349877,PLATEAU_CONFIRMED,Wideband signal detected,freq=564661782.6617826,bw=3.3203125,hits=3
2026-04-24T17:25:09.371899,VIDEO_REJECTED,autocorr rejected video,freq=564661782.6617826,score=0.0
2026-04-24T17:25:09.386576,PLATEAU_CONFIRMED,Wideband signal detected,freq=584700854.7008547,bw=8.3251953125,hits=3
2026-04-24T17:25:09.407174,VIDEO_REJECTED,autocorr rejected video,freq=584700854.7008547,score=0.0
2026-04-24T17:25:09.458352,PLATEAU_CONFIRMED,Wideband signal detected,freq=618078144.0781441,bw=8.0029296875,hits=5
2026-04-24T17:25:09.481750,VIDEO_REJECTED,autocorr rejected video,freq=618078144.0781441,score=0.0
2026-04-24T17:25:09.496765,PLATEAU_CONFIRMED,Wideband signal detected,freq=645848595.8485959,bw=5.3857421875,hits=6
2026-04-24T17:25:09.521696,VIDEO_REJECTED,autocorr rejected video,freq=645848595.8485959,score=0.0
2026-04-24T17:25:09.531296,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=660000000
2026-04-24T17:25:09.562435,PLATEAU_CONFIRMED,Wideband signal detected,freq=684598290.5982906,bw=5.5859375,hits=3
2026-04-24T17:25:09.583987,VIDEO_REJECTED,autocorr rejected video,freq=684598290.5982906,score=0.0
2026-04-24T17:25:09.623227,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=720000000
2026-04-24T17:25:09.961626,PLATEAU_CONFIRMED,Wideband signal detected,freq=939445665.4456655,bw=7.94921875,hits=3
2026-04-24T17:25:10.000237,VIDEO_REJECTED,autocorr rejected video,freq=939445665.4456655,score=0.0
2026-04-24T17:25:10.015754,PLATEAU_CONFIRMED,Wideband signal detected,freq=957992673.992674,bw=5.9326171875,hits=10
2026-04-24T17:25:10.034769,VIDEO_REJECTED,autocorr rejected video,freq=957992673.992674,score=0.0
2026-04-24T17:25:10.049098,PLATEAU_CONFIRMED,Wideband signal detected,freq=978610500.6105006,bw=3.0908203125,hits=3
2026-04-24T17:25:10.070252,VIDEO_REJECTED,autocorr rejected video,freq=978610500.6105006,score=0.0
2026-04-24T17:25:10.324337,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1180000000
2026-04-24T17:25:10.544245,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1340000000
2026-04-24T17:25:10.916238,PLATEAU_CONFIRMED,Wideband signal detected,freq=1626219780.2197802,bw=4.4775390625,hits=5
2026-04-24T17:25:10.939860,VIDEO_REJECTED,autocorr rejected video,freq=1626219780.2197802,score=0.0
2026-04-24T17:25:10.975343,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1660000000
2026-04-24T17:25:11.325317,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807821733.8217337,bw=4.3603515625,hits=6
2026-04-24T17:25:11.527629,VIDEO_REJECTED,autocorr rejected video,freq=1807821733.8217337,score=0.0
2026-04-24T17:25:11.664521,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827926739.9267397,bw=4.3408203125,hits=10
2026-04-24T17:25:11.904304,VIDEO_REJECTED,autocorr rejected video,freq=1827926739.9267397,score=0.0
2026-04-24T17:25:12.227389,PLATEAU_CONFIRMED,Wideband signal detected,freq=1833704517.7045178,bw=8.2568359375,hits=10
2026-04-24T17:25:12.235868,VIDEO_REJECTED,autocorr rejected video,freq=1833704517.7045178,score=0.0
2026-04-24T17:25:12.273375,PLATEAU_CONFIRMED,Wideband signal detected,freq=1853736263.7362638,bw=6.2255859375,hits=5
2026-04-24T17:25:12.310187,VIDEO_REJECTED,autocorr rejected video,freq=1853736263.7362638,score=0.0
2026-04-24T17:25:12.332530,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875384615.3846154,bw=7.5927734375,hits=8
2026-04-24T17:25:12.360068,VIDEO_REJECTED,autocorr rejected video,freq=1875384615.3846154,score=0.0
2026-04-24T17:25:12.373288,PLATEAU_CONFIRMED,Wideband signal detected,freq=1894910866.9108667,bw=7.412109375,hits=10
2026-04-24T17:25:12.390577,VIDEO_REJECTED,autocorr rejected video,freq=1894910866.9108667,score=0.0
2026-04-24T17:25:12.751174,PLATEAU_CONFIRMED,Wideband signal detected,freq=2113824175.8241758,bw=8.3349609375,hits=7
2026-04-24T17:25:12.771445,VIDEO_REJECTED,autocorr rejected video,freq=2113824175.8241758,score=0.0
2026-04-24T17:25:12.876794,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144109890.1098902,bw=7.67578125,hits=5
2026-04-24T17:25:12.915941,VIDEO_REJECTED,autocorr rejected video,freq=2144109890.1098902,score=0.0
2026-04-24T17:25:12.925565,PLATEAU_CONFIRMED,Wideband signal detected,freq=2163831501.831502,bw=6.8359375,hits=7
