2026-04-24T17:24:48.555291,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:24:48.600529,PLATEAU_CONFIRMED,Wideband signal detected,freq=97980463.98046398,bw=4.6826171875,hits=5
2026-04-24T17:24:48.618598,VIDEO_REJECTED,autocorr rejected video,freq=97980463.98046398,score=0.0
2026-04-24T17:24:48.634799,PLATEAU_CONFIRMED,Wideband signal detected,freq=125272283.27228327,bw=5.1806640625,hits=5
2026-04-24T17:24:48.662867,VIDEO_REJECTED,autocorr rejected video,freq=125272283.27228327,score=0.0
2026-04-24T17:24:48.670454,PLATEAU_CONFIRMED,Wideband signal detected,freq=142417582.41758242,bw=5.224609375,hits=4
2026-04-24T17:24:48.694507,VIDEO_REJECTED,autocorr rejected video,freq=142417582.41758242,score=0.0
2026-04-24T17:24:48.709789,PLATEAU_CONFIRMED,Wideband signal detected,freq=161848595.84859586,bw=8.3642578125,hits=5
2026-04-24T17:24:48.731622,VIDEO_REJECTED,autocorr rejected video,freq=161848595.84859586,score=0.0
2026-04-24T17:24:48.749946,PLATEAU_CONFIRMED,Wideband signal detected,freq=176336996.33699632,bw=6.005859375,hits=4
2026-04-24T17:24:48.772651,VIDEO_REJECTED,autocorr rejected video,freq=176336996.33699632,score=0.0
2026-04-24T17:24:48.850680,PLATEAU_CONFIRMED,Wideband signal detected,freq=226971916.97191697,bw=5.5908203125,hits=6
2026-04-24T17:24:48.879777,VIDEO_REJECTED,autocorr rejected video,freq=226971916.97191697,score=0.0
2026-04-24T17:24:48.928096,PLATEAU_CONFIRMED,Wideband signal detected,freq=247155067.15506715,bw=6.7431640625,hits=8
2026-04-24T17:24:48.951369,VIDEO_REJECTED,autocorr rejected video,freq=247155067.15506715,score=0.0
2026-04-24T17:24:48.963788,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=260000000
2026-04-24T17:24:49.028093,PLATEAU_CONFIRMED,Wideband signal detected,freq=294820512.82051283,bw=6.787109375,hits=5
2026-04-24T17:24:49.051923,VIDEO_REJECTED,autocorr rejected video,freq=294820512.82051283,score=0.0
2026-04-24T17:24:49.069780,PLATEAU_CONFIRMED,Wideband signal detected,freq=313365079.36507934,bw=4.0283203125,hits=5
2026-04-24T17:24:49.089743,VIDEO_REJECTED,autocorr rejected video,freq=313365079.36507934,score=0.0
2026-04-24T17:24:49.192906,PLATEAU_CONFIRMED,Wideband signal detected,freq=394610500.6105006,bw=6.2548828125,hits=4
2026-04-24T17:24:49.216754,VIDEO_REJECTED,autocorr rejected video,freq=394610500.6105006,score=0.0
2026-04-24T17:24:49.430941,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=560000000
2026-04-24T17:24:49.461033,PLATEAU_CONFIRMED,Wideband signal detected,freq=585697191.6971917,bw=3.6572265625,hits=5
2026-04-24T17:24:49.481926,VIDEO_REJECTED,autocorr rejected video,freq=585697191.6971917,score=0.0
2026-04-24T17:24:49.524240,PLATEAU_CONFIRMED,Wideband signal detected,freq=618231990.2319902,bw=7.48046875,hits=4
2026-04-24T17:24:49.547423,VIDEO_REJECTED,autocorr rejected video,freq=618231990.2319902,score=0.0
2026-04-24T17:24:49.560363,PLATEAU_CONFIRMED,Wideband signal detected,freq=646053724.053724,bw=5.6005859375,hits=3
2026-04-24T17:24:49.586812,VIDEO_REJECTED,autocorr rejected video,freq=646053724.053724,score=0.0
2026-04-24T17:24:49.596497,PLATEAU_CONFIRMED,Wideband signal detected,freq=664290598.2905983,bw=5.4931640625,hits=5
2026-04-24T17:24:49.615078,VIDEO_REJECTED,autocorr rejected video,freq=664290598.2905983,score=0.0
2026-04-24T17:24:49.631276,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=680000000
2026-04-24T17:24:49.766237,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=780000000
