2026-04-24T17:28:15.763474,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:28:15.800220,PLATEAU_CONFIRMED,Wideband signal detected,freq=103123321.12332112,bw=6.689453125,hits=10
2026-04-24T17:28:15.817140,VIDEO_REJECTED,autocorr rejected video,freq=103123321.12332112,score=0.0
2026-04-24T17:28:15.836440,PLATEAU_CONFIRMED,Wideband signal detected,freq=125052503.05250305,bw=4.9853515625,hits=3
2026-04-24T17:28:15.868992,VIDEO_REJECTED,autocorr rejected video,freq=125052503.05250305,score=0.0
2026-04-24T17:28:15.893854,PLATEAU_CONFIRMED,Wideband signal detected,freq=145643467.64346763,bw=7.5,hits=7
2026-04-24T17:28:15.915668,VIDEO_REJECTED,autocorr rejected video,freq=145643467.64346763,score=0.0
2026-04-24T17:28:15.948385,PLATEAU_CONFIRMED,Wideband signal detected,freq=156266178.26617828,bw=7.353515625,hits=5
2026-04-24T17:28:15.975016,VIDEO_REJECTED,autocorr rejected video,freq=156266178.26617828,score=0.0
2026-04-24T17:28:15.992942,PLATEAU_CONFIRMED,Wideband signal detected,freq=174835164.83516484,bw=6.11328125,hits=10
2026-04-24T17:28:16.014623,VIDEO_REJECTED,autocorr rejected video,freq=174835164.83516484,score=0.0
2026-04-24T17:28:16.028893,PLATEAU_CONFIRMED,Wideband signal detected,freq=205340659.34065932,bw=5.9423828125,hits=4
2026-04-24T17:28:16.051083,VIDEO_REJECTED,autocorr rejected video,freq=205340659.34065932,score=0.0
2026-04-24T17:28:16.131689,PLATEAU_CONFIRMED,Wideband signal detected,freq=264461538.46153846,bw=7.7685546875,hits=7
2026-04-24T17:28:16.155401,VIDEO_REJECTED,autocorr rejected video,freq=264461538.46153846,score=0.0
2026-04-24T17:28:16.165165,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=280000000
2026-04-24T17:28:16.231393,PLATEAU_CONFIRMED,Wideband signal detected,freq=293631257.63125765,bw=6.7578125,hits=6
2026-04-24T17:28:16.251098,VIDEO_REJECTED,autocorr rejected video,freq=293631257.63125765,score=0.0
2026-04-24T17:28:16.348884,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=380000000
2026-04-24T17:28:16.409569,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=420000000
2026-04-24T17:28:16.792381,PLATEAU_CONFIRMED,Wideband signal detected,freq=482000000.0,bw=7.8076171875,hits=8
2026-04-24T17:28:16.905497,VIDEO_REJECTED,autocorr rejected video,freq=482000000.0,score=0.0
2026-04-24T17:28:16.938786,PLATEAU_CONFIRMED,Wideband signal detected,freq=501990231.990232,bw=7.8173828125,hits=10
2026-04-24T17:28:16.988484,VIDEO_REJECTED,autocorr rejected video,freq=501990231.990232,score=0.0
2026-04-24T17:28:17.139738,PLATEAU_CONFIRMED,Wideband signal detected,freq=528051282.05128205,bw=3.9013671875,hits=8
2026-04-24T17:28:17.306668,VIDEO_REJECTED,autocorr rejected video,freq=528051282.05128205,score=0.0
2026-04-24T17:28:17.490676,PLATEAU_CONFIRMED,Wideband signal detected,freq=531948717.94871795,bw=3.9013671875,hits=10
2026-04-24T17:28:17.504685,VIDEO_REJECTED,autocorr rejected video,freq=531948717.94871795,score=0.0
2026-04-24T17:28:17.643129,PLATEAU_CONFIRMED,Wideband signal detected,freq=560119658.1196581,bw=3.896484375,hits=10
2026-04-24T17:28:17.726920,VIDEO_REJECTED,autocorr rejected video,freq=560119658.1196581,score=0.0
2026-04-24T17:28:17.775646,PLATEAU_CONFIRMED,Wideband signal detected,freq=571965811.965812,bw=3.9404296875,hits=10
2026-04-24T17:28:17.806485,VIDEO_REJECTED,autocorr rejected video,freq=571965811.965812,score=0.0
2026-04-24T17:28:17.865207,PLATEAU_CONFIRMED,Wideband signal detected,freq=602175824.1758242,bw=7.6513671875,hits=8
2026-04-24T17:28:17.952702,VIDEO_REJECTED,autocorr rejected video,freq=602175824.1758242,score=0.0
2026-04-24T17:28:18.480457,PLATEAU_CONFIRMED,Wideband signal detected,freq=626000000.0,bw=7.79296875,hits=10
