2026-04-24T17:20:44.351742,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:20:50.916743,PLATEAU_CONFIRMED,Wideband signal detected,freq=1963382173.3821733,bw=9.9169921875,hits=8
2026-04-24T17:20:50.944882,VIDEO_REJECTED,cyclo rejected video,freq=1963382173.3821733,score=0
2026-04-24T17:20:50.948553,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1980000000
2026-04-24T17:20:50.979563,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2000000000
2026-04-24T17:20:51.015266,PLATEAU_CONFIRMED,Wideband signal detected,freq=2023372405.3724053,bw=3.8427734375,hits=5
2026-04-24T17:20:51.044848,VIDEO_REJECTED,cyclo rejected video,freq=2023372405.3724053,score=0
2026-04-24T17:20:51.064954,PLATEAU_CONFIRMED,Wideband signal detected,freq=2038312576.3125763,bw=8.8525390625,hits=3
2026-04-24T17:20:51.122457,VIDEO_REJECTED,cyclo rejected video,freq=2038312576.3125763,score=0
2026-04-24T17:20:51.194187,PLATEAU_CONFIRMED,Wideband signal detected,freq=2055626373.6263735,bw=9.0966796875,hits=9
2026-04-24T17:20:51.366276,VIDEO_REJECTED,cyclo rejected video,freq=2055626373.6263735,score=0
2026-04-24T17:20:51.530375,PLATEAU_CONFIRMED,Wideband signal detected,freq=2074688644.6886446,bw=7.7978515625,hits=10
2026-04-24T17:20:51.544181,VIDEO_REJECTED,cyclo rejected video,freq=2074688644.6886446,score=0
2026-04-24T17:20:51.718802,PLATEAU_CONFIRMED,Wideband signal detected,freq=2093404151.4041514,bw=6.5966796875,hits=10
2026-04-24T17:20:51.750331,VIDEO_REJECTED,cyclo rejected video,freq=2093404151.4041514,score=0
2026-04-24T17:20:51.765528,PLATEAU_CONFIRMED,Wideband signal detected,freq=2119572649.5726495,bw=8.2080078125,hits=7
2026-04-24T17:20:51.942185,VIDEO_REJECTED,cyclo rejected video,freq=2119572649.5726495,score=0
2026-04-24T17:20:52.049165,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144820512.8205128,bw=9.00390625,hits=8
2026-04-24T17:20:52.066458,VIDEO_REJECTED,cyclo rejected video,freq=2144820512.8205128,score=0
2026-04-24T17:20:52.150034,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164561660.561661,bw=8.5595703125,hits=10
2026-04-24T17:20:52.350904,VIDEO_REJECTED,cyclo rejected video,freq=2164561660.561661,score=0
2026-04-24T17:20:52.500268,PLATEAU_CONFIRMED,Wideband signal detected,freq=2186129426.129426,bw=7.197265625,hits=8
2026-04-24T17:20:52.751623,VIDEO_REJECTED,cyclo rejected video,freq=2186129426.129426,score=0
2026-04-24T17:20:52.760626,PLATEAU_CONFIRMED,Wideband signal detected,freq=2206446886.4468865,bw=7.0458984375,hits=10
2026-04-24T17:20:52.783047,VIDEO_REJECTED,cyclo rejected video,freq=2206446886.4468865,score=0
2026-04-24T17:20:52.979900,PLATEAU_CONFIRMED,Wideband signal detected,freq=2359619047.6190476,bw=7.5439453125,hits=6
2026-04-24T17:20:53.013944,VIDEO_REJECTED,cyclo rejected video,freq=2359619047.6190476,score=0
2026-04-24T17:20:53.022212,PLATEAU_CONFIRMED,Wideband signal detected,freq=2378273504.2735043,bw=5.2783203125,hits=4
2026-04-24T17:20:53.262738,VIDEO_REJECTED,cyclo rejected video,freq=2378273504.2735043,score=0
2026-04-24T17:20:53.341641,PLATEAU_CONFIRMED,Wideband signal detected,freq=2391997557.997558,bw=4.912109375,hits=9
2026-04-24T17:20:53.560758,VIDEO_REJECTED,cyclo rejected video,freq=2391997557.997558,score=1
2026-04-24T17:20:53.566295,PLATEAU_CONFIRMED,Wideband signal detected,freq=2428014652.0146523,bw=3.9990234375,hits=10
2026-04-24T17:20:53.588125,VIDEO_REJECTED,cyclo rejected video,freq=2428014652.0146523,score=0
2026-04-24T17:20:53.644465,PLATEAU_CONFIRMED,Wideband signal detected,freq=2451982905.982906,bw=3.9013671875,hits=3
2026-04-24T17:20:53.686965,VIDEO_REJECTED,cyclo rejected video,freq=2451982905.982906,score=0
2026-04-24T17:20:53.687040,PLATEAU_CONFIRMED,Wideband signal detected,freq=2485575091.5750914,bw=5.263671875,hits=7
2026-04-24T17:20:53.710095,VIDEO_REJECTED,cyclo rejected video,freq=2485575091.5750914,score=0
2026-04-24T17:20:53.827697,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2580000000
2026-04-24T17:20:53.860976,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2600000000
2026-04-24T17:20:54.017464,PLATEAU_CONFIRMED,Wideband signal detected,freq=2612649572.6495724,bw=4.814453125,hits=10
2026-04-24T17:20:54.053251,VIDEO_REJECTED,cyclo rejected video,freq=2612649572.6495724,score=0
2026-04-24T17:20:54.060913,PLATEAU_CONFIRMED,Wideband signal detected,freq=2632871794.8717947,bw=4.7998046875,hits=7
2026-04-24T17:20:54.221156,VIDEO_REJECTED,cyclo rejected video,freq=2632871794.8717947,score=0
2026-04-24T17:20:54.254107,PLATEAU_CONFIRMED,Wideband signal detected,freq=2656515262.5152626,bw=6.552734375,hits=8
2026-04-24T17:20:54.307213,VIDEO_REJECTED,cyclo rejected video,freq=2656515262.5152626,score=0
2026-04-24T17:20:54.311512,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672219780.21978,bw=4.169921875,hits=4
2026-04-24T17:20:54.334193,VIDEO_REJECTED,cyclo rejected video,freq=2672219780.21978,score=0
2026-04-24T17:20:54.406892,PLATEAU_CONFIRMED,Wideband signal detected,freq=2735304029.3040295,bw=7.5634765625,hits=5
2026-04-24T17:20:54.434525,VIDEO_REJECTED,cyclo rejected video,freq=2735304029.3040295,score=0
2026-04-24T17:20:54.696182,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2960000000
2026-04-24T17:20:54.823042,PLATEAU_CONFIRMED,Wideband signal detected,freq=3024583638.5836387,bw=8.5595703125,hits=5
2026-04-24T17:20:54.848942,VIDEO_REJECTED,cyclo rejected video,freq=3024583638.5836387,score=0
2026-04-24T17:20:54.856968,PLATEAU_CONFIRMED,Wideband signal detected,freq=3041360195.360195,bw=7.197265625,hits=3
2026-04-24T17:20:54.882391,VIDEO_REJECTED,cyclo rejected video,freq=3041360195.360195,score=0
2026-04-24T17:20:54.925340,PLATEAU_CONFIRMED,Wideband signal detected,freq=3075308913.308913,bw=5.908203125,hits=4
2026-04-24T17:20:54.954518,VIDEO_REJECTED,cyclo rejected video,freq=3075308913.308913,score=0
2026-04-24T17:20:54.957961,PLATEAU_CONFIRMED,Wideband signal detected,freq=3095538461.5384617,bw=4.90234375,hits=5
2026-04-24T17:20:54.981292,VIDEO_REJECTED,cyclo rejected video,freq=3095538461.5384617,score=0
2026-04-24T17:20:55.130720,PLATEAU_CONFIRMED,Wideband signal detected,freq=3220568986.5689864,bw=4.9951171875,hits=3
2026-04-24T17:20:55.157915,VIDEO_REJECTED,cyclo rejected video,freq=3220568986.5689864,score=0
2026-04-24T17:20:55.316779,PLATEAU_CONFIRMED,Wideband signal detected,freq=3367582417.5824175,bw=3.6328125,hits=3
2026-04-24T17:20:55.347978,VIDEO_REJECTED,cyclo rejected video,freq=3367582417.5824175,score=0
2026-04-24T17:20:55.369302,PLATEAU_CONFIRMED,Wideband signal detected,freq=3382705738.705739,bw=8.2763671875,hits=6
2026-04-24T17:20:55.397472,VIDEO_REJECTED,cyclo rejected video,freq=3382705738.705739,score=0
2026-04-24T17:20:55.401263,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3400000000
2026-04-24T17:20:55.502718,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426825396.825397,bw=5.5224609375,hits=5
2026-04-24T17:20:55.536936,VIDEO_REJECTED,cyclo rejected video,freq=3426825396.825397,score=0
2026-04-24T17:20:55.551941,PLATEAU_CONFIRMED,Wideband signal detected,freq=3446083028.0830283,bw=9.1552734375,hits=5
2026-04-24T17:20:55.597743,PLATEAU_CONFIRMED,Wideband signal detected,freq=3460959706.959707,bw=7.0751953125,hits=9
2026-04-24T17:20:55.598317,VIDEO_REJECTED,cyclo rejected video,freq=3446083028.0830283,score=0
2026-04-24T17:20:55.630166,VIDEO_REJECTED,cyclo rejected video,freq=3460959706.959707,score=0
2026-04-24T17:20:55.634462,PLATEAU_CONFIRMED,Wideband signal detected,freq=3473587301.5873013,bw=7.099609375,hits=4
2026-04-24T17:20:55.666256,VIDEO_REJECTED,cyclo rejected video,freq=3473587301.5873013,score=0
2026-04-24T17:20:55.674636,PLATEAU_CONFIRMED,Wideband signal detected,freq=3501531135.5311356,bw=7.880859375,hits=6
2026-04-24T17:20:55.713228,PLATEAU_CONFIRMED,Wideband signal detected,freq=3520622710.6227107,bw=5.8984375,hits=3
2026-04-24T17:20:55.713156,VIDEO_REJECTED,cyclo rejected video,freq=3501531135.5311356,score=0
2026-04-24T17:20:55.745447,VIDEO_REJECTED,cyclo rejected video,freq=3520622710.6227107,score=0
2026-04-24T17:20:55.762495,PLATEAU_CONFIRMED,Wideband signal detected,freq=3535724053.724054,bw=9.033203125,hits=9
2026-04-24T17:20:55.793729,VIDEO_REJECTED,cyclo rejected video,freq=3535724053.724054,score=0
2026-04-24T17:20:55.799322,PLATEAU_CONFIRMED,Wideband signal detected,freq=3567020757.020757,bw=5.2392578125,hits=7
2026-04-24T17:20:55.825751,VIDEO_REJECTED,cyclo rejected video,freq=3567020757.020757,score=0
2026-04-24T17:20:55.836637,PLATEAU_CONFIRMED,Wideband signal detected,freq=3584329670.3296704,bw=9.04296875,hits=9
2026-04-24T17:20:55.920758,VIDEO_REJECTED,cyclo rejected video,freq=3584329670.3296704,score=0
2026-04-24T17:20:55.946105,PLATEAU_CONFIRMED,Wideband signal detected,freq=3606234432.234432,bw=8.0517578125,hits=7
2026-04-24T17:20:56.060728,VIDEO_REJECTED,cyclo rejected video,freq=3606234432.234432,score=0
2026-04-24T17:20:56.082456,PLATEAU_CONFIRMED,Wideband signal detected,freq=3625926739.9267397,bw=7.3828125,hits=7
2026-04-24T17:20:56.324666,PLATEAU_CONFIRMED,Wideband signal detected,freq=3645140415.140415,bw=10.0,hits=9
2026-04-24T17:20:56.324837,VIDEO_REJECTED,cyclo rejected video,freq=3625926739.9267397,score=0
2026-04-24T17:20:56.369547,PLATEAU_CONFIRMED,Wideband signal detected,freq=3664119658.119658,bw=8.57421875,hits=9
2026-04-24T17:20:56.369858,VIDEO_REJECTED,cyclo rejected video,freq=3645140415.140415,score=0
2026-04-24T17:20:56.419792,VIDEO_REJECTED,cyclo rejected video,freq=3664119658.119658,score=0
2026-04-24T17:20:56.424304,PLATEAU_CONFIRMED,Wideband signal detected,freq=3687426129.4261293,bw=5.44921875,hits=5
2026-04-24T17:20:56.445900,VIDEO_REJECTED,cyclo rejected video,freq=3687426129.4261293,score=0
2026-04-24T17:20:56.491366,PLATEAU_CONFIRMED,Wideband signal detected,freq=3717990231.990232,bw=7.216796875,hits=4
2026-04-24T17:20:56.520308,VIDEO_REJECTED,cyclo rejected video,freq=3717990231.990232,score=0
2026-04-24T17:20:56.524198,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3740000000
2026-04-24T17:20:56.556151,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3760000000
2026-04-24T17:20:56.584615,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3780000000
2026-04-24T17:20:56.623077,PLATEAU_CONFIRMED,Wideband signal detected,freq=3796324786.324786,bw=5.771484375,hits=7
2026-04-24T17:20:56.658800,VIDEO_REJECTED,cyclo rejected video,freq=3796324786.324786,score=0
2026-04-24T17:20:56.707855,PLATEAU_CONFIRMED,Wideband signal detected,freq=3815489621.4896216,bw=9.013671875,hits=7
2026-04-24T17:20:56.741844,VIDEO_REJECTED,cyclo rejected video,freq=3815489621.4896216,score=0
2026-04-24T17:20:56.781691,PLATEAU_CONFIRMED,Wideband signal detected,freq=3833452991.4529915,bw=5.029296875,hits=6
2026-04-24T17:20:56.924601,VIDEO_REJECTED,cyclo rejected video,freq=3833452991.4529915,score=0
2026-04-24T17:20:57.014539,PLATEAU_CONFIRMED,Wideband signal detected,freq=3853010989.010989,bw=5.966796875,hits=10
2026-04-24T17:20:57.108571,VIDEO_REJECTED,cyclo rejected video,freq=3853010989.010989,score=0
2026-04-24T17:20:57.158205,PLATEAU_CONFIRMED,Wideband signal detected,freq=3884339438.3394384,bw=8.6181640625,hits=9
2026-04-24T17:20:57.188100,VIDEO_REJECTED,cyclo rejected video,freq=3884339438.3394384,score=0
2026-04-24T17:20:57.198350,PLATEAU_CONFIRMED,Wideband signal detected,freq=3904161172.161172,bw=5.849609375,hits=4
2026-04-24T17:20:57.226287,VIDEO_REJECTED,cyclo rejected video,freq=3904161172.161172,score=0
2026-04-24T17:20:57.377121,PLATEAU_CONFIRMED,Wideband signal detected,freq=3933697191.697191,bw=5.9326171875,hits=6
2026-04-24T17:20:57.410743,VIDEO_REJECTED,cyclo rejected video,freq=3933697191.697191,score=0
2026-04-24T17:20:57.414074,PLATEAU_CONFIRMED,Wideband signal detected,freq=3953882783.882784,bw=4.9462890625,hits=6
2026-04-24T17:20:57.435359,VIDEO_REJECTED,cyclo rejected video,freq=3953882783.882784,score=0
2026-04-24T17:20:57.523874,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4040000000
2026-04-24T17:20:57.579253,PLATEAU_CONFIRMED,Wideband signal detected,freq=4074170940.1709404,bw=4.970703125,hits=3
2026-04-24T17:20:57.602223,VIDEO_REJECTED,cyclo rejected video,freq=4074170940.1709404,score=0
2026-04-24T17:20:57.730151,PLATEAU_CONFIRMED,Wideband signal detected,freq=4158068376.068376,bw=8.408203125,hits=5
2026-04-24T17:20:57.770999,VIDEO_REJECTED,cyclo rejected video,freq=4158068376.068376,score=0
2026-04-24T17:20:57.774023,PLATEAU_CONFIRMED,Wideband signal detected,freq=4178390720.3907204,bw=5.8642578125,hits=7
2026-04-24T17:20:57.797147,VIDEO_REJECTED,cyclo rejected video,freq=4178390720.3907204,score=0
2026-04-24T17:20:58.064820,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=4400000000
2026-04-24T17:20:58.817523,PLATEAU_CONFIRMED,Wideband signal detected,freq=4987013431.013432,bw=5.361328125,hits=4
2026-04-24T17:20:58.853370,VIDEO_REJECTED,cyclo rejected video,freq=4987013431.013432,score=0
2026-04-24T17:20:58.861821,PLATEAU_CONFIRMED,Wideband signal detected,freq=5004481074.481074,bw=7.55859375,hits=5
2026-04-24T17:20:58.902902,VIDEO_REJECTED,cyclo rejected video,freq=5004481074.481074,score=0
2026-04-24T17:20:58.909745,PLATEAU_CONFIRMED,Wideband signal detected,freq=5023172161.172161,bw=6.9287109375,hits=6
2026-04-24T17:20:58.940199,VIDEO_REJECTED,cyclo rejected video,freq=5023172161.172161,score=0
2026-04-24T17:20:58.946096,PLATEAU_CONFIRMED,Wideband signal detected,freq=5037384615.384615,bw=5.5322265625,hits=5
2026-04-24T17:20:58.973979,VIDEO_REJECTED,cyclo rejected video,freq=5037384615.384615,score=0
2026-04-24T17:20:58.978381,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=5060000000
2026-04-24T17:20:59.009413,PLATEAU_CONFIRMED,Wideband signal detected,freq=5083826617.826618,bw=4.55078125,hits=7
2026-04-24T17:20:59.035968,VIDEO_REJECTED,cyclo rejected video,freq=5083826617.826618,score=0
