2026-04-24T17:26:20.969252,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:26:21.013235,PLATEAU_CONFIRMED,Wideband signal detected,freq=105025641.02564102,bw=7.8369140625,hits=8
2026-04-24T17:26:21.031407,VIDEO_REJECTED,autocorr rejected video,freq=105025641.02564102,score=0.0
2026-04-24T17:26:21.078135,PLATEAU_CONFIRMED,Wideband signal detected,freq=125887667.8876679,bw=7.6904296875,hits=8
2026-04-24T17:26:21.098721,VIDEO_REJECTED,autocorr rejected video,freq=125887667.8876679,score=0.0
2026-04-24T17:26:21.136782,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=160000000
2026-04-24T17:26:21.279839,PLATEAU_CONFIRMED,Wideband signal detected,freq=246290598.29059827,bw=7.16796875,hits=6
2026-04-24T17:26:21.304317,VIDEO_REJECTED,autocorr rejected video,freq=246290598.29059827,score=0.0
2026-04-24T17:26:21.315499,PLATEAU_CONFIRMED,Wideband signal detected,freq=266390720.3907204,bw=3.2763671875,hits=4
2026-04-24T17:26:21.334574,VIDEO_REJECTED,autocorr rejected video,freq=266390720.3907204,score=0.0
2026-04-24T17:26:21.384978,PLATEAU_CONFIRMED,Wideband signal detected,freq=294693528.6935287,bw=5.9228515625,hits=5
2026-04-24T17:26:21.405725,VIDEO_REJECTED,autocorr rejected video,freq=294693528.6935287,score=0.0
2026-04-24T17:26:21.427469,PLATEAU_CONFIRMED,Wideband signal detected,freq=313658119.6581197,bw=4.98046875,hits=5
2026-04-24T17:26:21.444612,VIDEO_REJECTED,autocorr rejected video,freq=313658119.6581197,score=0.0
2026-04-24T17:26:21.486780,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=360000000
2026-04-24T17:26:21.551219,PLATEAU_CONFIRMED,Wideband signal detected,freq=393877899.8778999,bw=5.9423828125,hits=4
2026-04-24T17:26:21.571624,VIDEO_REJECTED,autocorr rejected video,freq=393877899.8778999,score=0.0
2026-04-24T17:26:21.591623,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=420000000
2026-04-24T17:26:21.798215,PLATEAU_CONFIRMED,Wideband signal detected,freq=566507936.5079365,bw=5.3759765625,hits=3
2026-04-24T17:26:21.824139,VIDEO_REJECTED,autocorr rejected video,freq=566507936.5079365,score=0.0
2026-04-24T17:26:21.833648,PLATEAU_CONFIRMED,Wideband signal detected,freq=585106227.1062272,bw=5.166015625,hits=5
2026-04-24T17:26:21.853569,VIDEO_REJECTED,autocorr rejected video,freq=585106227.1062272,score=0.0
2026-04-24T17:26:21.870322,PLATEAU_CONFIRMED,Wideband signal detected,freq=604993894.993895,bw=6.77734375,hits=3
2026-04-24T17:26:21.891752,VIDEO_REJECTED,autocorr rejected video,freq=604993894.993895,score=0.0
2026-04-24T17:26:21.908558,PLATEAU_CONFIRMED,Wideband signal detected,freq=616666666.6666666,bw=7.9248046875,hits=3
2026-04-24T17:26:21.927587,VIDEO_REJECTED,autocorr rejected video,freq=616666666.6666666,score=0.0
2026-04-24T17:26:21.945695,PLATEAU_CONFIRMED,Wideband signal detected,freq=639626373.6263736,bw=6.064453125,hits=4
2026-04-24T17:26:21.970691,VIDEO_REJECTED,autocorr rejected video,freq=639626373.6263736,score=0.0
2026-04-24T17:26:21.987013,PLATEAU_CONFIRMED,Wideband signal detected,freq=665592185.5921856,bw=7.7490234375,hits=6
2026-04-24T17:26:22.010301,VIDEO_REJECTED,autocorr rejected video,freq=665592185.5921856,score=0.0
2026-04-24T17:26:22.024525,PLATEAU_CONFIRMED,Wideband signal detected,freq=686170940.1709402,bw=6.0302734375,hits=5
2026-04-24T17:26:22.043375,VIDEO_REJECTED,autocorr rejected video,freq=686170940.1709402,score=0.0
2026-04-24T17:26:22.088995,PLATEAU_CONFIRMED,Wideband signal detected,freq=724224664.2246642,bw=6.1474609375,hits=4
2026-04-24T17:26:22.110915,VIDEO_REJECTED,autocorr rejected video,freq=724224664.2246642,score=0.0
2026-04-24T17:26:22.152611,PLATEAU_CONFIRMED,Wideband signal detected,freq=763279609.2796093,bw=2.98828125,hits=5
2026-04-24T17:26:22.176254,VIDEO_REJECTED,autocorr rejected video,freq=763279609.2796093,score=0.0
2026-04-24T17:26:22.429425,PLATEAU_CONFIRMED,Wideband signal detected,freq=939684981.6849817,bw=8.896484375,hits=5
2026-04-24T17:26:22.454467,VIDEO_REJECTED,autocorr rejected video,freq=939684981.6849817,score=0.0
2026-04-24T17:26:22.471562,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=960000000
2026-04-24T17:26:22.752317,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1160000000
2026-04-24T17:26:23.116054,PLATEAU_CONFIRMED,Wideband signal detected,freq=1392652014.6520147,bw=5.3125,hits=7
2026-04-24T17:26:23.140942,VIDEO_REJECTED,autocorr rejected video,freq=1392652014.6520147,score=0.0
2026-04-24T17:26:23.151003,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1420000000
2026-04-24T17:26:23.236273,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1480000000
2026-04-24T17:26:23.503032,PLATEAU_CONFIRMED,Wideband signal detected,freq=1673990231.990232,bw=4.794921875,hits=3
2026-04-24T17:26:23.521413,VIDEO_REJECTED,autocorr rejected video,freq=1673990231.990232,score=0.0
2026-04-24T17:26:23.927436,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807836385.8363857,bw=4.3701171875,hits=8
2026-04-24T17:26:24.115796,VIDEO_REJECTED,autocorr rejected video,freq=1807836385.8363857,score=0.0
2026-04-24T17:26:24.196528,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827924297.9242978,bw=4.326171875,hits=10
2026-04-24T17:26:24.219510,VIDEO_REJECTED,autocorr rejected video,freq=1827924297.9242978,score=0.0
2026-04-24T17:26:24.254008,PLATEAU_CONFIRMED,Wideband signal detected,freq=1834087912.087912,bw=7.822265625,hits=9
2026-04-24T17:26:24.277120,VIDEO_REJECTED,autocorr rejected video,freq=1834087912.087912,score=0.0
2026-04-24T17:26:24.292232,PLATEAU_CONFIRMED,Wideband signal detected,freq=1857506715.5067155,bw=7.0947265625,hits=7
2026-04-24T17:26:24.327446,VIDEO_REJECTED,autocorr rejected video,freq=1857506715.5067155,score=0.0
2026-04-24T17:26:24.349989,PLATEAU_CONFIRMED,Wideband signal detected,freq=1876481074.4810746,bw=9.94140625,hits=9
2026-04-24T17:26:24.372659,VIDEO_REJECTED,autocorr rejected video,freq=1876481074.4810746,score=0.0
2026-04-24T17:26:24.388245,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895396825.3968253,bw=6.6943359375,hits=7
2026-04-24T17:26:24.409104,VIDEO_REJECTED,autocorr rejected video,freq=1895396825.3968253,score=0.0
2026-04-24T17:26:24.697732,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2120000000
2026-04-24T17:26:24.803250,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144649572.6495728,bw=8.583984375,hits=8
2026-04-24T17:26:24.823939,VIDEO_REJECTED,autocorr rejected video,freq=2144649572.6495728,score=0.0
2026-04-24T17:26:24.838244,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2160000000
2026-04-24T17:26:24.970187,PLATEAU_CONFIRMED,Wideband signal detected,freq=2186708180.708181,bw=4.8095703125,hits=6
2026-04-24T17:26:25.040538,VIDEO_REJECTED,autocorr rejected video,freq=2186708180.708181,score=0.0
2026-04-24T17:26:25.061412,PLATEAU_CONFIRMED,Wideband signal detected,freq=2207433455.4334555,bw=4.6630859375,hits=8
2026-04-24T17:26:25.078856,VIDEO_REJECTED,autocorr rejected video,freq=2207433455.4334555,score=0.0
2026-04-24T17:26:25.170851,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2280000000
2026-04-24T17:26:25.340588,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2400000000
2026-04-24T17:26:25.442340,PLATEAU_CONFIRMED,Wideband signal detected,freq=2413448107.4481072,bw=6.77734375,hits=6
2026-04-24T17:26:25.611897,VIDEO_REJECTED,autocorr rejected video,freq=2413448107.4481072,score=0.0
2026-04-24T17:26:25.684611,PLATEAU_CONFIRMED,Wideband signal detected,freq=2433995115.995116,bw=8.3056640625,hits=10
2026-04-24T17:26:25.706402,VIDEO_REJECTED,autocorr rejected video,freq=2433995115.995116,score=0.0
2026-04-24T17:26:25.718604,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2460000000
2026-04-24T17:26:25.746931,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2480000000
2026-04-24T17:26:25.825098,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2540000000
2026-04-24T17:26:25.988822,PLATEAU_CONFIRMED,Wideband signal detected,freq=2612266178.266178,bw=4.39453125,hits=5
2026-04-24T17:26:26.061660,VIDEO_REJECTED,autocorr rejected video,freq=2612266178.266178,score=0.0
2026-04-24T17:26:26.093999,PLATEAU_CONFIRMED,Wideband signal detected,freq=2635006105.006105,bw=9.0380859375,hits=9
2026-04-24T17:26:26.142714,VIDEO_REJECTED,autocorr rejected video,freq=2635006105.006105,score=0.0
2026-04-24T17:26:26.169028,PLATEAU_CONFIRMED,Wideband signal detected,freq=2655533577.533578,bw=9.912109375,hits=8
2026-04-24T17:26:26.278234,VIDEO_REJECTED,autocorr rejected video,freq=2655533577.533578,score=0.0
2026-04-24T17:26:26.295329,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672244200.2442,bw=4.3603515625,hits=8
2026-04-24T17:26:26.313654,VIDEO_REJECTED,autocorr rejected video,freq=2672244200.2442,score=0.0
2026-04-24T17:26:26.905420,PLATEAU_CONFIRMED,Wideband signal detected,freq=3136310134.3101344,bw=8.22265625,hits=7
2026-04-24T17:26:26.925737,VIDEO_REJECTED,autocorr rejected video,freq=3136310134.3101344,score=0.0
2026-04-24T17:26:26.949176,PLATEAU_CONFIRMED,Wideband signal detected,freq=3167050061.050061,bw=4.9951171875,hits=3
2026-04-24T17:26:26.971108,VIDEO_REJECTED,autocorr rejected video,freq=3167050061.050061,score=0.0
2026-04-24T17:26:26.983858,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3180000000
