2026-04-24T17:43:43.693566,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:43:49.106224,VIDEO_REJECTED,autocorr rejected video,freq=1785914529.9145298,score=0.0
2026-04-24T17:43:49.182048,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807006105.006105,bw=7.2119140625,hits=9
2026-04-24T17:43:49.294149,VIDEO_REJECTED,autocorr rejected video,freq=1807006105.006105,score=0.0
2026-04-24T17:43:49.410399,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827904761.9047618,bw=4.1943359375,hits=10
2026-04-24T17:43:49.438074,VIDEO_REJECTED,autocorr rejected video,freq=1827904761.9047618,score=0.0
2026-04-24T17:43:49.480766,PLATEAU_CONFIRMED,Wideband signal detected,freq=1847592185.5921855,bw=7.2314453125,hits=9
2026-04-24T17:43:49.503244,VIDEO_REJECTED,autocorr rejected video,freq=1847592185.5921855,score=0.0
2026-04-24T17:43:49.522949,PLATEAU_CONFIRMED,Wideband signal detected,freq=1856544566.5445666,bw=5.0341796875,hits=5
2026-04-24T17:43:49.572756,VIDEO_REJECTED,autocorr rejected video,freq=1856544566.5445666,score=0.0
2026-04-24T17:43:49.589935,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875619047.6190476,bw=9.697265625,hits=10
2026-04-24T17:43:49.630646,VIDEO_REJECTED,autocorr rejected video,freq=1875619047.6190476,score=0.0
2026-04-24T17:43:49.643164,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895711843.7118435,bw=7.958984375,hits=10
2026-04-24T17:43:49.661311,VIDEO_REJECTED,autocorr rejected video,freq=1895711843.7118435,score=0.0
2026-04-24T17:43:49.672721,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1920000000
2026-04-24T17:43:49.700034,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1940000000
2026-04-24T17:43:49.807662,PLATEAU_CONFIRMED,Wideband signal detected,freq=2023318681.3186812,bw=3.3154296875,hits=3
2026-04-24T17:43:49.829988,VIDEO_REJECTED,autocorr rejected video,freq=2023318681.3186812,score=0.0
2026-04-24T17:43:49.847203,PLATEAU_CONFIRMED,Wideband signal detected,freq=2039684981.6849816,bw=9.4091796875,hits=5
2026-04-24T17:43:49.873046,VIDEO_REJECTED,autocorr rejected video,freq=2039684981.6849816,score=0.0
2026-04-24T17:43:49.917756,PLATEAU_CONFIRMED,Wideband signal detected,freq=2056151404.1514041,bw=8.6572265625,hits=8
2026-04-24T17:43:49.954806,VIDEO_REJECTED,autocorr rejected video,freq=2056151404.1514041,score=0.0
2026-04-24T17:43:50.028097,PLATEAU_CONFIRMED,Wideband signal detected,freq=2074341880.3418803,bw=7.0654296875,hits=10
2026-04-24T17:43:50.091580,VIDEO_REJECTED,autocorr rejected video,freq=2074341880.3418803,score=0.0
2026-04-24T17:43:50.163957,PLATEAU_CONFIRMED,Wideband signal detected,freq=2092422466.4224665,bw=5.9033203125,hits=10
2026-04-24T17:43:50.190404,VIDEO_REJECTED,autocorr rejected video,freq=2092422466.4224665,score=0.0
2026-04-24T17:43:50.206894,PLATEAU_CONFIRMED,Wideband signal detected,freq=2115768009.7680097,bw=6.7578125,hits=3
2026-04-24T17:43:50.301318,VIDEO_REJECTED,autocorr rejected video,freq=2115768009.7680097,score=0.0
2026-04-24T17:43:50.522508,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144747252.747253,bw=9.140625,hits=8
2026-04-24T17:43:50.731129,VIDEO_REJECTED,autocorr rejected video,freq=2144747252.747253,score=0.0
2026-04-24T17:43:50.802009,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164578754.5787544,bw=8.7353515625,hits=10
2026-04-24T17:43:50.870301,VIDEO_REJECTED,autocorr rejected video,freq=2164578754.5787544,score=0.0
2026-04-24T17:43:51.046038,PLATEAU_CONFIRMED,Wideband signal detected,freq=2186400488.4004884,bw=5.947265625,hits=7
2026-04-24T17:43:51.080779,VIDEO_REJECTED,autocorr rejected video,freq=2186400488.4004884,score=0.0
2026-04-24T17:43:51.157986,PLATEAU_CONFIRMED,Wideband signal detected,freq=2206747252.747253,bw=4.7998046875,hits=9
2026-04-24T17:43:51.175707,VIDEO_REJECTED,autocorr rejected video,freq=2206747252.747253,score=0.0
2026-04-24T17:43:51.372841,PLATEAU_CONFIRMED,Wideband signal detected,freq=2357853479.85348,bw=3.88671875,hits=4
2026-04-24T17:43:51.396128,VIDEO_REJECTED,autocorr rejected video,freq=2357853479.85348,score=0.0
2026-04-24T17:43:51.409639,PLATEAU_CONFIRMED,Wideband signal detected,freq=2384212454.2124543,bw=5.3857421875,hits=3
2026-04-24T17:43:51.485456,VIDEO_REJECTED,autocorr rejected video,freq=2384212454.2124543,score=0.0
2026-04-24T17:43:51.628803,PLATEAU_CONFIRMED,Wideband signal detected,freq=2399567765.567765,bw=6.6552734375,hits=8
2026-04-24T17:43:51.636896,VIDEO_REJECTED,autocorr rejected video,freq=2399567765.567765,score=0.0
2026-04-24T17:43:51.710849,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2420000000
2026-04-24T17:43:51.758511,PLATEAU_CONFIRMED,Wideband signal detected,freq=2443714285.714286,bw=8.45703125,hits=9
2026-04-24T17:43:51.775421,VIDEO_REJECTED,autocorr rejected video,freq=2443714285.714286,score=0.0
2026-04-24T17:43:51.791915,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2460000000
2026-04-24T17:43:52.037939,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2620000000
2026-04-24T17:43:52.076994,PLATEAU_CONFIRMED,Wideband signal detected,freq=2644896214.896215,bw=9.462890625,hits=7
2026-04-24T17:43:52.164984,VIDEO_REJECTED,autocorr rejected video,freq=2644896214.896215,score=0.0
2026-04-24T17:43:52.299950,PLATEAU_CONFIRMED,Wideband signal detected,freq=2652202686.2026863,bw=5.9033203125,hits=9
2026-04-24T17:43:52.444378,VIDEO_REJECTED,autocorr rejected video,freq=2652202686.2026863,score=0.0
2026-04-24T17:43:52.506337,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672202686.2026863,bw=4.4091796875,hits=9
2026-04-24T17:43:52.522685,VIDEO_REJECTED,autocorr rejected video,freq=2672202686.2026863,score=0.0
2026-04-24T17:43:52.587682,PLATEAU_CONFIRMED,Wideband signal detected,freq=2735777777.7777777,bw=5.966796875,hits=3
2026-04-24T17:43:52.610806,VIDEO_REJECTED,autocorr rejected video,freq=2735777777.7777777,score=0.0
2026-04-24T17:43:52.982872,PLATEAU_CONFIRMED,Wideband signal detected,freq=3024092796.0927963,bw=7.8662109375,hits=4
2026-04-24T17:43:53.000277,VIDEO_REJECTED,autocorr rejected video,freq=3024092796.0927963,score=0.0
2026-04-24T17:43:53.553643,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426986568.986569,bw=4.521484375,hits=5
2026-04-24T17:43:53.595380,VIDEO_REJECTED,autocorr rejected video,freq=3426986568.986569,score=0.0
2026-04-24T17:43:53.624977,PLATEAU_CONFIRMED,Wideband signal detected,freq=3446385836.3858366,bw=9.86328125,hits=10
2026-04-24T17:43:53.649564,VIDEO_REJECTED,autocorr rejected video,freq=3446385836.3858366,score=0.0
2026-04-24T17:43:53.661333,PLATEAU_CONFIRMED,Wideband signal detected,freq=3466293040.2930403,bw=5.458984375,hits=5
2026-04-24T17:43:53.689125,VIDEO_REJECTED,autocorr rejected video,freq=3466293040.2930403,score=0.0
2026-04-24T17:43:53.695524,PLATEAU_CONFIRMED,Wideband signal detected,freq=3477277167.2771673,bw=6.2451171875,hits=6
2026-04-24T17:43:53.715363,VIDEO_REJECTED,autocorr rejected video,freq=3477277167.2771673,score=0.0
2026-04-24T17:43:53.728405,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3500000000
2026-04-24T17:43:53.812293,PLATEAU_CONFIRMED,Wideband signal detected,freq=3563584859.58486,bw=8.88671875,hits=6
2026-04-24T17:43:53.829875,VIDEO_REJECTED,autocorr rejected video,freq=3563584859.58486,score=0.0
2026-04-24T17:43:53.846206,PLATEAU_CONFIRMED,Wideband signal detected,freq=3581062271.062271,bw=7.841796875,hits=4
2026-04-24T17:43:53.870235,VIDEO_REJECTED,autocorr rejected video,freq=3581062271.062271,score=0.0
2026-04-24T17:43:53.911996,PLATEAU_CONFIRMED,Wideband signal detected,freq=3607621489.6214895,bw=3.7109375,hits=3
2026-04-24T17:43:53.965681,VIDEO_REJECTED,autocorr rejected video,freq=3607621489.6214895,score=0.0
2026-04-24T17:43:54.000459,PLATEAU_CONFIRMED,Wideband signal detected,freq=3625599511.5995116,bw=6.3525390625,hits=7
2026-04-24T17:43:54.032672,VIDEO_REJECTED,autocorr rejected video,freq=3625599511.5995116,score=0.0
2026-04-24T17:43:54.050370,PLATEAU_CONFIRMED,Wideband signal detected,freq=3645394383.3943834,bw=7.861328125,hits=7
2026-04-24T17:43:54.071344,VIDEO_REJECTED,autocorr rejected video,freq=3645394383.3943834,score=0.0
2026-04-24T17:43:54.170513,PLATEAU_CONFIRMED,Wideband signal detected,freq=3716798534.798535,bw=6.4794921875,hits=5
2026-04-24T17:43:54.191471,VIDEO_REJECTED,autocorr rejected video,freq=3716798534.798535,score=0.0
2026-04-24T17:43:54.207493,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3740000000
2026-04-24T17:43:54.236135,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3760000000
2026-04-24T17:43:54.263761,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3780000000
2026-04-24T17:43:54.290495,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3800000000
2026-04-24T17:43:54.323086,PLATEAU_CONFIRMED,Wideband signal detected,freq=3818454212.4542127,bw=6.2158203125,hits=7
2026-04-24T17:43:54.342324,VIDEO_REJECTED,autocorr rejected video,freq=3818454212.4542127,score=0.0
2026-04-24T17:43:54.360597,PLATEAU_CONFIRMED,Wideband signal detected,freq=3833606837.6068373,bw=4.0185546875,hits=4
2026-04-24T17:43:54.379590,VIDEO_REJECTED,autocorr rejected video,freq=3833606837.6068373,score=0.0
2026-04-24T17:43:54.534338,PLATEAU_CONFIRMED,Wideband signal detected,freq=3934639804.639805,bw=4.3505859375,hits=4
2026-04-24T17:43:54.552879,VIDEO_REJECTED,autocorr rejected video,freq=3934639804.639805,score=0.0
2026-04-24T17:43:54.876403,PLATEAU_CONFIRMED,Wideband signal detected,freq=4155523809.5238094,bw=9.013671875,hits=7
2026-04-24T17:43:54.901180,VIDEO_REJECTED,autocorr rejected video,freq=4155523809.5238094,score=0.0
2026-04-24T17:43:54.912928,PLATEAU_CONFIRMED,Wideband signal detected,freq=4174708180.708181,bw=3.5205078125,hits=7
2026-04-24T17:43:54.930027,VIDEO_REJECTED,autocorr rejected video,freq=4174708180.708181,score=0.0
2026-04-24T17:43:56.133324,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=5140000000
