2026-04-24T17:23:45.771486,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:23:49.396797,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=900000000
2026-04-24T17:23:49.649324,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=960000000
2026-04-24T17:23:49.682405,PLATEAU_CONFIRMED,Wideband signal detected,freq=973492063.4920635,bw=9.6337890625,hits=7
2026-04-24T17:23:49.711201,VIDEO_REJECTED,cyclo rejected video,freq=973492063.4920635,score=0
2026-04-24T17:23:50.266968,PLATEAU_CONFIRMED,Wideband signal detected,freq=1239565323.5653234,bw=9.4287109375,hits=8
2026-04-24T17:23:50.282929,VIDEO_CONFIRMED,cyclo confirmed video,freq=1239565323.5653234,score=9
2026-04-24T17:23:50.359255,PLATEAU_CONFIRMED,Wideband signal detected,freq=1259677655.6776557,bw=6.6845703125,hits=10
2026-04-24T17:23:50.384702,VIDEO_REJECTED,cyclo rejected video,freq=1259677655.6776557,score=1
2026-04-24T17:23:50.415573,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1300000000
2026-04-24T17:23:50.681973,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1500000000
2026-04-24T17:23:51.107188,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1760000000
2026-04-24T17:23:51.198622,PLATEAU_CONFIRMED,Wideband signal detected,freq=1785914529.9145298,bw=7.2265625,hits=6
2026-04-24T17:23:51.378588,VIDEO_REJECTED,cyclo rejected video,freq=1785914529.9145298,score=0
2026-04-24T17:23:51.408253,PLATEAU_CONFIRMED,Wideband signal detected,freq=1806210012.2100122,bw=7.34375,hits=10
2026-04-24T17:23:51.613005,VIDEO_REJECTED,cyclo rejected video,freq=1806210012.2100122,score=0
2026-04-24T17:23:51.644073,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827904761.9047618,bw=4.1943359375,hits=10
2026-04-24T17:23:51.727193,VIDEO_REJECTED,cyclo rejected video,freq=1827904761.9047618,score=0
2026-04-24T17:23:51.728484,PLATEAU_CONFIRMED,Wideband signal detected,freq=1847982905.9829059,bw=8.2373046875,hits=7
2026-04-24T17:23:51.764860,VIDEO_REJECTED,cyclo rejected video,freq=1847982905.9829059,score=0
2026-04-24T17:23:51.771354,PLATEAU_CONFIRMED,Wideband signal detected,freq=1856749694.7496948,bw=6.11328125,hits=5
2026-04-24T17:23:51.871676,PLATEAU_CONFIRMED,Wideband signal detected,freq=1874898656.8986568,bw=9.6875,hits=10
2026-04-24T17:23:51.872023,VIDEO_REJECTED,cyclo rejected video,freq=1856749694.7496948,score=0
2026-04-24T17:23:51.925214,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895780219.7802196,bw=9.638671875,hits=10
2026-04-24T17:23:51.925437,VIDEO_REJECTED,cyclo rejected video,freq=1874898656.8986568,score=0
2026-04-24T17:23:51.951856,VIDEO_REJECTED,cyclo rejected video,freq=1895780219.7802196,score=0
2026-04-24T17:23:51.955597,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1920000000
2026-04-24T17:23:51.984409,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1940000000
2026-04-24T17:23:52.097981,PLATEAU_CONFIRMED,Wideband signal detected,freq=2023318681.3186812,bw=3.3154296875,hits=3
2026-04-24T17:23:52.128764,VIDEO_REJECTED,cyclo rejected video,freq=2023318681.3186812,score=0
2026-04-24T17:23:52.139791,PLATEAU_CONFIRMED,Wideband signal detected,freq=2039684981.6849816,bw=9.4091796875,hits=5
2026-04-24T17:23:52.188523,VIDEO_REJECTED,cyclo rejected video,freq=2039684981.6849816,score=0
2026-04-24T17:23:52.212463,PLATEAU_CONFIRMED,Wideband signal detected,freq=2056151404.1514041,bw=8.6572265625,hits=8
2026-04-24T17:23:52.312352,VIDEO_REJECTED,cyclo rejected video,freq=2056151404.1514041,score=0
2026-04-24T17:23:52.327477,PLATEAU_CONFIRMED,Wideband signal detected,freq=2074341880.3418803,bw=7.0654296875,hits=10
2026-04-24T17:23:52.460744,PLATEAU_CONFIRMED,Wideband signal detected,freq=2093760683.7606838,bw=6.7626953125,hits=10
2026-04-24T17:23:52.460913,VIDEO_REJECTED,cyclo rejected video,freq=2074341880.3418803,score=0
2026-04-24T17:23:52.493110,VIDEO_REJECTED,cyclo rejected video,freq=2093760683.7606838,score=0
2026-04-24T17:23:52.505016,PLATEAU_CONFIRMED,Wideband signal detected,freq=2121780219.7802198,bw=5.9521484375,hits=5
2026-04-24T17:23:52.869438,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144739926.7399268,bw=9.0966796875,hits=9
2026-04-24T17:23:52.870086,VIDEO_REJECTED,cyclo rejected video,freq=2121780219.7802198,score=0
2026-04-24T17:23:53.117594,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164568986.5689864,bw=8.9453125,hits=10
2026-04-24T17:23:53.118156,VIDEO_REJECTED,cyclo rejected video,freq=2144739926.7399268,score=0
2026-04-24T17:23:53.348883,VIDEO_REJECTED,cyclo rejected video,freq=2164568986.5689864,score=0
2026-04-24T17:23:53.405498,PLATEAU_CONFIRMED,Wideband signal detected,freq=2186356532.3565326,bw=6.064453125,hits=7
2026-04-24T17:23:53.542224,VIDEO_REJECTED,cyclo rejected video,freq=2186356532.3565326,score=0
2026-04-24T17:23:53.542341,PLATEAU_CONFIRMED,Wideband signal detected,freq=2206920634.920635,bw=4.5654296875,hits=8
2026-04-24T17:23:53.577007,VIDEO_REJECTED,cyclo rejected video,freq=2206920634.920635,score=0
2026-04-24T17:23:53.825818,PLATEAU_CONFIRMED,Wideband signal detected,freq=2357853479.85348,bw=3.88671875,hits=4
2026-04-24T17:23:53.855939,VIDEO_REJECTED,cyclo rejected video,freq=2357853479.85348,score=0
2026-04-24T17:23:53.864496,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2380000000
2026-04-24T17:23:54.118739,PLATEAU_CONFIRMED,Wideband signal detected,freq=2392007326.007326,bw=6.6650390625,hits=7
2026-04-24T17:23:54.190752,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2420000000
2026-04-24T17:23:54.191651,VIDEO_REJECTED,cyclo rejected video,freq=2392007326.007326,score=0
2026-04-24T17:23:54.240697,PLATEAU_CONFIRMED,Wideband signal detected,freq=2443714285.714286,bw=8.45703125,hits=9
2026-04-24T17:23:54.266504,VIDEO_REJECTED,cyclo rejected video,freq=2443714285.714286,score=0
2026-04-24T17:23:54.273969,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2460000000
2026-04-24T17:23:54.529779,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2620000000
2026-04-24T17:23:54.571382,PLATEAU_CONFIRMED,Wideband signal detected,freq=2644896214.896215,bw=9.462890625,hits=7
2026-04-24T17:23:54.776195,VIDEO_REJECTED,cyclo rejected video,freq=2644896214.896215,score=0
2026-04-24T17:23:54.804735,PLATEAU_CONFIRMED,Wideband signal detected,freq=2652197802.197802,bw=6.8701171875,hits=9
2026-04-24T17:23:55.018358,VIDEO_REJECTED,cyclo rejected video,freq=2652197802.197802,score=0
2026-04-24T17:23:55.018320,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672202686.2026863,bw=4.4091796875,hits=9
2026-04-24T17:23:55.039324,VIDEO_REJECTED,cyclo rejected video,freq=2672202686.2026863,score=0
2026-04-24T17:23:55.102257,PLATEAU_CONFIRMED,Wideband signal detected,freq=2735777777.7777777,bw=5.966796875,hits=3
2026-04-24T17:23:55.127585,VIDEO_REJECTED,cyclo rejected video,freq=2735777777.7777777,score=0
2026-04-24T17:23:55.502033,PLATEAU_CONFIRMED,Wideband signal detected,freq=3024092796.0927963,bw=7.8662109375,hits=4
2026-04-24T17:23:55.523289,VIDEO_REJECTED,cyclo rejected video,freq=3024092796.0927963,score=0
2026-04-24T17:23:56.087993,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426986568.986569,bw=4.521484375,hits=5
2026-04-24T17:23:56.163318,PLATEAU_CONFIRMED,Wideband signal detected,freq=3446385836.3858366,bw=9.86328125,hits=10
2026-04-24T17:23:56.163712,VIDEO_REJECTED,cyclo rejected video,freq=3426986568.986569,score=0
2026-04-24T17:23:56.200504,VIDEO_REJECTED,cyclo rejected video,freq=3446385836.3858366,score=0
2026-04-24T17:23:56.210526,PLATEAU_CONFIRMED,Wideband signal detected,freq=3461177045.177045,bw=9.345703125,hits=10
2026-04-24T17:23:56.236975,VIDEO_REJECTED,cyclo rejected video,freq=3461177045.177045,score=0
2026-04-24T17:23:56.249919,PLATEAU_CONFIRMED,Wideband signal detected,freq=3476158730.15873,bw=7.9541015625,hits=5
2026-04-24T17:23:56.279769,VIDEO_REJECTED,cyclo rejected video,freq=3476158730.15873,score=0
2026-04-24T17:23:56.283413,PLATEAU_CONFIRMED,Wideband signal detected,freq=3493789987.7899876,bw=4.0966796875,hits=3
2026-04-24T17:23:56.307190,VIDEO_REJECTED,cyclo rejected video,freq=3493789987.7899876,score=0
2026-04-24T17:23:56.369145,PLATEAU_CONFIRMED,Wideband signal detected,freq=3563584859.58486,bw=8.88671875,hits=6
2026-04-24T17:23:56.398946,VIDEO_REJECTED,cyclo rejected video,freq=3563584859.58486,score=0
2026-04-24T17:23:56.402769,PLATEAU_CONFIRMED,Wideband signal detected,freq=3581062271.062271,bw=7.841796875,hits=4
2026-04-24T17:23:56.430166,VIDEO_REJECTED,cyclo rejected video,freq=3581062271.062271,score=0
2026-04-24T17:23:56.475991,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3600000000
2026-04-24T17:23:56.566218,PLATEAU_CONFIRMED,Wideband signal detected,freq=3625599511.5995116,bw=6.3525390625,hits=7
2026-04-24T17:23:56.605163,VIDEO_REJECTED,cyclo rejected video,freq=3625599511.5995116,score=0
2026-04-24T17:23:56.609963,PLATEAU_CONFIRMED,Wideband signal detected,freq=3644947496.947497,bw=8.232421875,hits=10
2026-04-24T17:23:56.638445,VIDEO_REJECTED,cyclo rejected video,freq=3644947496.947497,score=0
2026-04-24T17:23:56.731946,PLATEAU_CONFIRMED,Wideband signal detected,freq=3716798534.798535,bw=6.4794921875,hits=5
2026-04-24T17:23:56.759371,VIDEO_REJECTED,cyclo rejected video,freq=3716798534.798535,score=0
2026-04-24T17:23:56.769228,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3740000000
2026-04-24T17:23:56.797893,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3760000000
2026-04-24T17:23:56.851334,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3800000000
2026-04-24T17:23:56.884956,PLATEAU_CONFIRMED,Wideband signal detected,freq=3818454212.4542127,bw=6.2158203125,hits=7
2026-04-24T17:23:56.915477,VIDEO_REJECTED,cyclo rejected video,freq=3818454212.4542127,score=0
2026-04-24T17:23:56.920776,PLATEAU_CONFIRMED,Wideband signal detected,freq=3833587301.5873013,bw=3.75,hits=4
2026-04-24T17:23:56.942099,VIDEO_REJECTED,cyclo rejected video,freq=3833587301.5873013,score=0
2026-04-24T17:23:57.096668,PLATEAU_CONFIRMED,Wideband signal detected,freq=3934639804.639805,bw=4.3505859375,hits=4
2026-04-24T17:23:57.121540,VIDEO_REJECTED,cyclo rejected video,freq=3934639804.639805,score=0
2026-04-24T17:23:57.440712,PLATEAU_CONFIRMED,Wideband signal detected,freq=4155523809.5238094,bw=9.013671875,hits=7
2026-04-24T17:23:57.472014,VIDEO_REJECTED,cyclo rejected video,freq=4155523809.5238094,score=0
2026-04-24T17:23:57.475532,PLATEAU_CONFIRMED,Wideband signal detected,freq=4174708180.708181,bw=3.5205078125,hits=7
2026-04-24T17:23:57.496242,VIDEO_REJECTED,cyclo rejected video,freq=4174708180.708181,score=0
2026-04-24T17:23:58.697327,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=5140000000
