2026-04-24T17:15:46.050569,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:15:46.114512,PLATEAU_CONFIRMED,Wideband signal detected,freq=125384615.38461539,bw=7.431640625,hits=3
2026-04-24T17:15:46.137528,VIDEO_REJECTED,cyclo rejected video,freq=125384615.38461539,score=0
2026-04-24T17:15:46.147219,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=140000000
2026-04-24T17:15:46.176748,PLATEAU_CONFIRMED,Wideband signal detected,freq=158620268.6202686,bw=7.392578125,hits=5
2026-04-24T17:15:46.202901,VIDEO_REJECTED,cyclo rejected video,freq=158620268.6202686,score=0
2026-04-24T17:15:46.233007,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=200000000
2026-04-24T17:15:46.354771,PLATEAU_CONFIRMED,Wideband signal detected,freq=245777777.7777778,bw=8.251953125,hits=6
2026-04-24T17:15:46.390701,PLATEAU_CONFIRMED,Wideband signal detected,freq=266236874.23687422,bw=5.0048828125,hits=6
2026-04-24T17:15:46.391221,VIDEO_REJECTED,cyclo rejected video,freq=245777777.7777778,score=2
2026-04-24T17:15:46.416102,VIDEO_REJECTED,cyclo rejected video,freq=266236874.23687422,score=0
2026-04-24T17:15:46.455144,PLATEAU_CONFIRMED,Wideband signal detected,freq=294244200.2442002,bw=5.1416015625,hits=6
2026-04-24T17:15:46.486057,VIDEO_REJECTED,cyclo rejected video,freq=294244200.2442002,score=1
2026-04-24T17:15:46.495575,PLATEAU_CONFIRMED,Wideband signal detected,freq=313897435.8974359,bw=5.361328125,hits=7
2026-04-24T17:15:46.529177,VIDEO_REJECTED,cyclo rejected video,freq=313897435.8974359,score=1
2026-04-24T17:15:46.563101,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=360000000
2026-04-24T17:15:46.629307,PLATEAU_CONFIRMED,Wideband signal detected,freq=393641025.64102566,bw=5.6201171875,hits=4
2026-04-24T17:15:46.663744,VIDEO_REJECTED,cyclo rejected video,freq=393641025.64102566,score=0
2026-04-24T17:15:46.844922,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=540000000
2026-04-24T17:15:46.878896,PLATEAU_CONFIRMED,Wideband signal detected,freq=564315018.3150183,bw=7.685546875,hits=5
2026-04-24T17:15:46.907918,VIDEO_REJECTED,cyclo rejected video,freq=564315018.3150183,score=0
2026-04-24T17:15:46.918163,PLATEAU_CONFIRMED,Wideband signal detected,freq=586376068.3760684,bw=3.6767578125,hits=3
2026-04-24T17:15:46.945910,VIDEO_REJECTED,cyclo rejected video,freq=586376068.3760684,score=0
2026-04-24T17:15:46.949598,PLATEAU_CONFIRMED,Wideband signal detected,freq=605487179.4871795,bw=2.880859375,hits=3
2026-04-24T17:15:46.980892,VIDEO_REJECTED,cyclo rejected video,freq=605487179.4871795,score=0
2026-04-24T17:15:46.985445,PLATEAU_CONFIRMED,Wideband signal detected,freq=617614163.6141636,bw=10.0,hits=5
2026-04-24T17:15:47.016052,VIDEO_REJECTED,cyclo rejected video,freq=617614163.6141636,score=0
2026-04-24T17:15:47.020518,PLATEAU_CONFIRMED,Wideband signal detected,freq=640070818.0708181,bw=5.7861328125,hits=3
2026-04-24T17:15:47.048051,VIDEO_REJECTED,cyclo rejected video,freq=640070818.0708181,score=0
2026-04-24T17:15:47.055731,PLATEAU_CONFIRMED,Wideband signal detected,freq=664105006.1050061,bw=7.9296875,hits=4
2026-04-24T17:15:47.081445,VIDEO_REJECTED,cyclo rejected video,freq=664105006.1050061,score=0
2026-04-24T17:15:47.091721,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=680000000
2026-04-24T17:15:47.121926,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=700000000
2026-04-24T17:15:47.153305,PLATEAU_CONFIRMED,Wideband signal detected,freq=724417582.4175824,bw=5.4638671875,hits=3
2026-04-24T17:15:47.177293,VIDEO_REJECTED,cyclo rejected video,freq=724417582.4175824,score=0
2026-04-24T17:15:47.187384,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=740000000
2026-04-24T17:15:47.221226,PLATEAU_CONFIRMED,Wideband signal detected,freq=763308913.3089134,bw=2.978515625,hits=6
2026-04-24T17:15:47.244745,VIDEO_REJECTED,cyclo rejected video,freq=763308913.3089134,score=0
2026-04-24T17:15:47.253770,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=780000000
2026-04-24T17:15:47.505371,PLATEAU_CONFIRMED,Wideband signal detected,freq=939482295.4822955,bw=8.8916015625,hits=4
2026-04-24T17:15:47.532167,VIDEO_REJECTED,cyclo rejected video,freq=939482295.4822955,score=0
2026-04-24T17:15:47.545329,PLATEAU_CONFIRMED,Wideband signal detected,freq=958185592.1855922,bw=9.6484375,hits=5
2026-04-24T17:15:47.570418,VIDEO_REJECTED,cyclo rejected video,freq=958185592.1855922,score=0
2026-04-24T17:15:47.820738,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1160000000
2026-04-24T17:15:47.875593,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1200000000
2026-04-24T17:15:47.985580,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1280000000
2026-04-24T17:15:48.062897,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1340000000
2026-04-24T17:15:48.097778,PLATEAU_CONFIRMED,Wideband signal detected,freq=1359533577.5335774,bw=4.51171875,hits=6
2026-04-24T17:15:48.122179,VIDEO_REJECTED,cyclo rejected video,freq=1359533577.5335774,score=0
2026-04-24T17:15:48.368751,PLATEAU_CONFIRMED,Wideband signal detected,freq=1567982905.9829059,bw=4.2333984375,hits=5
2026-04-24T17:15:48.387572,VIDEO_REJECTED,cyclo rejected video,freq=1567982905.9829059,score=0
2026-04-24T17:15:48.453203,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1620000000
2026-04-24T17:15:48.558308,PLATEAU_CONFIRMED,Wideband signal detected,freq=1675973137.9731379,bw=8.7353515625,hits=10
2026-04-24T17:15:48.588301,VIDEO_REJECTED,cyclo rejected video,freq=1675973137.9731379,score=1
2026-04-24T17:15:49.031829,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807787545.7875457,bw=4.43359375,hits=9
2026-04-24T17:15:49.297814,PLATEAU_CONFIRMED,Wideband signal detected,freq=1812732600.7326007,bw=6.0205078125,hits=10
2026-04-24T17:15:49.297904,VIDEO_REJECTED,cyclo rejected video,freq=1807787545.7875457,score=0
2026-04-24T17:15:49.397379,VIDEO_REJECTED,cyclo rejected video,freq=1812732600.7326007,score=0
2026-04-24T17:15:49.406382,PLATEAU_CONFIRMED,Wideband signal detected,freq=1834327228.3272283,bw=8.134765625,hits=10
