2026-04-24T17:16:34.239190,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:16:34.280329,PLATEAU_CONFIRMED,Wideband signal detected,freq=104857142.85714287,bw=6.787109375,hits=6
2026-04-24T17:16:34.307660,VIDEO_REJECTED,cyclo rejected video,freq=104857142.85714287,score=0
2026-04-24T17:16:34.313931,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=120000000
2026-04-24T17:16:34.344030,PLATEAU_CONFIRMED,Wideband signal detected,freq=145003663.003663,bw=9.6484375,hits=7
2026-04-24T17:16:34.374545,VIDEO_REJECTED,cyclo rejected video,freq=145003663.003663,score=0
2026-04-24T17:16:34.379106,PLATEAU_CONFIRMED,Wideband signal detected,freq=164446886.44688645,bw=9.6875,hits=4
2026-04-24T17:16:34.411050,VIDEO_REJECTED,cyclo rejected video,freq=164446886.44688645,score=0
2026-04-24T17:16:34.417651,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=180000000
2026-04-24T17:16:34.457072,PLATEAU_CONFIRMED,Wideband signal detected,freq=205311355.31135532,bw=6.0693359375,hits=5
2026-04-24T17:16:34.489681,VIDEO_REJECTED,cyclo rejected video,freq=205311355.31135532,score=0
2026-04-24T17:16:34.588650,PLATEAU_CONFIRMED,Wideband signal detected,freq=245902319.9023199,bw=7.109375,hits=7
2026-04-24T17:16:34.620458,VIDEO_REJECTED,cyclo rejected video,freq=245902319.9023199,score=1
2026-04-24T17:16:34.631948,PLATEAU_CONFIRMED,Wideband signal detected,freq=265970695.97069597,bw=4.7314453125,hits=6
2026-04-24T17:16:34.666668,VIDEO_REJECTED,cyclo rejected video,freq=265970695.97069597,score=0
2026-04-24T17:16:34.739188,PLATEAU_CONFIRMED,Wideband signal detected,freq=315223443.22344327,bw=4.53125,hits=4
2026-04-24T17:16:34.777484,VIDEO_REJECTED,cyclo rejected video,freq=315223443.22344327,score=0
2026-04-24T17:16:34.787753,PLATEAU_CONFIRMED,Wideband signal detected,freq=334463980.46398044,bw=4.8291015625,hits=5
2026-04-24T17:16:34.822528,VIDEO_REJECTED,cyclo rejected video,freq=334463980.46398044,score=0
2026-04-24T17:16:35.745935,PLATEAU_CONFIRMED,Wideband signal detected,freq=481995115.995116,bw=7.8515625,hits=9
2026-04-24T17:16:36.228529,VIDEO_REJECTED,cyclo rejected video,freq=481995115.995116,score=0
2026-04-24T17:16:36.289676,PLATEAU_CONFIRMED,Wideband signal detected,freq=502004884.004884,bw=7.7978515625,hits=10
2026-04-24T17:16:36.298622,VIDEO_REJECTED,cyclo rejected video,freq=502004884.004884,score=0
2026-04-24T17:16:36.441831,PLATEAU_CONFIRMED,Wideband signal detected,freq=528056166.05616605,bw=3.896484375,hits=7
2026-04-24T17:16:36.649507,VIDEO_REJECTED,cyclo rejected video,freq=528056166.05616605,score=0
2026-04-24T17:16:36.712158,PLATEAU_CONFIRMED,Wideband signal detected,freq=531948717.94871795,bw=3.90625,hits=10
2026-04-24T17:16:36.932681,VIDEO_REJECTED,cyclo rejected video,freq=531948717.94871795,score=0
2026-04-24T17:16:36.993025,PLATEAU_CONFIRMED,Wideband signal detected,freq=568056166.056166,bw=3.90625,hits=10
2026-04-24T17:16:37.122606,PLATEAU_CONFIRMED,Wideband signal detected,freq=587953601.953602,bw=3.7841796875,hits=9
2026-04-24T17:16:37.123232,VIDEO_REJECTED,cyclo rejected video,freq=568056166.056166,score=0
2026-04-24T17:16:37.169051,PLATEAU_CONFIRMED,Wideband signal detected,freq=602136752.1367521,bw=8.1201171875,hits=4
2026-04-24T17:16:37.169184,VIDEO_REJECTED,cyclo rejected video,freq=587953601.953602,score=0
2026-04-24T17:16:37.283724,VIDEO_REJECTED,cyclo rejected video,freq=602136752.1367521,score=0
2026-04-24T17:16:37.289970,PLATEAU_CONFIRMED,Wideband signal detected,freq=625140415.1404152,bw=6.0546875,hits=10
2026-04-24T17:16:37.331028,VIDEO_REJECTED,cyclo rejected video,freq=625140415.1404152,score=0
2026-04-24T17:16:37.335644,PLATEAU_CONFIRMED,Wideband signal detected,freq=646312576.3125763,bw=9.7119140625,hits=10
2026-04-24T17:16:37.367787,VIDEO_REJECTED,cyclo rejected video,freq=646312576.3125763,score=0
2026-04-24T17:16:37.374209,PLATEAU_CONFIRMED,Wideband signal detected,freq=664852258.8522588,bw=5.361328125,hits=5
2026-04-24T17:16:37.401339,VIDEO_REJECTED,cyclo rejected video,freq=664852258.8522588,score=0
2026-04-24T17:16:37.409912,PLATEAU_CONFIRMED,Wideband signal detected,freq=684354090.3540903,bw=8.388671875,hits=4
2026-04-24T17:16:37.441246,VIDEO_REJECTED,cyclo rejected video,freq=684354090.3540903,score=0
2026-04-24T17:16:37.445469,PLATEAU_CONFIRMED,Wideband signal detected,freq=701677655.6776557,bw=5.7080078125,hits=3
2026-04-24T17:16:37.482450,PLATEAU_CONFIRMED,Wideband signal detected,freq=724481074.4810745,bw=5.05859375,hits=5
2026-04-24T17:16:37.482702,VIDEO_REJECTED,cyclo rejected video,freq=701677655.6776557,score=0
2026-04-24T17:16:37.511324,VIDEO_REJECTED,cyclo rejected video,freq=724481074.4810745,score=0
2026-04-24T17:16:37.519192,PLATEAU_CONFIRMED,Wideband signal detected,freq=744842490.8424908,bw=3.69140625,hits=3
2026-04-24T17:16:37.542919,VIDEO_REJECTED,cyclo rejected video,freq=744842490.8424908,score=0
2026-04-24T17:16:37.742885,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=900000000
2026-04-24T17:16:37.825467,PLATEAU_CONFIRMED,Wideband signal detected,freq=940173382.1733822,bw=9.6826171875,hits=6
