2026-04-24T17:21:49.319651,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:21:53.639867,VIDEO_REJECTED,cyclo rejected video,freq=973731379.7313797,score=0
2026-04-24T17:21:53.674428,PLATEAU_CONFIRMED,Wideband signal detected,freq=1018373626.3736264,bw=3.4814453125,hits=4
2026-04-24T17:21:53.700469,VIDEO_REJECTED,cyclo rejected video,freq=1018373626.3736264,score=0
2026-04-24T17:21:54.039765,PLATEAU_CONFIRMED,Wideband signal detected,freq=1239115995.115995,bw=6.97265625,hits=8
2026-04-24T17:21:54.088661,VIDEO_CONFIRMED,cyclo confirmed video,freq=1239115995.115995,score=5
2026-04-24T17:21:54.095728,PLATEAU_CONFIRMED,Wideband signal detected,freq=1259306471.3064713,bw=5.927734375,hits=8
2026-04-24T17:21:54.121269,VIDEO_REJECTED,cyclo rejected video,freq=1259306471.3064713,score=1
2026-04-24T17:21:54.256135,PLATEAU_CONFIRMED,Wideband signal detected,freq=1374190476.1904762,bw=3.076171875,hits=3
2026-04-24T17:21:54.276206,VIDEO_REJECTED,cyclo rejected video,freq=1374190476.1904762,score=0
2026-04-24T17:21:54.803798,PLATEAU_CONFIRMED,Wideband signal detected,freq=1767345543.3455434,bw=5.05859375,hits=6
2026-04-24T17:21:54.912764,VIDEO_REJECTED,cyclo rejected video,freq=1767345543.3455434,score=0
2026-04-24T17:21:54.932626,PLATEAU_CONFIRMED,Wideband signal detected,freq=1786754578.7545786,bw=7.6123046875,hits=10
2026-04-24T17:21:55.064006,VIDEO_REJECTED,cyclo rejected video,freq=1786754578.7545786,score=0
2026-04-24T17:21:55.187322,PLATEAU_CONFIRMED,Wideband signal detected,freq=1807851037.8510377,bw=4.4091796875,hits=8
2026-04-24T17:21:55.434338,VIDEO_REJECTED,cyclo rejected video,freq=1807851037.8510377,score=0
2026-04-24T17:21:55.497125,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827572649.5726495,bw=4.9072265625,hits=10
2026-04-24T17:21:55.507470,VIDEO_REJECTED,cyclo rejected video,freq=1827572649.5726495,score=0
2026-04-24T17:21:55.568579,PLATEAU_CONFIRMED,Wideband signal detected,freq=1847362637.3626373,bw=5.126953125,hits=10
2026-04-24T17:21:55.603943,VIDEO_REJECTED,cyclo rejected video,freq=1847362637.3626373,score=0
2026-04-24T17:21:55.617416,PLATEAU_CONFIRMED,Wideband signal detected,freq=1858239316.2393162,bw=7.5390625,hits=3
2026-04-24T17:21:55.683941,VIDEO_REJECTED,cyclo rejected video,freq=1858239316.2393162,score=0
2026-04-24T17:21:55.683892,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875094017.094017,bw=9.9658203125,hits=7
2026-04-24T17:21:55.731669,VIDEO_REJECTED,cyclo rejected video,freq=1875094017.094017,score=0
2026-04-24T17:21:55.736654,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895770451.7704515,bw=8.4619140625,hits=10
2026-04-24T17:21:55.760477,VIDEO_REJECTED,cyclo rejected video,freq=1895770451.7704515,score=0
2026-04-24T17:21:55.770263,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1920000000
2026-04-24T17:21:55.802175,PLATEAU_CONFIRMED,Wideband signal detected,freq=1943191697.1916971,bw=3.427734375,hits=4
2026-04-24T17:21:55.841724,VIDEO_REJECTED,cyclo rejected video,freq=1943191697.1916971,score=0
2026-04-24T17:21:55.848974,PLATEAU_CONFIRMED,Wideband signal detected,freq=1955636141.6361415,bw=8.330078125,hits=10
2026-04-24T17:21:55.877245,VIDEO_REJECTED,cyclo rejected video,freq=1955636141.6361415,score=0
2026-04-24T17:21:55.889299,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=1980000000
2026-04-24T17:21:55.920255,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=2000000000
2026-04-24T17:21:55.954693,PLATEAU_CONFIRMED,Wideband signal detected,freq=2020874236.874237,bw=8.5107421875,hits=4
2026-04-24T17:21:55.982147,VIDEO_REJECTED,cyclo rejected video,freq=2020874236.874237,score=0
2026-04-24T17:21:55.993521,PLATEAU_CONFIRMED,Wideband signal detected,freq=2039826617.8266177,bw=8.8671875,hits=5
2026-04-24T17:21:56.036432,VIDEO_REJECTED,cyclo rejected video,freq=2039826617.8266177,score=0
2026-04-24T17:21:56.067457,PLATEAU_CONFIRMED,Wideband signal detected,freq=2054410256.4102564,bw=8.798828125,hits=9
2026-04-24T17:21:56.165570,PLATEAU_CONFIRMED,Wideband signal detected,freq=2073995115.995116,bw=6.5234375,hits=8
2026-04-24T17:21:56.166461,VIDEO_REJECTED,cyclo rejected video,freq=2054410256.4102564,score=0
2026-04-24T17:21:56.258533,VIDEO_REJECTED,cyclo rejected video,freq=2073995115.995116,score=0
2026-04-24T17:21:56.293561,PLATEAU_CONFIRMED,Wideband signal detected,freq=2093611721.6117215,bw=7.0263671875,hits=10
2026-04-24T17:21:56.358903,VIDEO_REJECTED,cyclo rejected video,freq=2093611721.6117215,score=0
2026-04-24T17:21:56.363801,PLATEAU_CONFIRMED,Wideband signal detected,freq=2112222222.2222223,bw=3.8623046875,hits=5
2026-04-24T17:21:56.520319,VIDEO_REJECTED,cyclo rejected video,freq=2112222222.2222223,score=0
2026-04-24T17:21:56.688360,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144803418.8034189,bw=8.9794921875,hits=9
2026-04-24T17:21:56.782861,VIDEO_REJECTED,cyclo rejected video,freq=2144803418.8034189,score=0
2026-04-24T17:21:56.788635,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164666666.6666665,bw=8.75,hits=10
2026-04-24T17:21:56.995237,VIDEO_REJECTED,cyclo rejected video,freq=2164666666.6666665,score=0
2026-04-24T17:21:57.047832,PLATEAU_CONFIRMED,Wideband signal detected,freq=2186131868.1318684,bw=6.416015625,hits=10
2026-04-24T17:21:57.065757,VIDEO_REJECTED,cyclo rejected video,freq=2186131868.1318684,score=0
2026-04-24T17:21:57.128778,PLATEAU_CONFIRMED,Wideband signal detected,freq=2206676434.6764345,bw=4.6142578125,hits=6
2026-04-24T17:21:57.154945,VIDEO_REJECTED,cyclo rejected video,freq=2206676434.6764345,score=0
2026-04-24T17:21:57.347838,PLATEAU_CONFIRMED,Wideband signal detected,freq=2364901098.9010987,bw=6.3671875,hits=7
2026-04-24T17:21:57.383676,VIDEO_REJECTED,cyclo rejected video,freq=2364901098.9010987,score=0
2026-04-24T17:21:57.391557,PLATEAU_CONFIRMED,Wideband signal detected,freq=2383465201.4652014,bw=9.892578125,hits=7
2026-04-24T17:21:57.633625,VIDEO_REJECTED,cyclo rejected video,freq=2383465201.4652014,score=0
2026-04-24T17:21:57.680096,PLATEAU_CONFIRMED,Wideband signal detected,freq=2391943833.943834,bw=4.384765625,hits=9
2026-04-24T17:21:57.921869,VIDEO_REJECTED,cyclo rejected video,freq=2391943833.943834,score=0
2026-04-24T17:21:57.937484,PLATEAU_CONFIRMED,Wideband signal detected,freq=2411992673.992674,bw=4.8681640625,hits=10
2026-04-24T17:21:57.969667,VIDEO_REJECTED,cyclo rejected video,freq=2411992673.992674,score=0
2026-04-24T17:21:57.975306,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2440000000
2026-04-24T17:21:58.375860,PLATEAU_CONFIRMED,Wideband signal detected,freq=2612764346.7643466,bw=6.0205078125,hits=7
2026-04-24T17:21:58.500013,VIDEO_REJECTED,cyclo rejected video,freq=2612764346.7643466,score=0
2026-04-24T17:21:58.504732,PLATEAU_CONFIRMED,Wideband signal detected,freq=2632727716.7277164,bw=5.2001953125,hits=10
2026-04-24T17:21:58.651131,VIDEO_REJECTED,cyclo rejected video,freq=2632727716.7277164,score=0
2026-04-24T17:21:58.683017,PLATEAU_CONFIRMED,Wideband signal detected,freq=2652163614.1636143,bw=6.3720703125,hits=7
2026-04-24T17:21:58.767988,VIDEO_REJECTED,cyclo rejected video,freq=2652163614.1636143,score=0
2026-04-24T17:21:58.782177,PLATEAU_CONFIRMED,Wideband signal detected,freq=2672485958.4859586,bw=6.5576171875,hits=9
2026-04-24T17:21:58.801943,VIDEO_REJECTED,cyclo rejected video,freq=2672485958.4859586,score=0
2026-04-24T17:21:58.869536,PLATEAU_CONFIRMED,Wideband signal detected,freq=2735484737.4847374,bw=6.025390625,hits=5
2026-04-24T17:21:58.891854,VIDEO_REJECTED,cyclo rejected video,freq=2735484737.4847374,score=0
2026-04-24T17:21:59.275166,PLATEAU_CONFIRMED,Wideband signal detected,freq=3024573870.5738707,bw=8.5595703125,hits=5
2026-04-24T17:21:59.320122,VIDEO_REJECTED,cyclo rejected video,freq=3024573870.5738707,score=0
2026-04-24T17:21:59.324700,PLATEAU_CONFIRMED,Wideband signal detected,freq=3044920634.9206347,bw=7.685546875,hits=9
2026-04-24T17:21:59.351864,VIDEO_REJECTED,cyclo rejected video,freq=3044920634.9206347,score=0
2026-04-24T17:21:59.355156,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3060000000
2026-04-24T17:21:59.393161,PLATEAU_CONFIRMED,Wideband signal detected,freq=3074927960.927961,bw=6.6015625,hits=6
2026-04-24T17:21:59.427179,VIDEO_REJECTED,cyclo rejected video,freq=3074927960.927961,score=0
2026-04-24T17:21:59.430638,PLATEAU_CONFIRMED,Wideband signal detected,freq=3094312576.3125763,bw=5.263671875,hits=5
2026-04-24T17:21:59.453515,VIDEO_REJECTED,cyclo rejected video,freq=3094312576.3125763,score=0
2026-04-24T17:21:59.602300,PLATEAU_CONFIRMED,Wideband signal detected,freq=3219873015.873016,bw=8.28125,hits=6
2026-04-24T17:21:59.628049,VIDEO_REJECTED,cyclo rejected video,freq=3219873015.873016,score=0
2026-04-24T17:21:59.819983,PLATEAU_CONFIRMED,Wideband signal detected,freq=3366925518.925519,bw=5.2001953125,hits=6
2026-04-24T17:21:59.851890,VIDEO_REJECTED,cyclo rejected video,freq=3366925518.925519,score=0
2026-04-24T17:21:59.861977,PLATEAU_CONFIRMED,Wideband signal detected,freq=3385230769.230769,bw=5.44921875,hits=6
2026-04-24T17:21:59.908441,VIDEO_REJECTED,cyclo rejected video,freq=3385230769.230769,score=0
2026-04-24T17:21:59.916474,PLATEAU_CONFIRMED,Wideband signal detected,freq=3401653235.6532354,bw=7.3681640625,hits=7
2026-04-24T17:21:59.949412,VIDEO_REJECTED,cyclo rejected video,freq=3401653235.6532354,score=0
2026-04-24T17:21:59.986009,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426556776.5567765,bw=5.224609375,hits=5
2026-04-24T17:22:00.023847,VIDEO_REJECTED,cyclo rejected video,freq=3426556776.5567765,score=0
2026-04-24T17:22:00.033826,PLATEAU_CONFIRMED,Wideband signal detected,freq=3446732600.7326007,bw=9.208984375,hits=10
2026-04-24T17:22:00.067542,VIDEO_REJECTED,cyclo rejected video,freq=3446732600.7326007,score=0
2026-04-24T17:22:00.071650,PLATEAU_CONFIRMED,Wideband signal detected,freq=3461037851.037851,bw=7.9931640625,hits=9
2026-04-24T17:22:00.102158,VIDEO_REJECTED,cyclo rejected video,freq=3461037851.037851,score=0
2026-04-24T17:22:00.117884,PLATEAU_CONFIRMED,Wideband signal detected,freq=3475836385.8363857,bw=3.6181640625,hits=5
2026-04-24T17:22:00.162753,VIDEO_REJECTED,cyclo rejected video,freq=3475836385.8363857,score=0
2026-04-24T17:22:00.178383,PLATEAU_CONFIRMED,Wideband signal detected,freq=3494669108.669109,bw=6.474609375,hits=7
2026-04-24T17:22:00.209164,VIDEO_REJECTED,cyclo rejected video,freq=3494669108.669109,score=0
2026-04-24T17:22:00.217649,PLATEAU_CONFIRMED,Wideband signal detected,freq=3520456654.4566545,bw=8.7158203125,hits=5
2026-04-24T17:22:00.246558,VIDEO_REJECTED,cyclo rejected video,freq=3520456654.4566545,score=0
2026-04-24T17:22:00.261763,PLATEAU_CONFIRMED,Wideband signal detected,freq=3537528693.528693,bw=5.7568359375,hits=8
2026-04-24T17:22:00.319466,VIDEO_REJECTED,cyclo rejected video,freq=3537528693.528693,score=0
2026-04-24T17:22:00.352649,PLATEAU_CONFIRMED,Wideband signal detected,freq=3554610500.610501,bw=8.9013671875,hits=10
2026-04-24T17:22:00.411438,PLATEAU_CONFIRMED,Wideband signal detected,freq=3575406593.4065933,bw=5.3271484375,hits=4
2026-04-24T17:22:00.411864,VIDEO_REJECTED,cyclo rejected video,freq=3554610500.610501,score=0
2026-04-24T17:22:00.531880,VIDEO_REJECTED,cyclo rejected video,freq=3575406593.4065933,score=0
2026-04-24T17:22:00.562373,PLATEAU_CONFIRMED,Wideband signal detected,freq=3607995115.995116,bw=6.8896484375,hits=10
2026-04-24T17:22:00.783743,VIDEO_REJECTED,cyclo rejected video,freq=3607995115.995116,score=0
2026-04-24T17:22:00.973201,PLATEAU_CONFIRMED,Wideband signal detected,freq=3626124542.124542,bw=7.763671875,hits=10
2026-04-24T17:22:01.138445,PLATEAU_CONFIRMED,Wideband signal detected,freq=3645216117.216117,bw=9.091796875,hits=10
2026-04-24T17:22:01.138975,VIDEO_REJECTED,cyclo rejected video,freq=3626124542.124542,score=0
2026-04-24T17:22:01.181499,VIDEO_REJECTED,cyclo rejected video,freq=3645216117.216117,score=0
2026-04-24T17:22:01.190280,PLATEAU_CONFIRMED,Wideband signal detected,freq=3663084249.084249,bw=9.70703125,hits=9
2026-04-24T17:22:01.222132,VIDEO_REJECTED,cyclo rejected video,freq=3663084249.084249,score=0
2026-04-24T17:22:01.226084,PLATEAU_CONFIRMED,Wideband signal detected,freq=3681765567.765568,bw=8.896484375,hits=5
2026-04-24T17:22:01.255993,VIDEO_REJECTED,cyclo rejected video,freq=3681765567.765568,score=0
2026-04-24T17:22:01.260621,PLATEAU_CONFIRMED,Wideband signal detected,freq=3697472527.4725275,bw=7.7783203125,hits=3
2026-04-24T17:22:01.289095,VIDEO_REJECTED,cyclo rejected video,freq=3697472527.4725275,score=0
2026-04-24T17:22:01.296283,PLATEAU_CONFIRMED,Wideband signal detected,freq=3720002442.0024424,bw=5.3564453125,hits=4
2026-04-24T17:22:01.325828,VIDEO_REJECTED,cyclo rejected video,freq=3720002442.0024424,score=0
2026-04-24T17:22:01.338555,PLATEAU_CONFIRMED,Wideband signal detected,freq=3733545787.545788,bw=5.400390625,hits=6
2026-04-24T17:22:01.365000,VIDEO_REJECTED,cyclo rejected video,freq=3733545787.545788,score=0
2026-04-24T17:22:01.368758,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3760000000
2026-04-24T17:22:01.428446,PLATEAU_CONFIRMED,Wideband signal detected,freq=3794473748.4737487,bw=5.7177734375,hits=3
2026-04-24T17:22:01.457285,VIDEO_REJECTED,cyclo rejected video,freq=3794473748.4737487,score=0
2026-04-24T17:22:01.467587,PLATEAU_CONFIRMED,Wideband signal detected,freq=3816168498.168498,bw=7.783203125,hits=3
2026-04-24T17:22:01.525138,VIDEO_REJECTED,cyclo rejected video,freq=3816168498.168498,score=0
2026-04-24T17:22:01.542232,PLATEAU_CONFIRMED,Wideband signal detected,freq=3833199023.1990232,bw=5.263671875,hits=8
2026-04-24T17:22:01.605663,VIDEO_REJECTED,cyclo rejected video,freq=3833199023.1990232,score=0
2026-04-24T17:22:01.615406,PLATEAU_CONFIRMED,Wideband signal detected,freq=3854263736.2637362,bw=8.22265625,hits=7
2026-04-24T17:22:01.666791,VIDEO_REJECTED,cyclo rejected video,freq=3854263736.2637362,score=0
2026-04-24T17:22:01.666863,PLATEAU_CONFIRMED,Wideband signal detected,freq=3883724053.724054,bw=6.2841796875,hits=7
2026-04-24T17:22:01.696876,VIDEO_REJECTED,cyclo rejected video,freq=3883724053.724054,score=0
2026-04-24T17:22:01.799292,PLATEAU_CONFIRMED,Wideband signal detected,freq=3936891330.8913307,bw=9.755859375,hits=3
2026-04-24T17:22:01.833249,VIDEO_REJECTED,cyclo rejected video,freq=3936891330.8913307,score=0
2026-04-24T17:22:01.836436,PLATEAU_CONFIRMED,Wideband signal detected,freq=3963894993.894994,bw=5.8984375,hits=8
2026-04-24T17:22:01.854586,VIDEO_REJECTED,cyclo rejected video,freq=3963894993.894994,score=0
2026-04-24T17:22:01.942441,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=4040000000
2026-04-24T17:22:02.320996,PLATEAU_CONFIRMED,Wideband signal detected,freq=4157531135.5311356,bw=9.04296875,hits=8
2026-04-24T17:22:02.411203,PLATEAU_CONFIRMED,Wideband signal detected,freq=4177228327.2283273,bw=8.564453125,hits=10
2026-04-24T17:22:02.411921,VIDEO_REJECTED,cyclo rejected video,freq=4157531135.5311356,score=0
2026-04-24T17:22:02.440262,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4200000000
2026-04-24T17:22:02.443932,VIDEO_REJECTED,cyclo rejected video,freq=4177228327.2283273,score=0
2026-04-24T17:22:02.672382,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4380000000
2026-04-24T17:22:03.446388,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=4980000000
2026-04-24T17:22:03.474352,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=5000000000
2026-04-24T17:22:03.503675,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=5020000000
2026-04-24T17:22:03.558740,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=5060000000
2026-04-24T17:22:03.722275,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=5180000000
