2026-04-24T17:26:00.400676,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:26:03.562420,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827543345.5433455,bw=4.6923828125,hits=10
2026-04-24T17:26:03.571859,VIDEO_REJECTED,autocorr rejected video,freq=1827543345.5433455,score=0.0
2026-04-24T17:26:03.643816,PLATEAU_CONFIRMED,Wideband signal detected,freq=1835416361.4163613,bw=7.724609375,hits=7
2026-04-24T17:26:03.665132,VIDEO_REJECTED,autocorr rejected video,freq=1835416361.4163613,score=0.0
2026-04-24T17:26:03.745847,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875448107.4481072,bw=8.3935546875,hits=6
2026-04-24T17:26:03.771065,VIDEO_REJECTED,autocorr rejected video,freq=1875448107.4481072,score=0.0
2026-04-24T17:26:03.787811,PLATEAU_CONFIRMED,Wideband signal detected,freq=1895233211.233211,bw=7.6220703125,hits=10
2026-04-24T17:26:03.806011,VIDEO_REJECTED,autocorr rejected video,freq=1895233211.233211,score=0.0
2026-04-24T17:26:04.125224,PLATEAU_CONFIRMED,Wideband signal detected,freq=2114175824.1758242,bw=7.1630859375,hits=5
2026-04-24T17:26:04.152409,VIDEO_REJECTED,autocorr rejected video,freq=2114175824.1758242,score=0.0
2026-04-24T17:26:04.169908,PLATEAU_CONFIRMED,Wideband signal detected,freq=2135216117.2161171,bw=6.3671875,hits=5
2026-04-24T17:26:04.202463,VIDEO_REJECTED,autocorr rejected video,freq=2135216117.2161171,score=0.0
2026-04-24T17:26:04.219846,PLATEAU_CONFIRMED,Wideband signal detected,freq=2156598290.5982904,bw=7.1630859375,hits=9
2026-04-24T17:26:04.278723,VIDEO_REJECTED,autocorr rejected video,freq=2156598290.5982904,score=0.0
2026-04-24T17:26:04.388650,PLATEAU_CONFIRMED,Wideband signal detected,freq=2186879120.879121,bw=4.7802734375,hits=6
2026-04-24T17:26:04.480059,VIDEO_REJECTED,autocorr rejected video,freq=2186879120.879121,score=0.0
2026-04-24T17:26:04.508890,PLATEAU_CONFIRMED,Wideband signal detected,freq=2207291819.2918196,bw=3.955078125,hits=8
2026-04-24T17:26:04.528109,VIDEO_REJECTED,autocorr rejected video,freq=2207291819.2918196,score=0.0
2026-04-24T17:26:04.625345,PLATEAU_CONFIRMED,Wideband signal detected,freq=2280075702.075702,bw=3.515625,hits=3
2026-04-24T17:26:04.643641,VIDEO_REJECTED,autocorr rejected video,freq=2280075702.075702,score=0.0
2026-04-24T17:26:04.823686,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=2420000000
2026-04-24T17:26:04.918637,PLATEAU_CONFIRMED,Wideband signal detected,freq=2434586080.5860806,bw=8.2763671875,hits=8
2026-04-24T17:26:04.944384,VIDEO_REJECTED,autocorr rejected video,freq=2434586080.5860806,score=0.0
2026-04-24T17:26:04.953876,PLATEAU_CONFIRMED,Wideband signal detected,freq=2461474969.4749694,bw=6.552734375,hits=4
2026-04-24T17:26:04.974099,VIDEO_REJECTED,autocorr rejected video,freq=2461474969.4749694,score=0.0
2026-04-24T17:26:05.201991,PLATEAU_CONFIRMED,Wideband signal detected,freq=2644031746.031746,bw=7.3291015625,hits=3
2026-04-24T17:26:05.245601,VIDEO_REJECTED,autocorr rejected video,freq=2644031746.031746,score=0.0
2026-04-24T17:26:05.288923,PLATEAU_CONFIRMED,Wideband signal detected,freq=2656315018.315018,bw=7.59765625,hits=7
2026-04-24T17:26:05.312166,VIDEO_REJECTED,autocorr rejected video,freq=2656315018.315018,score=0.0
2026-04-24T17:26:05.324193,PLATEAU_CONFIRMED,Wideband signal detected,freq=2680134310.1343102,bw=6.40625,hits=7
2026-04-24T17:26:05.340761,VIDEO_REJECTED,autocorr rejected video,freq=2680134310.1343102,score=0.0
2026-04-24T17:26:05.939995,PLATEAU_CONFIRMED,Wideband signal detected,freq=3136412698.4126983,bw=7.021484375,hits=5
2026-04-24T17:26:05.959941,VIDEO_REJECTED,autocorr rejected video,freq=3136412698.4126983,score=0.0
2026-04-24T17:26:06.337079,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3440000000
2026-04-24T17:26:06.372058,PLATEAU_CONFIRMED,Wideband signal detected,freq=3465086691.086691,bw=4.990234375,hits=7
2026-04-24T17:26:06.392821,VIDEO_REJECTED,autocorr rejected video,freq=3465086691.086691,score=0.0
2026-04-24T17:26:06.404633,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3480000000
2026-04-24T17:26:06.443899,PLATEAU_CONFIRMED,Wideband signal detected,freq=3494893772.893773,bw=7.1923828125,hits=7
2026-04-24T17:26:06.463795,VIDEO_REJECTED,autocorr rejected video,freq=3494893772.893773,score=0.0
2026-04-24T17:26:06.479845,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3520000000
2026-04-24T17:26:06.913865,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3860000000
2026-04-24T17:26:07.206593,PLATEAU_CONFIRMED,Wideband signal detected,freq=4074361416.3614163,bw=9.86328125,hits=3
2026-04-24T17:26:07.228765,VIDEO_REJECTED,autocorr rejected video,freq=4074361416.3614163,score=0.0
2026-04-24T17:26:07.243230,PLATEAU_CONFIRMED,Wideband signal detected,freq=4106009768.009768,bw=8.8818359375,hits=6
2026-04-24T17:26:07.267947,VIDEO_REJECTED,autocorr rejected video,freq=4106009768.009768,score=0.0
2026-04-24T17:26:07.295424,PLATEAU_CONFIRMED,Wideband signal detected,freq=4125838827.838828,bw=9.23828125,hits=10
2026-04-24T17:26:07.312916,VIDEO_REJECTED,autocorr rejected video,freq=4125838827.838828,score=0.0
2026-04-24T17:26:07.332004,PLATEAU_CONFIRMED,Wideband signal detected,freq=4137941391.941392,bw=5.8349609375,hits=3
2026-04-24T17:26:07.351842,VIDEO_REJECTED,autocorr rejected video,freq=4137941391.941392,score=0.0
2026-04-24T17:26:07.364598,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4160000000
2026-04-24T17:26:07.399016,PLATEAU_CONFIRMED,Wideband signal detected,freq=4176500610.5006104,bw=7.353515625,hits=6
2026-04-24T17:26:07.419219,VIDEO_REJECTED,autocorr rejected video,freq=4176500610.5006104,score=0.0
2026-04-24T17:26:07.438392,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=4200000000
2026-04-24T17:26:08.501798,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=5020000000
2026-04-24T17:26:08.571106,PLATEAU_CONFIRMED,Wideband signal detected,freq=5037013431.013431,bw=8.6572265625,hits=9
2026-04-24T17:26:08.669326,VIDEO_REJECTED,autocorr rejected video,freq=5037013431.013431,score=0.0
2026-04-24T17:26:08.780449,PLATEAU_CONFIRMED,Wideband signal detected,freq=5054808302.808303,bw=6.767578125,hits=10
2026-04-24T17:26:08.790046,VIDEO_REJECTED,autocorr rejected video,freq=5054808302.808303,score=0.0
2026-04-24T17:26:08.845504,PLATEAU_CONFIRMED,Wideband signal detected,freq=5073970695.9706955,bw=6.03515625,hits=6
2026-04-24T17:26:08.862409,VIDEO_REJECTED,autocorr rejected video,freq=5073970695.9706955,score=0.0
2026-04-24T17:26:08.927389,PLATEAU_CONFIRMED,Wideband signal detected,freq=5133960927.960928,bw=5.302734375,hits=3
2026-04-24T17:26:08.946740,VIDEO_REJECTED,autocorr rejected video,freq=5133960927.960928,score=0.0
2026-04-24T17:26:09.912212,PLATEAU_CONFIRMED,Wideband signal detected,freq=5839951159.95116,bw=9.74609375,hits=8
2026-04-24T17:26:09.954591,VIDEO_CONFIRMED,autocorr confirmed video,freq=5839951159.95116,score=0.9
2026-04-24T17:26:09.971982,PLATEAU_CONFIRMED,Wideband signal detected,freq=5859015873.015873,bw=3.2861328125,hits=10
