2026-04-24T17:38:28.560791,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:38:31.426751,VIDEO_REJECTED,autocorr rejected video,freq=744405372.4053724,score=0.0
2026-04-24T17:38:31.479241,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=780000000
2026-04-24T17:38:31.516616,PLATEAU_CONFIRMED,Wideband signal detected,freq=794800976.8009768,bw=3.642578125,hits=3
2026-04-24T17:38:31.543774,VIDEO_REJECTED,autocorr rejected video,freq=794800976.8009768,score=0.0
2026-04-24T17:38:31.568147,PLATEAU_CONFIRMED,Wideband signal detected,freq=815841269.8412699,bw=5.7568359375,hits=3
2026-04-24T17:38:31.591412,VIDEO_REJECTED,autocorr rejected video,freq=815841269.8412699,score=0.0
2026-04-24T17:38:31.609990,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=840000000
2026-04-24T17:38:31.772537,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=920000000
2026-04-24T17:38:31.978190,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=940000000
2026-04-24T17:38:32.105324,PLATEAU_CONFIRMED,Wideband signal detected,freq=955514041.5140415,bw=9.4482421875,hits=7
2026-04-24T17:38:32.135489,VIDEO_REJECTED,autocorr rejected video,freq=955514041.5140415,score=0.0
2026-04-24T17:38:32.150283,PLATEAU_CONFIRMED,Wideband signal detected,freq=975611721.6117216,bw=9.0625,hits=10
2026-04-24T17:38:32.171079,VIDEO_REJECTED,autocorr rejected video,freq=975611721.6117216,score=0.0
2026-04-24T17:38:32.829019,PLATEAU_CONFIRMED,Wideband signal detected,freq=1239504273.5042734,bw=9.5361328125,hits=8
2026-04-24T17:38:32.916350,VIDEO_CONFIRMED,autocorr confirmed video,freq=1239504273.5042734,score=0.9
2026-04-24T17:38:32.978404,PLATEAU_CONFIRMED,Wideband signal detected,freq=1259196581.1965811,bw=8.65234375,hits=9
2026-04-24T17:38:32.999866,VIDEO_REJECTED,autocorr rejected video,freq=1259196581.1965811,score=0.1
2026-04-24T17:38:33.093516,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=1340000000
2026-04-24T17:38:33.802391,PLATEAU_CONFIRMED,Wideband signal detected,freq=1767196581.1965811,bw=4.8828125,hits=7
2026-04-24T17:38:33.811426,VIDEO_REJECTED,autocorr rejected video,freq=1767196581.1965811,score=0.0
2026-04-24T17:38:33.943476,PLATEAU_CONFIRMED,Wideband signal detected,freq=1785597069.5970697,bw=7.7294921875,hits=6
2026-04-24T17:38:34.040049,VIDEO_REJECTED,autocorr rejected video,freq=1785597069.5970697,score=0.0
2026-04-24T17:38:34.151825,PLATEAU_CONFIRMED,Wideband signal detected,freq=1805807081.8070817,bw=8.22265625,hits=10
2026-04-24T17:38:34.279314,VIDEO_REJECTED,autocorr rejected video,freq=1805807081.8070817,score=0.0
2026-04-24T17:38:34.394054,PLATEAU_CONFIRMED,Wideband signal detected,freq=1827550671.5506716,bw=5.9326171875,hits=10
2026-04-24T17:38:34.446692,VIDEO_REJECTED,autocorr rejected video,freq=1827550671.5506716,score=0.0
2026-04-24T17:38:34.468322,PLATEAU_CONFIRMED,Wideband signal detected,freq=1836732600.7326007,bw=4.98046875,hits=10
2026-04-24T17:38:34.496231,VIDEO_REJECTED,autocorr rejected video,freq=1836732600.7326007,score=0.0
2026-04-24T17:38:34.517351,PLATEAU_CONFIRMED,Wideband signal detected,freq=1857450549.4505496,bw=8.7841796875,hits=8
2026-04-24T17:38:34.550027,VIDEO_REJECTED,autocorr rejected video,freq=1857450549.4505496,score=0.0
2026-04-24T17:38:34.582835,PLATEAU_CONFIRMED,Wideband signal detected,freq=1875162393.162393,bw=9.7705078125,hits=4
2026-04-24T17:38:34.611830,VIDEO_REJECTED,autocorr rejected video,freq=1875162393.162393,score=0.0
2026-04-24T17:38:34.628696,PLATEAU_CONFIRMED,Wideband signal detected,freq=1894424908.4249084,bw=8.8525390625,hits=10
2026-04-24T17:38:34.648033,VIDEO_REJECTED,autocorr rejected video,freq=1894424908.4249084,score=0.0
2026-04-24T17:38:34.807685,PLATEAU_CONFIRMED,Wideband signal detected,freq=2020749694.7496948,bw=9.5263671875,hits=7
2026-04-24T17:38:34.839324,VIDEO_REJECTED,autocorr rejected video,freq=2020749694.7496948,score=0.0
2026-04-24T17:38:34.858908,PLATEAU_CONFIRMED,Wideband signal detected,freq=2039687423.6874237,bw=7.4609375,hits=6
2026-04-24T17:38:34.995485,VIDEO_REJECTED,autocorr rejected video,freq=2039687423.6874237,score=0.0
2026-04-24T17:38:35.304596,PLATEAU_CONFIRMED,Wideband signal detected,freq=2055299145.2991452,bw=9.5068359375,hits=10
2026-04-24T17:38:35.316981,VIDEO_REJECTED,autocorr rejected video,freq=2055299145.2991452,score=0.0
2026-04-24T17:38:35.787390,PLATEAU_CONFIRMED,Wideband signal detected,freq=2073614163.6141636,bw=8.134765625,hits=10
2026-04-24T17:38:35.821870,VIDEO_REJECTED,autocorr rejected video,freq=2073614163.6141636,score=0.0
2026-04-24T17:38:35.922413,PLATEAU_CONFIRMED,Wideband signal detected,freq=2092158730.1587303,bw=4.033203125,hits=6
2026-04-24T17:38:35.959294,VIDEO_REJECTED,autocorr rejected video,freq=2092158730.1587303,score=0.0
2026-04-24T17:38:35.988327,PLATEAU_CONFIRMED,Wideband signal detected,freq=2112769230.7692308,bw=3.65234375,hits=8
2026-04-24T17:38:36.065599,VIDEO_REJECTED,autocorr rejected video,freq=2112769230.7692308,score=0.0
2026-04-24T17:38:36.264908,PLATEAU_CONFIRMED,Wideband signal detected,freq=2144688644.688645,bw=9.00390625,hits=8
2026-04-24T17:38:36.358754,VIDEO_REJECTED,autocorr rejected video,freq=2144688644.688645,score=0.0
2026-04-24T17:38:36.389467,PLATEAU_CONFIRMED,Wideband signal detected,freq=2164652014.6520147,bw=8.720703125,hits=9
2026-04-24T17:38:36.452448,VIDEO_REJECTED,autocorr rejected video,freq=2164652014.6520147,score=0.0
2026-04-24T17:38:36.584403,PLATEAU_CONFIRMED,Wideband signal detected,freq=2185958485.9584856,bw=5.9814453125,hits=10
2026-04-24T17:38:36.623875,VIDEO_REJECTED,autocorr rejected video,freq=2185958485.9584856,score=0.0
2026-04-24T17:38:36.636763,PLATEAU_CONFIRMED,Wideband signal detected,freq=2207264957.2649574,bw=3.5400390625,hits=5
2026-04-24T17:38:36.654698,VIDEO_REJECTED,autocorr rejected video,freq=2207264957.2649574,score=0.0
2026-04-24T17:38:36.857289,PLATEAU_CONFIRMED,Wideband signal detected,freq=2361443223.4432235,bw=7.7294921875,hits=5
2026-04-24T17:38:36.888405,VIDEO_REJECTED,autocorr rejected video,freq=2361443223.4432235,score=0.0
2026-04-24T17:38:36.901749,PLATEAU_CONFIRMED,Wideband signal detected,freq=2379748473.7484736,bw=4.560546875,hits=8
2026-04-24T17:38:37.027734,VIDEO_REJECTED,autocorr rejected video,freq=2379748473.7484736,score=0.0
2026-04-24T17:38:37.240236,PLATEAU_CONFIRMED,Wideband signal detected,freq=2407711843.7118435,bw=5.029296875,hits=8
2026-04-24T17:38:37.258498,VIDEO_REJECTED,autocorr rejected video,freq=2407711843.7118435,score=0.0
2026-04-24T17:38:37.273333,PLATEAU_CONFIRMED,Wideband signal detected,freq=2414884004.884005,bw=3.1396484375,hits=3
2026-04-24T17:38:37.290949,VIDEO_REJECTED,autocorr rejected video,freq=2414884004.884005,score=0.0
2026-04-24T17:38:37.332625,PLATEAU_CONFIRMED,Wideband signal detected,freq=2458771672.7716727,bw=4.306640625,hits=6
2026-04-24T17:38:37.350901,VIDEO_REJECTED,autocorr rejected video,freq=2458771672.7716727,score=0.0
2026-04-24T17:38:37.793946,PLATEAU_CONFIRMED,Wideband signal detected,freq=2612652014.6520147,bw=5.6396484375,hits=8
2026-04-24T17:38:37.879718,VIDEO_REJECTED,autocorr rejected video,freq=2612652014.6520147,score=0.0
2026-04-24T17:38:38.056135,PLATEAU_CONFIRMED,Wideband signal detected,freq=2635010989.010989,bw=9.0478515625,hits=9
2026-04-24T17:38:38.205907,VIDEO_REJECTED,autocorr rejected video,freq=2635010989.010989,score=0.0
2026-04-24T17:38:38.358110,PLATEAU_CONFIRMED,Wideband signal detected,freq=2655025641.025641,bw=9.697265625,hits=9
2026-04-24T17:38:38.395078,VIDEO_REJECTED,autocorr rejected video,freq=2655025641.025641,score=0.0
2026-04-24T17:38:38.409705,PLATEAU_CONFIRMED,Wideband signal detected,freq=2680473748.473748,bw=3.466796875,hits=4
2026-04-24T17:38:38.433601,VIDEO_REJECTED,autocorr rejected video,freq=2680473748.473748,score=0.0
2026-04-24T17:38:38.950145,PLATEAU_CONFIRMED,Wideband signal detected,freq=3024244200.2442,bw=7.9443359375,hits=6
2026-04-24T17:38:38.984518,VIDEO_REJECTED,autocorr rejected video,freq=3024244200.2442,score=0.0
2026-04-24T17:38:38.999712,PLATEAU_CONFIRMED,Wideband signal detected,freq=3042517704.5177045,bw=7.2607421875,hits=8
2026-04-24T17:38:39.023412,VIDEO_REJECTED,autocorr rejected video,freq=3042517704.5177045,score=0.0
2026-04-24T17:38:39.102193,PLATEAU_CONFIRMED,Wideband signal detected,freq=3074776556.776557,bw=7.6123046875,hits=5
2026-04-24T17:38:39.129910,VIDEO_REJECTED,autocorr rejected video,freq=3074776556.776557,score=0.0
2026-04-24T17:38:39.145443,PLATEAU_CONFIRMED,Wideband signal detected,freq=3094810744.810745,bw=6.7041015625,hits=4
2026-04-24T17:38:39.165523,VIDEO_REJECTED,autocorr rejected video,freq=3094810744.810745,score=0.0
2026-04-24T17:38:39.336393,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3220000000
2026-04-24T17:38:39.374657,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3240000000
2026-04-24T17:38:39.683621,PLATEAU_CONFIRMED,Wideband signal detected,freq=3426610500.610501,bw=3.8818359375,hits=5
2026-04-24T17:38:39.706980,VIDEO_REJECTED,autocorr rejected video,freq=3426610500.610501,score=0.0
2026-04-24T17:38:39.732904,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3440000000
2026-04-24T17:38:39.807100,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3480000000
2026-04-24T17:38:39.874395,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3520000000
2026-04-24T17:38:39.928836,PLATEAU_CONFIRMED,Wideband signal detected,freq=3534190476.1904764,bw=3.8916015625,hits=6
2026-04-24T17:38:39.952024,VIDEO_REJECTED,autocorr rejected video,freq=3534190476.1904764,score=0.0
2026-04-24T17:38:39.968161,PLATEAU_CONFIRMED,Wideband signal detected,freq=3563506715.506716,bw=3.4716796875,hits=4
2026-04-24T17:38:39.994017,VIDEO_REJECTED,autocorr rejected video,freq=3563506715.506716,score=0.0
2026-04-24T17:38:40.008174,PLATEAU_CONFIRMED,Wideband signal detected,freq=3578649572.649573,bw=6.2939453125,hits=6
2026-04-24T17:38:40.032895,VIDEO_REJECTED,autocorr rejected video,freq=3578649572.649573,score=0.0
2026-04-24T17:38:40.159880,PLATEAU_CONFIRMED,Wideband signal detected,freq=3608000000.0,bw=4.00390625,hits=6
2026-04-24T17:38:40.187371,VIDEO_REJECTED,autocorr rejected video,freq=3608000000.0,score=0.0
2026-04-24T17:38:40.397498,PLATEAU_CONFIRMED,Wideband signal detected,freq=3625589743.5897436,bw=7.6806640625,hits=7
2026-04-24T17:38:40.423904,VIDEO_REJECTED,autocorr rejected video,freq=3625589743.5897436,score=0.0
2026-04-24T17:38:40.469259,PLATEAU_CONFIRMED,Wideband signal detected,freq=3642683760.6837606,bw=5.46875,hits=3
2026-04-24T17:38:40.490853,VIDEO_REJECTED,autocorr rejected video,freq=3642683760.6837606,score=0.0
2026-04-24T17:38:40.558289,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3680000000
2026-04-24T17:38:40.594370,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3700000000
2026-04-24T17:38:40.626805,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=3720000000
2026-04-24T17:38:40.665700,PLATEAU_CONFIRMED,Wideband signal detected,freq=3745482295.4822955,bw=5.25390625,hits=6
2026-04-24T17:38:40.686086,VIDEO_REJECTED,autocorr rejected video,freq=3745482295.4822955,score=0.0
2026-04-24T17:38:40.704671,PLATEAU_CONFIRMED,Wideband signal detected,freq=3763245421.2454214,bw=3.525390625,hits=3
2026-04-24T17:38:40.728821,VIDEO_REJECTED,autocorr rejected video,freq=3763245421.2454214,score=0.0
2026-04-24T17:38:40.741741,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3780000000
2026-04-24T17:38:40.775664,PLATEAU_CONFIRMED,Wideband signal detected,freq=3798383394.3833942,bw=4.3212890625,hits=4
2026-04-24T17:38:40.820037,VIDEO_REJECTED,autocorr rejected video,freq=3798383394.3833942,score=0.0
2026-04-24T17:38:40.942056,PLATEAU_CONFIRMED,Wideband signal detected,freq=3815719169.7191696,bw=8.8818359375,hits=9
2026-04-24T17:38:40.970294,VIDEO_REJECTED,autocorr rejected video,freq=3815719169.7191696,score=0.0
2026-04-24T17:38:41.055416,PLATEAU_CONFIRMED,Wideband signal detected,freq=3833245421.2454214,bw=5.6005859375,hits=8
2026-04-24T17:38:41.153691,VIDEO_REJECTED,autocorr rejected video,freq=3833245421.2454214,score=0.0
2026-04-24T17:38:41.299990,PLATEAU_CONFIRMED,Wideband signal detected,freq=3852869352.869353,bw=5.751953125,hits=10
2026-04-24T17:38:41.337000,VIDEO_REJECTED,autocorr rejected video,freq=3852869352.869353,score=0.0
2026-04-24T17:38:41.353421,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=3880000000
2026-04-24T17:38:41.497387,PLATEAU_CONFIRMED,Wideband signal detected,freq=3935846153.8461537,bw=7.8662109375,hits=7
2026-04-24T17:38:41.531160,VIDEO_REJECTED,autocorr rejected video,freq=3935846153.8461537,score=0.0
2026-04-24T17:38:41.695794,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4040000000
2026-04-24T17:38:41.736462,PLATEAU_CONFIRMED,Wideband signal detected,freq=4066739926.739927,bw=3.212890625,hits=4
2026-04-24T17:38:41.761942,VIDEO_REJECTED,autocorr rejected video,freq=4066739926.739927,score=0.0
2026-04-24T17:38:41.775006,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=4080000000
2026-04-24T17:38:41.998734,PLATEAU_CONFIRMED,Wideband signal detected,freq=4158297924.2979245,bw=8.623046875,hits=3
2026-04-24T17:38:42.028219,VIDEO_REJECTED,autocorr rejected video,freq=4158297924.2979245,score=0.0
2026-04-24T17:38:43.354162,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=4980000000
2026-04-24T17:38:43.391619,PLATEAU_CONFIRMED,Wideband signal detected,freq=5004258852.258852,bw=6.8017578125,hits=4
2026-04-24T17:38:43.414356,VIDEO_REJECTED,autocorr rejected video,freq=5004258852.258852,score=0.0
2026-04-24T17:38:43.430059,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=5020000000
2026-04-24T17:38:43.473844,PLATEAU_CONFIRMED,Wideband signal detected,freq=5036373626.373627,bw=8.8671875,hits=4
2026-04-24T17:38:43.501974,VIDEO_REJECTED,autocorr rejected video,freq=5036373626.373627,score=0.0
2026-04-24T17:38:43.523065,PLATEAU_CONFIRMED,Wideband signal detected,freq=5054661782.661783,bw=5.732421875,hits=6
2026-04-24T17:38:43.553964,VIDEO_REJECTED,autocorr rejected video,freq=5054661782.661783,score=0.0
