2026-04-24T17:19:42.961127,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:19:43.008632,PLATEAU_CONFIRMED,Wideband signal detected,freq=104932844.93284494,bw=9.1650390625,hits=10
2026-04-24T17:19:43.036427,VIDEO_REJECTED,cyclo rejected video,freq=104932844.93284494,score=0
2026-04-24T17:19:43.048196,PLATEAU_CONFIRMED,Wideband signal detected,freq=124466422.46642247,bw=8.4912109375,hits=10
2026-04-24T17:19:43.077289,VIDEO_REJECTED,cyclo rejected video,freq=124466422.46642247,score=0
2026-04-24T17:19:43.080653,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=140000000
2026-04-24T17:19:43.112896,PLATEAU_CONFIRMED,Wideband signal detected,freq=162967032.96703297,bw=9.755859375,hits=7
2026-04-24T17:19:43.136218,VIDEO_REJECTED,cyclo rejected video,freq=162967032.96703297,score=0
2026-04-24T17:19:43.148749,PLATEAU_CONFIRMED,Wideband signal detected,freq=175870573.87057388,bw=4.8876953125,hits=4
2026-04-24T17:19:43.249751,VIDEO_REJECTED,cyclo rejected video,freq=175870573.87057388,score=0
2026-04-24T17:19:43.287740,PLATEAU_CONFIRMED,Wideband signal detected,freq=205506715.5067155,bw=6.6748046875,hits=8
2026-04-24T17:19:43.341506,VIDEO_REJECTED,cyclo rejected video,freq=205506715.5067155,score=0
2026-04-24T17:19:43.347887,PLATEAU_CONFIRMED,Wideband signal detected,freq=225658119.65811965,bw=8.8623046875,hits=10
2026-04-24T17:19:43.377042,VIDEO_REJECTED,cyclo rejected video,freq=225658119.65811965,score=0
2026-04-24T17:19:43.381602,PLATEAU_REJECTED,Not enough hits,hits=2,required=3,freq=240000000
2026-04-24T17:19:43.420962,PLATEAU_CONFIRMED,Wideband signal detected,freq=265565323.56532356,bw=7.0458984375,hits=6
2026-04-24T17:19:43.458887,VIDEO_REJECTED,cyclo rejected video,freq=265565323.56532356,score=0
2026-04-24T17:19:43.468191,PLATEAU_CONFIRMED,Wideband signal detected,freq=285877899.8778999,bw=6.806640625,hits=7
2026-04-24T17:19:43.501536,VIDEO_REJECTED,cyclo rejected video,freq=285877899.8778999,score=0
2026-04-24T17:19:43.510209,PLATEAU_CONFIRMED,Wideband signal detected,freq=294085470.0854701,bw=6.640625,hits=4
2026-04-24T17:19:43.564440,VIDEO_REJECTED,cyclo rejected video,freq=294085470.0854701,score=1
2026-04-24T17:19:43.574040,PLATEAU_CONFIRMED,Wideband signal detected,freq=313421245.42124546,bw=6.3037109375,hits=10
2026-04-24T17:19:43.605477,VIDEO_REJECTED,cyclo rejected video,freq=313421245.42124546,score=0
2026-04-24T17:19:43.615773,PLATEAU_CONFIRMED,Wideband signal detected,freq=333689865.6898657,bw=8.505859375,hits=8
2026-04-24T17:19:43.638834,VIDEO_REJECTED,cyclo rejected video,freq=333689865.6898657,score=0
2026-04-24T17:19:43.651078,PLATEAU_CONFIRMED,Wideband signal detected,freq=362131868.1318681,bw=3.4912109375,hits=3
2026-04-24T17:19:43.679515,VIDEO_REJECTED,cyclo rejected video,freq=362131868.1318681,score=0
2026-04-24T17:19:43.683159,PLATEAU_CONFIRMED,Wideband signal detected,freq=382329670.3296703,bw=3.427734375,hits=4
2026-04-24T17:19:43.717168,VIDEO_REJECTED,cyclo rejected video,freq=382329670.3296703,score=0
2026-04-24T17:19:43.976744,PLATEAU_CONFIRMED,Wideband signal detected,freq=422449328.4493284,bw=5.224609375,hits=7
2026-04-24T17:19:44.064927,VIDEO_REJECTED,cyclo rejected video,freq=422449328.4493284,score=0
2026-04-24T17:19:44.072448,PLATEAU_CONFIRMED,Wideband signal detected,freq=442590964.5909646,bw=4.6533203125,hits=9
2026-04-24T17:19:44.098061,VIDEO_REJECTED,cyclo rejected video,freq=442590964.5909646,score=0
