2026-04-24T17:38:15.455373,SDR_READ_ERROR,readStream failed,code=0
2026-04-24T17:38:15.490242,PLATEAU_CONFIRMED,Wideband signal detected,freq=104446886.44688645,bw=6.73828125,hits=9
2026-04-24T17:38:15.509933,VIDEO_REJECTED,autocorr rejected video,freq=104446886.44688645,score=0.0
2026-04-24T17:38:15.524889,PLATEAU_CONFIRMED,Wideband signal detected,freq=123377289.37728938,bw=6.81640625,hits=3
2026-04-24T17:38:15.548526,VIDEO_REJECTED,autocorr rejected video,freq=123377289.37728938,score=0.0
2026-04-24T17:38:15.579871,PLATEAU_CONFIRMED,Wideband signal detected,freq=145660561.66056165,bw=9.697265625,hits=4
2026-04-24T17:38:15.601616,VIDEO_REJECTED,autocorr rejected video,freq=145660561.66056165,score=0.0
2026-04-24T17:38:15.613630,PLATEAU_CONFIRMED,Wideband signal detected,freq=167230769.23076922,bw=4.98046875,hits=4
2026-04-24T17:38:15.633952,VIDEO_REJECTED,autocorr rejected video,freq=167230769.23076922,score=0.0
2026-04-24T17:38:15.648033,PLATEAU_CONFIRMED,Wideband signal detected,freq=175768009.76800978,bw=6.0693359375,hits=5
2026-04-24T17:38:15.665230,VIDEO_REJECTED,autocorr rejected video,freq=175768009.76800978,score=0.0
2026-04-24T17:38:15.684730,PLATEAU_CONFIRMED,Wideband signal detected,freq=204949938.94993895,bw=5.4736328125,hits=3
2026-04-24T17:38:15.701088,VIDEO_REJECTED,autocorr rejected video,freq=204949938.94993895,score=0.0
2026-04-24T17:38:15.793738,PLATEAU_CONFIRMED,Wideband signal detected,freq=264720390.7203907,bw=6.8212890625,hits=7
2026-04-24T17:38:15.814092,VIDEO_REJECTED,autocorr rejected video,freq=264720390.7203907,score=0.0
2026-04-24T17:38:15.825126,PLATEAU_REJECTED,Not enough hits,hits=1,required=3,freq=280000000
2026-04-24T17:38:15.886079,PLATEAU_CONFIRMED,Wideband signal detected,freq=293704517.7045177,bw=6.3916015625,hits=8
